,,,SolarPV_01,BESS_01,AEL_01,PEMEL_01,HEMEL_01,H2Tank_01
period1,sc01,t0538, 6.473222478 ,,,,,
period1,sc01,t0539, 14.468275458 ,,,,,
period1,sc01,t0540, 18.694577202 ,,,,,
period1,sc01,t0541, 20.83289607 ,,,,,
period1,sc01,t0542, 21.056233398 ,,,,,
period1,sc01,t0543, 19.665109212 ,,,,,
period1,sc01,t0544, 16.753898586 ,,,,,
period1,sc01,t0545, 12.046498272 ,,,,,
period1,sc01,t0546, 4.5030059232 ,,,,,
period1,sc01,t0547, 0.15435887646 ,,,,,
period1,sc01,t0548, 0.000033531192 ,,,,,
period1,sc01,t0549, 0.000023079908 ,,,,,
period1,sc01,t0550, 0.00001393504 ,,,,,
period1,sc01,t0551, 0.000008927134 ,,,,,
period1,sc01,t0552, 0.000011539956 ,,,,,
period1,sc01,t0553, 0.000010886752 ,,,,,
period1,sc01,t0554, 0.000010886752 ,,,,,
period1,sc01,t0555, 0.000009580342 ,,,,,
period1,sc01,t0556, 0.00001262863 ,,,,,
period1,sc01,t0557, 0.00001219316 ,,,,,
period1,sc01,t0558, 0.000018507476 ,,,,,
period1,sc01,t0559, 0.000039627772 ,,,,,
period1,sc01,t0560, 0.000359262758 ,,,,,
period1,sc01,t0561, 0.49059615636 ,,,,,
period1,sc01,t0562, 6.70827177 ,,,,,
period1,sc01,t0563, 14.570397528 ,,,,,
period1,sc01,t0564, 18.87897045 ,,,,,
period1,sc01,t0565, 20.730114258 ,,,,,
period1,sc01,t0566, 20.802698406 ,,,,,
period1,sc01,t0567, 19.902183444 ,,,,,
period1,sc01,t0568, 17.719511958 ,,,,,
period1,sc01,t0569, 13.050572364 ,,,,,
period1,sc01,t0570, 5.2116092532 ,,,,,
period1,sc01,t0571, 0.24459261678 ,,,,,
period1,sc01,t0572, 0.000045942088 ,,,,,
period1,sc01,t0573, 0.000030265168 ,,,,,
period1,sc01,t0574, 0.0000174188 ,,,,,
period1,sc01,t0575, 0.000009798076 ,,,,,
period1,sc01,t0576, 0.000009362604 ,,,,,
period1,sc01,t0577, 0.0000087094 ,,,,,
period1,sc01,t0578, 0.000010669014 ,,,,,
period1,sc01,t0579, 0.000011539956 ,,,,,
period1,sc01,t0580, 0.000010233544 ,,,,,
period1,sc01,t0581, 0.000010669014 ,,,,,
period1,sc01,t0582, 0.000013064102 ,,,,,
period1,sc01,t0583, 0.000028087814 ,,,,,
period1,sc01,t0584, 0.000355561262 ,,,,,
period1,sc01,t0585, 0.50791262112 ,,,,,
period1,sc01,t0586, 6.991377354 ,,,,,
period1,sc01,t0587, 15.051273996 ,,,,,
period1,sc01,t0588, 19.135072542 ,,,,,
period1,sc01,t0589, 20.971480044 ,,,,,
period1,sc01,t0590, 21.554086656 ,,,,,
period1,sc01,t0591, 20.812052304 ,,,,,
period1,sc01,t0592, 18.225961398 ,,,,,
period1,sc01,t0593, 13.35706269 ,,,,,
period1,sc01,t0594, 5.1488101218 ,,,,,
period1,sc01,t0595, 0.22990203612 ,,,,,
period1,sc01,t0596, 0.000045724352 ,,,,,
period1,sc01,t0597, 0.000030047432 ,,,,,
period1,sc01,t0598, 0.000016765598 ,,,,,
period1,sc01,t0599, 0.000009580342 ,,,,,
period1,sc01,t0600, 0.000008491664 ,,,,,
period1,sc01,t0601, 0.000008056196 ,,,,,
period1,sc01,t0602, 0.000009362604 ,,,,,
period1,sc01,t0603, 0.000010233544 ,,,,,
period1,sc01,t0604, 0.000009144872 ,,,,,
period1,sc01,t0605, 0.000010886752 ,,,,,
period1,sc01,t0606, 0.000018942944 ,,,,,
period1,sc01,t0607, 0.000042458326 ,,,,,
period1,sc01,t0608, 0.000360786902 ,,,,,
period1,sc01,t0609, 0.50914064664 ,,,,,
period1,sc01,t0610, 7.240953924 ,,,,,
period1,sc01,t0611, 15.093190164 ,,,,,
period1,sc01,t0612, 18.88256961 ,,,,,
period1,sc01,t0613, 20.307666984 ,,,,,
period1,sc01,t0614, 20.034770994 ,,,,,
period1,sc01,t0615, 18.556535388 ,,,,,
period1,sc01,t0616, 15.546325014 ,,,,,
period1,sc01,t0617, 10.951354356 ,,,,,
period1,sc01,t0618, 4.3986956154 ,,,,,
period1,sc01,t0619, 0.26952545214 ,,,,,
period1,sc01,t0620, 0.000043982472 ,,,,,
period1,sc01,t0621, 0.000028305552 ,,,,,
period1,sc01,t0622, 0.00001611239 ,,,,,
period1,sc01,t0623, 0.000008927134 ,,,,,
period1,sc01,t0624, 0.000009144872 ,,,,,
period1,sc01,t0625, 0.000009362604 ,,,,,
period1,sc01,t0626, 0.00002003162 ,,,,,
period1,sc01,t0627, 0.000027434612 ,,,,,
period1,sc01,t0628, 0.00002787008 ,,,,,
period1,sc01,t0629, 0.0000261282 ,,,,,
period1,sc01,t0630, 0.000031136108 ,,,,,
period1,sc01,t0631, 0.000043111532 ,,,,,
period1,sc01,t0632, 0.0003564322 ,,,,,
period1,sc01,t0633, 0.5001525456 ,,,,,
period1,sc01,t0634, 5.7997419804 ,,,,,
period1,sc01,t0635, 12.646676118 ,,,,,
period1,sc01,t0636, 16.601238036 ,,,,,
period1,sc01,t0637, 18.511287882 ,,,,,
period1,sc01,t0638, 19.045191534 ,,,,,
period1,sc01,t0639, 18.508047984 ,,,,,
period1,sc01,t0640, 16.197296058 ,,,,,
period1,sc01,t0641, 11.955154092 ,,,,,
period1,sc01,t0642, 5.119422429 ,,,,,
period1,sc01,t0643, 0.30832582974 ,,,,,
period1,sc01,t0644, 0.000046813028 ,,,,,
period1,sc01,t0645, 0.0000261282 ,,,,,
period1,sc01,t0646, 0.00001959615 ,,,,,
period1,sc01,t0647, 0.00001045128 ,,,,,
period1,sc01,t0648, 0.000010669014 ,,,,,
period1,sc01,t0649, 0.000009362604 ,,,,,
period1,sc01,t0650, 0.000008927134 ,,,,,
period1,sc01,t0651, 0.00001219316 ,,,,,
period1,sc01,t0652, 0.000010886752 ,,,,,
period1,sc01,t0653, 0.000010233544 ,,,,,
period1,sc01,t0654, 0.000021773502 ,,,,,
period1,sc01,t0655, 0.000041369652 ,,,,,
period1,sc01,t0656, 0.000363617458 ,,,,,
period1,sc01,t0657, 0.50448329484 ,,,,,
period1,sc01,t0658, 6.489539538 ,,,,,
period1,sc01,t0659, 13.724647272 ,,,,,
period1,sc01,t0660, 17.710883118 ,,,,,
period1,sc01,t0661, 19.422476214 ,,,,,
period1,sc01,t0662, 19.923895974 ,,,,,
period1,sc01,t0663, 19.74691008 ,,,,,
period1,sc01,t0664, 17.658953322 ,,,,,
period1,sc01,t0665, 13.09838697 ,,,,,
period1,sc01,t0666, 5.4692463732 ,,,,,
period1,sc01,t0667, 0.31434838008 ,,,,,
period1,sc01,t0668, 0.00004659529 ,,,,,
period1,sc01,t0669, 0.0000304829 ,,,,,
period1,sc01,t0670, 0.000015894656 ,,,,,
period1,sc01,t0671, 0.000009580342 ,,,,,
period1,sc01,t0672, 0.000012846368 ,,,,,
period1,sc01,t0673, 0.000011539956 ,,,,,
period1,sc01,t0674, 0.000009798076 ,,,,,
period1,sc01,t0675, 0.000011104482 ,,,,,
period1,sc01,t0676, 0.00001045128 ,,,,,
period1,sc01,t0677, 0.000008056196 ,,,,,
period1,sc01,t0678, 0.000015459186 ,,,,,
period1,sc01,t0679, 0.000033748928 ,,,,,
period1,sc01,t0680, 0.000367101218 ,,,,,
period1,sc01,t0681, 0.42560878968 ,,,,,
period1,sc01,t0682, 4.6446207696 ,,,,,
period1,sc01,t0683, 10.453664394 ,,,,,
period1,sc01,t0684, 13.8093549 ,,,,,
period1,sc01,t0685, 15.31646217 ,,,,,
period1,sc01,t0686, 15.014263398 ,,,,,
period1,sc01,t0687, 13.133575122 ,,,,,
period1,sc01,t0688, 9.623401626 ,,,,,
period1,sc01,t0689, 5.2424470614 ,,,,,
period1,sc01,t0690, 1.5406820016 ,,,,,
period1,sc01,t0691, 0.05121780492 ,,,,,
period1,sc01,t0692, 0.000028958754 ,,,,,
period1,sc01,t0693, 0.000015894656 ,,,,,
period1,sc01,t0694, 0.00001262863 ,,,,,
period1,sc01,t0695, 0.00000740299 ,,,,,
period1,sc01,t0696, 0.000009580342 ,,,,,
period1,sc01,t0697, 0.000009798076 ,,,,,
period1,sc01,t0698, 0.000008927134 ,,,,,
period1,sc01,t0699, 0.000009798076 ,,,,,
period1,sc01,t0700, 0.000010233544 ,,,,,
period1,sc01,t0701, 0.000008273932 ,,,,,
period1,sc01,t0702, 0.00001219316 ,,,,,
period1,sc01,t0703, 0.000023733116 ,,,,,
period1,sc01,t0704, 0.000344456776 ,,,,,
period1,sc01,t0705, 0.14363325012 ,,,,,
period1,sc01,t0706, 1.9803020388 ,,,,,
period1,sc01,t0707, 5.6003315562 ,,,,,
period1,sc01,t0708, 8.419414146 ,,,,,
period1,sc01,t0709, 9.287569332 ,,,,,
period1,sc01,t0710, 8.58146778 ,,,,,
period1,sc01,t0711, 7.566158568 ,,,,,
period1,sc01,t0712, 6.161088462 ,,,,,
period1,sc01,t0713, 3.8263769808 ,,,,,
period1,sc01,t0714, 1.194516006 ,,,,,
period1,sc01,t0715, 0.04900997196 ,,,,,
period1,sc01,t0716, 0.000019813886 ,,,,,
period1,sc01,t0717, 0.000013281836 ,,,,,
period1,sc01,t0718, 0.0000087094 ,,,,,
period1,sc01,t0719, 0.000010669014 ,,,,,
period1,sc01,t0720, 0.000007838462 ,,,,,
period1,sc01,t0721, 0.000009798076 ,,,,,
period1,sc01,t0722, 0.000010233544 ,,,,,
period1,sc01,t0723, 0.000009798076 ,,,,,
period1,sc01,t0724, 0.00001219316 ,,,,,
period1,sc01,t0725, 0.000009144872 ,,,,,
period1,sc01,t0726, 0.000027434612 ,,,,,
period1,sc01,t0727, 0.00007794913 ,,,,,
period1,sc01,t0728, 0.000359262758 ,,,,,
period1,sc01,t0729, 0.2116122957 ,,,,,
period1,sc01,t0730, 3.2312288292 ,,,,,
period1,sc01,t0731, 9.091803786 ,,,,,
period1,sc01,t0732, 12.904182594 ,,,,,
period1,sc01,t0733, 16.203011604 ,,,,,
period1,sc01,t0734, 16.174107282 ,,,,,
period1,sc01,t0735, 14.810966394 ,,,,,
period1,sc01,t0736, 12.420000906 ,,,,,
period1,sc01,t0737, 9.346011594 ,,,,,
period1,sc01,t0738, 4.0194251892 ,,,,,
period1,sc01,t0739, 0.26218995972 ,,,,,
period1,sc01,t0740, 0.00002874102 ,,,,,
period1,sc01,t0741, 0.000018942944 ,,,,,
period1,sc01,t0742, 0.000013499572 ,,,,,
period1,sc01,t0743, 0.000012410894 ,,,,,
period1,sc01,t0744, 0.000009144872 ,,,,,
period1,sc01,t0745, 0.000007620724 ,,,,,
period1,sc01,t0746, 0.000007838462 ,,,,,
period1,sc01,t0747, 0.000011975424 ,,,,,
period1,sc01,t0748, 0.000010233544 ,,,,,
period1,sc01,t0749, 0.000010886752 ,,,,,
period1,sc01,t0750, 0.00002046709 ,,,,,
period1,sc01,t0751, 0.000052038666 ,,,,,
period1,sc01,t0752, 0.000961953248 ,,,,,
period1,sc01,t0753, 0.59423366346 ,,,,,
period1,sc01,t0754, 6.970638096 ,,,,,
period1,sc01,t0755, 14.482025424 ,,,,,
period1,sc01,t0756, 18.461311158 ,,,,,
period1,sc01,t0757, 19.600703196 ,,,,,
period1,sc01,t0758, 19.082881458 ,,,,,
period1,sc01,t0759, 17.491288662 ,,,,,
period1,sc01,t0760, 15.075560166 ,,,,,
period1,sc01,t0761, 10.760709942 ,,,,,
period1,sc01,t0762, 4.7869868034 ,,,,,
period1,sc01,t0763, 0.37054360716 ,,,,,
period1,sc01,t0764, 0.000055304692 ,,,,,
period1,sc01,t0765, 0.000033748928 ,,,,,
period1,sc01,t0766, 0.00002003162 ,,,,,
period1,sc01,t0767, 0.000010886752 ,,,,,
period1,sc01,t0768, 0.000010886752 ,,,,,
period1,sc01,t0769, 0.00001045128 ,,,,,
period1,sc01,t0770, 0.00001262863 ,,,,,
period1,sc01,t0771, 0.000010233544 ,,,,,
period1,sc01,t0772, 0.000009798076 ,,,,,
period1,sc01,t0773, 0.000009798076 ,,,,,
period1,sc01,t0774, 0.000013281836 ,,,,,
period1,sc01,t0775, 0.000033313456 ,,,,,
period1,sc01,t0776, 0.000897503686 ,,,,,
period1,sc01,t0777, 0.32084123778 ,,,,,
period1,sc01,t0778, 2.9159071734 ,,,,,
period1,sc01,t0779, 6.323547078 ,,,,,
period1,sc01,t0780, 8.690036994 ,,,,,
period1,sc01,t0781, 9.8086767 ,,,,,
period1,sc01,t0782, 9.708141912 ,,,,,
period1,sc01,t0783, 8.339082996 ,,,,,
period1,sc01,t0784, 6.640083696 ,,,,,
period1,sc01,t0785, 4.579365588 ,,,,,
period1,sc01,t0786, 1.6827279636 ,,,,,
period1,sc01,t0787, 0.10732811556 ,,,,,
period1,sc01,t0788, 0.000021555766 ,,,,,
period1,sc01,t0789, 0.000011322222 ,,,,,
period1,sc01,t0790, 0.00001262863 ,,,,,
period1,sc01,t0791, 0.000011104482 ,,,,,
period1,sc01,t0792, 0.000009362604 ,,,,,
period1,sc01,t0793, 0.00001219316 ,,,,,
period1,sc01,t0794, 0.000010015812 ,,,,,
period1,sc01,t0795, 0.000011539956 ,,,,,
period1,sc01,t0796, 0.000010015812 ,,,,,
period1,sc01,t0797, 0.000011104482 ,,,,,
period1,sc01,t0798, 0.000015894656 ,,,,,
period1,sc01,t0799, 0.000035926276 ,,,,,
period1,sc01,t0800, 0.000898810098 ,,,,,
period1,sc01,t0801, 0.3962145642 ,,,,,
period1,sc01,t0802, 4.1131666398 ,,,,,
period1,sc01,t0803, 8.365315704 ,,,,,
period1,sc01,t0804, 10.58183628 ,,,,,
period1,sc01,t0805, 11.963012142 ,,,,,
period1,sc01,t0806, 12.17733525 ,,,,,
period1,sc01,t0807, 11.827962012 ,,,,,
period1,sc01,t0808, 9.463980414 ,,,,,
period1,sc01,t0809, 6.810178284 ,,,,,
period1,sc01,t0810, 2.4757384452 ,,,,,
period1,sc01,t0811, 0.13403113644 ,,,,,
period1,sc01,t0812, 0.000020902558 ,,,,,
period1,sc01,t0813, 0.000011975424 ,,,,,
period1,sc01,t0814, 0.000008491664 ,,,,,
period1,sc01,t0815, 0.000009144872 ,,,,,
period1,sc01,t0816, 0.000008927134 ,,,,,
period1,sc01,t0817, 0.000009362604 ,,,,,
period1,sc01,t0818, 0.000011104482 ,,,,,
period1,sc01,t0819, 0.00001045128 ,,,,,
period1,sc01,t0820, 0.000009798076 ,,,,,
period1,sc01,t0821, 0.000011322222 ,,,,,
period1,sc01,t0822, 0.000013064102 ,,,,,
period1,sc01,t0823, 0.000037885892 ,,,,,
period1,sc01,t0824, 0.000922543214 ,,,,,
period1,sc01,t0825, 0.34361849664 ,,,,,
period1,sc01,t0826, 4.734580164 ,,,,,
period1,sc01,t0827, 10.810353516 ,,,,,
period1,sc01,t0828, 14.908731594 ,,,,,
period1,sc01,t0829, 16.559452512 ,,,,,
period1,sc01,t0830, 16.51369551 ,,,,,
period1,sc01,t0831, 15.64827072 ,,,,,
period1,sc01,t0832, 13.288090782 ,,,,,
period1,sc01,t0833, 9.666970398 ,,,,,
period1,sc01,t0834, 4.4788569348 ,,,,,
period1,sc01,t0835, 0.40876916454 ,,,,,
period1,sc01,t0836, 0.000055304692 ,,,,,
period1,sc01,t0837, 0.000034184396 ,,,,,
period1,sc01,t0838, 0.000016983332 ,,,,,
period1,sc01,t0839, 0.00001262863 ,,,,,
period1,sc01,t0840, 0.000009362604 ,,,,,
period1,sc01,t0841, 0.000010015812 ,,,,,
period1,sc01,t0842, 0.000009144872 ,,,,,
period1,sc01,t0843, 0.000012846368 ,,,,,
period1,sc01,t0844, 0.000011104482 ,,,,,
period1,sc01,t0845, 0.000010015812 ,,,,,
period1,sc01,t0846, 0.00002220897 ,,,,,
period1,sc01,t0847, 0.000051385462 ,,,,,
period1,sc01,t0848, 0.000974364144 ,,,,,
period1,sc01,t0849, 0.6998046576 ,,,,,
period1,sc01,t0850, 7.35058785 ,,,,,
period1,sc01,t0851, 14.437502976 ,,,,,
period1,sc01,t0852, 18.912982842 ,,,,,
period1,sc01,t0853, 20.965255002 ,,,,,
period1,sc01,t0854, 21.046343874 ,,,,,
period1,sc01,t0855, 19.787023404 ,,,,,
period1,sc01,t0856, 17.028453714 ,,,,,
period1,sc01,t0857, 12.640842996 ,,,,,
period1,sc01,t0858, 6.072598782 ,,,,,
period1,sc01,t0859, 0.59936785512 ,,,,,
period1,sc01,t0860, 0.000058570716 ,,,,,
period1,sc01,t0861, 0.000030700636 ,,,,,
period1,sc01,t0862, 0.00002133803 ,,,,,
period1,sc01,t0863, 0.000011539956 ,,,,,
period1,sc01,t0864, 0.000010669014 ,,,,,
period1,sc01,t0865, 0.000009798076 ,,,,,
period1,sc01,t0866, 0.000010233544 ,,,,,
period1,sc01,t0867, 0.000011539956 ,,,,,
period1,sc01,t0868, 0.000009144872 ,,,,,
period1,sc01,t0869, 0.00001959615 ,,,,,
period1,sc01,t0870, 0.000043111532 ,,,,,
period1,sc01,t0871, 0.000065102768 ,,,,,
period1,sc01,t0872, 0.00096021137 ,,,,,
period1,sc01,t0873, 0.9481466712 ,,,,,
period1,sc01,t0874, 7.637926206 ,,,,,
period1,sc01,t0875, 14.527828158 ,,,,,
period1,sc01,t0876, 18.101858976 ,,,,,
period1,sc01,t0877, 19.546545978 ,,,,,
period1,sc01,t0878, 18.926726274 ,,,,,
period1,sc01,t0879, 16.627523004 ,,,,,
period1,sc01,t0880, 13.38998421 ,,,,,
period1,sc01,t0881, 9.69553506 ,,,,,
period1,sc01,t0882, 4.6407276678 ,,,,,
period1,sc01,t0883, 0.47423990274 ,,,,,
period1,sc01,t0884, 0.000063360888 ,,,,,
period1,sc01,t0885, 0.000031136108 ,,,,,
period1,sc01,t0886, 0.0000261282 ,,,,,
period1,sc01,t0887, 0.000012846368 ,,,,,
period1,sc01,t0888, 0.000009798076 ,,,,,
period1,sc01,t0889, 0.000010669014 ,,,,,
period1,sc01,t0890, 0.000009798076 ,,,,,
period1,sc01,t0891, 0.000011539956 ,,,,,
period1,sc01,t0892, 0.00001219316 ,,,,,
period1,sc01,t0893, 0.000011322222 ,,,,,
period1,sc01,t0894, 0.00001567692 ,,,,,
period1,sc01,t0895, 0.000044635676 ,,,,,
period1,sc01,t0896, 0.000900987448 ,,,,,
period1,sc01,t0897, 0.37351569006 ,,,,,
period1,sc01,t0898, 3.2921467278 ,,,,,
period1,sc01,t0899, 7.29751494 ,,,,,
period1,sc01,t0900, 10.51952052 ,,,,,
period1,sc01,t0901, 12.393114984 ,,,,,
period1,sc01,t0902, 11.957100648 ,,,,,
period1,sc01,t0903, 10.613405676 ,,,,,
period1,sc01,t0904, 8.974279146 ,,,,,
period1,sc01,t0905, 6.648725598 ,,,,,
period1,sc01,t0906, 2.9201856654 ,,,,,
period1,sc01,t0907, 0.25500470478 ,,,,,
period1,sc01,t0908, 0.000042458326 ,,,,,
period1,sc01,t0909, 0.0000174188 ,,,,,
period1,sc01,t0910, 0.00001219316 ,,,,,
period1,sc01,t0911, 0.000009362604 ,,,,,
period1,sc01,t0912, 0.000011104482 ,,,,,
period1,sc01,t0913, 0.000009144872 ,,,,,
period1,sc01,t0914, 0.000010669014 ,,,,,
period1,sc01,t0915, 0.000010669014 ,,,,,
period1,sc01,t0916, 0.000009798076 ,,,,,
period1,sc01,t0917, 0.000015894656 ,,,,,
period1,sc01,t0918, 0.00004180512 ,,,,,
period1,sc01,t0919, 0.00007620725 ,,,,,
period1,sc01,t0920, 0.00098938786 ,,,,,
period1,sc01,t0921, 0.9389822052 ,,,,,
period1,sc01,t0922, 7.62259548 ,,,,,
period1,sc01,t0923, 14.243109156 ,,,,,
period1,sc01,t0924, 18.189675858 ,,,,,
period1,sc01,t0925, 20.536772112 ,,,,,
period1,sc01,t0926, 20.850434628 ,,,,,
period1,sc01,t0927, 20.145665604 ,,,,,
period1,sc01,t0928, 18.107006232 ,,,,,
period1,sc01,t0929, 13.940845068 ,,,,,
period1,sc01,t0930, 7.184353704 ,,,,,
period1,sc01,t0931, 0.7690051968 ,,,,,
period1,sc01,t0932, 0.000068586526 ,,,,,
period1,sc01,t0933, 0.000035490808 ,,,,,
period1,sc01,t0934, 0.000022862174 ,,,,,
period1,sc01,t0935, 0.000012846368 ,,,,,
period1,sc01,t0936, 0.000011975424 ,,,,,
period1,sc01,t0937, 0.000010233544 ,,,,,
period1,sc01,t0938, 0.000010015812 ,,,,,
period1,sc01,t0939, 0.000011539956 ,,,,,
period1,sc01,t0940, 0.000009144872 ,,,,,
period1,sc01,t0941, 0.000010669014 ,,,,,
period1,sc01,t0942, 0.000014588246 ,,,,,
period1,sc01,t0943, 0.000044635676 ,,,,,
period1,sc01,t0944, 0.000949977826 ,,,,,
period1,sc01,t0945, 1.1333498886 ,,,,,
period1,sc01,t0946, 8.502240546 ,,,,,
period1,sc01,t0947, 14.88884151 ,,,,,
period1,sc01,t0948, 17.882453946 ,,,,,
period1,sc01,t0949, 18.50188173 ,,,,,
period1,sc01,t0950, 18.324190362 ,,,,,
period1,sc01,t0951, 17.800803318 ,,,,,
period1,sc01,t0952, 16.20680019 ,,,,,
period1,sc01,t0953, 12.656448054 ,,,,,
period1,sc01,t0954, 6.624746442 ,,,,,
period1,sc01,t0955, 0.7560325452 ,,,,,
period1,sc01,t0956, 0.000058135246 ,,,,,
period1,sc01,t0957, 0.000032007048 ,,,,,
period1,sc01,t0958, 0.000023079908 ,,,,,
period1,sc01,t0959, 0.00001219316 ,,,,,
period1,sc01,t0960, 0.000008273932 ,,,,,
period1,sc01,t0961, 0.000012846368 ,,,,,
period1,sc01,t0962, 0.000011539956 ,,,,,
period1,sc01,t0963, 0.000010015812 ,,,,,
period1,sc01,t0964, 0.00001262863 ,,,,,
period1,sc01,t0965, 0.000008927134 ,,,,,
period1,sc01,t0966, 0.00001611239 ,,,,,
period1,sc01,t0967, 0.000039627772 ,,,,,
period1,sc01,t0968, 0.000910350054 ,,,,,
period1,sc01,t0969, 0.8199617196 ,,,,,
period1,sc01,t0970, 6.064825638 ,,,,,
period1,sc01,t0971, 10.498114992 ,,,,,
period1,sc01,t0972, 12.845982024 ,,,,,
period1,sc01,t0973, 14.40476433 ,,,,,
period1,sc01,t0974, 13.997693502 ,,,,,
period1,sc01,t0975, 13.181128446 ,,,,,
period1,sc01,t0976, 11.113538628 ,,,,,
period1,sc01,t0977, 8.048635392 ,,,,,
period1,sc01,t0978, 3.4383274776 ,,,,,
period1,sc01,t0979, 0.31275455976 ,,,,,
period1,sc01,t0980, 0.000032877988 ,,,,,
period1,sc01,t0981, 0.000017201066 ,,,,,
period1,sc01,t0982, 0.000011975424 ,,,,,
period1,sc01,t0983, 0.000010886752 ,,,,,
period1,sc01,t0984, 0.000007838462 ,,,,,
period1,sc01,t0985, 0.000114746346 ,,,,,
period1,sc01,t0986, 0.000112568998 ,,,,,
period1,sc01,t0987, 0.000114093142 ,,,,,
period1,sc01,t0988, 0.000113657672 ,,,,,
period1,sc01,t0989, 0.000112786734 ,,,,,
period1,sc01,t0990, 0.000119318782 ,,,,,
period1,sc01,t0991, 0.000159817494 ,,,,,
period1,sc01,t0992, 0.03127545594 ,,,,,
period1,sc01,t0993, 0.46254753306 ,,,,,
period1,sc01,t0994, 3.4902703416 ,,,,,
period1,sc01,t0995, 7.774837974 ,,,,,
period1,sc01,t0996, 10.980846564 ,,,,,
period1,sc01,t0997, 12.88926339 ,,,,,
period1,sc01,t0998, 13.406915292 ,,,,,
period1,sc01,t0999, 12.541392522 ,,,,,
period1,sc01,t1000, 10.095002586 ,,,,,
period1,sc01,t1001, 6.77218788 ,,,,,
period1,sc01,t1002, 2.8234394736 ,,,,,
period1,sc01,t1003, 0.2306336256 ,,,,,
period1,sc01,t1004, 0.000126286304 ,,,,,
period1,sc01,t1005, 0.000116270492 ,,,,,
period1,sc01,t1006, 0.000113439938 ,,,,,
period1,sc01,t1007, 0.000113875406 ,,,,,
period1,sc01,t1008, 0.000113439938 ,,,,,
period1,sc01,t1009, 0.000007185256 ,,,,,
period1,sc01,t1010, 0.000007620724 ,,,,,
period1,sc01,t1011, 0.000010233544 ,,,,,
period1,sc01,t1012, 0.000011757692 ,,,,,
period1,sc01,t1013, 0.000008491664 ,,,,,
period1,sc01,t1014, 0.000011975424 ,,,,,
period1,sc01,t1015, 0.000032442516 ,,,,,
period1,sc01,t1016, 0.000909261376 ,,,,,
period1,sc01,t1017, 0.32869276212 ,,,,,
period1,sc01,t1018, 3.0958716864 ,,,,,
period1,sc01,t1019, 7.024266228 ,,,,,
period1,sc01,t1020, 10.12226082 ,,,,,
period1,sc01,t1021, 12.033408054 ,,,,,
period1,sc01,t1022, 12.318159708 ,,,,,
period1,sc01,t1023, 11.816432946 ,,,,,
period1,sc01,t1024, 9.845928972 ,,,,,
period1,sc01,t1025, 6.651658488 ,,,,,
period1,sc01,t1026, 3.1644124896 ,,,,,
period1,sc01,t1027, 0.38716114266 ,,,,,
period1,sc01,t1028, 0.00005007905 ,,,,,
period1,sc01,t1029, 0.00002264444 ,,,,,
period1,sc01,t1030, 0.000013499572 ,,,,,
period1,sc01,t1031, 0.00001045128 ,,,,,
period1,sc01,t1032, 0.000008491664 ,,,,,
period1,sc01,t1033, 0.000009362604 ,,,,,
period1,sc01,t1034, 0.000008491664 ,,,,,
period1,sc01,t1035, 0.000011757692 ,,,,,
period1,sc01,t1036, 0.000010233544 ,,,,,
period1,sc01,t1037, 0.00001654786 ,,,,,
period1,sc01,t1038, 0.000037232688 ,,,,,
period1,sc01,t1039, 0.000069021994 ,,,,,
period1,sc01,t1040, 0.000973057732 ,,,,,
period1,sc01,t1041, 0.913931793 ,,,,,
period1,sc01,t1042, 6.395242866 ,,,,,
period1,sc01,t1043, 12.357254034 ,,,,,
period1,sc01,t1044, 15.958765188 ,,,,,
period1,sc01,t1045, 18.626304222 ,,,,,
period1,sc01,t1046, 19.023746802 ,,,,,
period1,sc01,t1047, 16.431280626 ,,,,,
period1,sc01,t1048, 13.604300784 ,,,,,
period1,sc01,t1049, 9.915919896 ,,,,,
period1,sc01,t1050, 5.086703391 ,,,,,
period1,sc01,t1051, 0.6406700076 ,,,,,
period1,sc01,t1052, 0.000059659392 ,,,,,
period1,sc01,t1053, 0.00003396666 ,,,,,
period1,sc01,t1054, 0.000021991236 ,,,,,
period1,sc01,t1055, 0.000015241452 ,,,,,
period1,sc01,t1056, 0.000008927134 ,,,,,
period1,sc01,t1057, 0.00000740299 ,,,,,
period1,sc01,t1058, 0.000007620724 ,,,,,
period1,sc01,t1059, 0.000012846368 ,,,,,
period1,sc01,t1060, 0.000009144872 ,,,,,
period1,sc01,t1061, 0.000011539956 ,,,,,
period1,sc01,t1062, 0.000012410894 ,,,,,
period1,sc01,t1063, 0.000029176492 ,,,,,
period1,sc01,t1064, 0.00098677504 ,,,,,
period1,sc01,t1065, 0.55683114462 ,,,,,
period1,sc01,t1066, 2.7376213968 ,,,,,
period1,sc01,t1067, 5.2720568436 ,,,,,
period1,sc01,t1068, 7.840184604 ,,,,,
period1,sc01,t1069, 9.648556548 ,,,,,
period1,sc01,t1070, 10.409383614 ,,,,,
period1,sc01,t1071, 9.586195068 ,,,,,
period1,sc01,t1072, 8.268569514 ,,,,,
period1,sc01,t1073, 5.6895462954 ,,,,,
period1,sc01,t1074, 2.4822313026 ,,,,,
period1,sc01,t1075, 0.2814268473 ,,,,,
period1,sc01,t1076, 0.000039627772 ,,,,,
period1,sc01,t1077, 0.000015459186 ,,,,,
period1,sc01,t1078, 0.000011975424 ,,,,,
period1,sc01,t1079, 0.000008491664 ,,,,,
period1,sc01,t1080, 0.000009798076 ,,,,,
