,,,Node1,Node2,Node3,Node4
period1,sc01,t4402, 53.7 ,,,
period1,sc01,t4403, 53.95 ,,,
period1,sc01,t4404, 53.99 ,,,
period1,sc01,t4405, 53.69 ,,,
period1,sc01,t4406, 53.19 ,,,
period1,sc01,t4407, 53.19 ,,,
period1,sc01,t4408, 53.3 ,,,
period1,sc01,t4409, 53.01 ,,,
period1,sc01,t4410, 53.19 ,,,
period1,sc01,t4411, 53.19 ,,,
period1,sc01,t4412, 53.69 ,,,
period1,sc01,t4413, 53.3 ,,,
period1,sc01,t4414, 51.49 ,,,
period1,sc01,t4415, 53.88 ,,,
period1,sc01,t4416, 51.01 ,,,
period1,sc01,t4417, 48.24 ,,,
period1,sc01,t4418, 47 ,,,
period1,sc01,t4419, 47.11 ,,,
period1,sc01,t4420, 50 ,,,
period1,sc01,t4421, 50.08 ,,,
period1,sc01,t4422, 53.95 ,,,
period1,sc01,t4423, 54.51 ,,,
period1,sc01,t4424, 55 ,,,
period1,sc01,t4425, 55.05 ,,,
period1,sc01,t4426, 54.7 ,,,
period1,sc01,t4427, 55.05 ,,,
period1,sc01,t4428, 55.05 ,,,
period1,sc01,t4429, 54.44 ,,,
period1,sc01,t4430, 53.95 ,,,
period1,sc01,t4431, 53.88 ,,,
period1,sc01,t4432, 53.95 ,,,
period1,sc01,t4433, 53.95 ,,,
period1,sc01,t4434, 54.08 ,,,
period1,sc01,t4435, 54.63 ,,,
period1,sc01,t4436, 55.08 ,,,
period1,sc01,t4437, 55.08 ,,,
period1,sc01,t4438, 53.88 ,,,
period1,sc01,t4439, 58 ,,,
period1,sc01,t4440, 56.83 ,,,
period1,sc01,t4441, 55.04 ,,,
period1,sc01,t4442, 54 ,,,
period1,sc01,t4443, 54.03 ,,,
period1,sc01,t4444, 55.6 ,,,
period1,sc01,t4445, 54.55 ,,,
period1,sc01,t4446, 56.05 ,,,
period1,sc01,t4447, 56.5 ,,,
period1,sc01,t4448, 57.5 ,,,
period1,sc01,t4449, 57.5 ,,,
period1,sc01,t4450, 57.55 ,,,
period1,sc01,t4451, 57.9 ,,,
period1,sc01,t4452, 57.9 ,,,
period1,sc01,t4453, 56.9 ,,,
period1,sc01,t4454, 55.51 ,,,
period1,sc01,t4455, 54.55 ,,,
period1,sc01,t4456, 54.5 ,,,
period1,sc01,t4457, 54.03 ,,,
period1,sc01,t4458, 54.85 ,,,
period1,sc01,t4459, 55.75 ,,,
period1,sc01,t4460, 57.14 ,,,
period1,sc01,t4461, 57 ,,,
period1,sc01,t4462, 55.39 ,,,
period1,sc01,t4463, 58.08 ,,,
period1,sc01,t4464, 57.47 ,,,
period1,sc01,t4465, 55.8 ,,,
period1,sc01,t4466, 55 ,,,
period1,sc01,t4467, 55 ,,,
period1,sc01,t4468, 54 ,,,
period1,sc01,t4469, 47.49 ,,,
period1,sc01,t4470, 49.16 ,,,
period1,sc01,t4471, 52.92 ,,,
period1,sc01,t4472, 53.95 ,,,
period1,sc01,t4473, 53.95 ,,,
period1,sc01,t4474, 53.7 ,,,
period1,sc01,t4475, 53.7 ,,,
period1,sc01,t4476, 53.01 ,,,
period1,sc01,t4477, 50.46 ,,,
period1,sc01,t4478, 46.44 ,,,
period1,sc01,t4479, 45.07 ,,,
period1,sc01,t4480, 44.87 ,,,
period1,sc01,t4481, 45.42 ,,,
period1,sc01,t4482, 46.44 ,,,
period1,sc01,t4483, 50.36 ,,,
period1,sc01,t4484, 53.49 ,,,
period1,sc01,t4485, 53.7 ,,,
period1,sc01,t4486, 53.3 ,,,
period1,sc01,t4487, 56.78 ,,,
period1,sc01,t4488, 56.32 ,,,
period1,sc01,t4489, 55.17 ,,,
period1,sc01,t4490, 50.01 ,,,
period1,sc01,t4491, 48.41 ,,,
period1,sc01,t4492, 48.24 ,,,
period1,sc01,t4493, 45.17 ,,,
period1,sc01,t4494, 44.31 ,,,
period1,sc01,t4495, 45.96 ,,,
period1,sc01,t4496, 47.08 ,,,
period1,sc01,t4497, 48.17 ,,,
period1,sc01,t4498, 50 ,,,
period1,sc01,t4499, 52.97 ,,,
period1,sc01,t4500, 54.52 ,,,
period1,sc01,t4501, 53.5 ,,,
period1,sc01,t4502, 49.07 ,,,
period1,sc01,t4503, 46.53 ,,,
period1,sc01,t4504, 45.18 ,,,
period1,sc01,t4505, 45.16 ,,,
period1,sc01,t4506, 45.18 ,,,
period1,sc01,t4507, 46.5 ,,,
period1,sc01,t4508, 52.96 ,,,
period1,sc01,t4509, 55.17 ,,,
period1,sc01,t4510, 48.59 ,,,
period1,sc01,t4511, 47.75 ,,,
period1,sc01,t4512, 42.41 ,,,
period1,sc01,t4513, 40.5 ,,,
period1,sc01,t4514, 40.17 ,,,
period1,sc01,t4515, 41.75 ,,,
period1,sc01,t4516, 42.41 ,,,
period1,sc01,t4517, 47.41 ,,,
period1,sc01,t4518, 48.57 ,,,
period1,sc01,t4519, 53.69 ,,,
period1,sc01,t4520, 55.69 ,,,
period1,sc01,t4521, 55.62 ,,,
period1,sc01,t4522, 56.77 ,,,
period1,sc01,t4523, 57.5 ,,,
period1,sc01,t4524, 57.69 ,,,
period1,sc01,t4525, 56.77 ,,,
period1,sc01,t4526, 55 ,,,
period1,sc01,t4527, 54 ,,,
period1,sc01,t4528, 53.32 ,,,
period1,sc01,t4529, 51.6 ,,,
period1,sc01,t4530, 52.17 ,,,
period1,sc01,t4531, 53.32 ,,,
period1,sc01,t4532, 55 ,,,
period1,sc01,t4533, 55.07 ,,,
period1,sc01,t4534, 53.47 ,,,
period1,sc01,t4535, 54.47 ,,,
period1,sc01,t4536, 51.6 ,,,
period1,sc01,t4537, 48.57 ,,,
period1,sc01,t4538, 48.24 ,,,
period1,sc01,t4539, 47.7 ,,,
period1,sc01,t4540, 48.8 ,,,
period1,sc01,t4541, 49.3 ,,,
period1,sc01,t4542, 51.6 ,,,
period1,sc01,t4543, 54.47 ,,,
period1,sc01,t4544, 54.97 ,,,
period1,sc01,t4545, 54.47 ,,,
period1,sc01,t4546, 54.97 ,,,
period1,sc01,t4547, 55.62 ,,,
period1,sc01,t4548, 55.62 ,,,
period1,sc01,t4549, 54.97 ,,,
period1,sc01,t4550, 53.56 ,,,
period1,sc01,t4551, 53.32 ,,,
period1,sc01,t4552, 52.95 ,,,
period1,sc01,t4553, 52.16 ,,,
period1,sc01,t4554, 51.64 ,,,
period1,sc01,t4555, 52.48 ,,,
period1,sc01,t4556, 53.87 ,,,
period1,sc01,t4557, 53.14 ,,,
period1,sc01,t4558, 51 ,,,
period1,sc01,t4559, 51.12 ,,,
period1,sc01,t4560, 46.5 ,,,
period1,sc01,t4561, 42.77 ,,,
period1,sc01,t4562, 42.01 ,,,
period1,sc01,t4563, 42.01 ,,,
period1,sc01,t4564, 44.17 ,,,
period1,sc01,t4565, 46.75 ,,,
period1,sc01,t4566, 47.67 ,,,
period1,sc01,t4567, 50.99 ,,,
period1,sc01,t4568, 53.64 ,,,
period1,sc01,t4569, 53.95 ,,,
period1,sc01,t4570, 54.9 ,,,
period1,sc01,t4571, 55.57 ,,,
period1,sc01,t4572, 56.57 ,,,
period1,sc01,t4573, 56.5 ,,,
period1,sc01,t4574, 55.31 ,,,
period1,sc01,t4575, 55.57 ,,,
period1,sc01,t4576, 55.13 ,,,
period1,sc01,t4577, 54.28 ,,,
period1,sc01,t4578, 53.92 ,,,
period1,sc01,t4579, 53.92 ,,,
period1,sc01,t4580, 55.5 ,,,
period1,sc01,t4581, 54.39 ,,,
period1,sc01,t4582, 51 ,,,
period1,sc01,t4583, 55.97 ,,,
period1,sc01,t4584, 52.51 ,,,
period1,sc01,t4585, 49.01 ,,,
period1,sc01,t4586, 49.3 ,,,
period1,sc01,t4587, 49.3 ,,,
period1,sc01,t4588, 50.3 ,,,
period1,sc01,t4589, 49 ,,,
period1,sc01,t4590, 52.17 ,,,
period1,sc01,t4591, 56.42 ,,,
period1,sc01,t4592, 57.01 ,,,
period1,sc01,t4593, 55.86 ,,,
period1,sc01,t4594, 55.07 ,,,
period1,sc01,t4595, 56.59 ,,,
period1,sc01,t4596, 57.08 ,,,
period1,sc01,t4597, 56.07 ,,,
period1,sc01,t4598, 55.02 ,,,
period1,sc01,t4599, 55.02 ,,,
period1,sc01,t4600, 55.57 ,,,
period1,sc01,t4601, 54.99 ,,,
period1,sc01,t4602, 54.99 ,,,
period1,sc01,t4603, 55.57 ,,,
period1,sc01,t4604, 56.5 ,,,
period1,sc01,t4605, 55.57 ,,,
period1,sc01,t4606, 51 ,,,
period1,sc01,t4607, 58.29 ,,,
period1,sc01,t4608, 56.89 ,,,
period1,sc01,t4609, 53.05 ,,,
period1,sc01,t4610, 53.62 ,,,
period1,sc01,t4611, 53.11 ,,,
period1,sc01,t4612, 54.79 ,,,
period1,sc01,t4613, 54.79 ,,,
period1,sc01,t4614, 53.09 ,,,
period1,sc01,t4615, 56.89 ,,,
period1,sc01,t4616, 58.29 ,,,
period1,sc01,t4617, 58.39 ,,,
period1,sc01,t4618, 58.95 ,,,
period1,sc01,t4619, 59.96 ,,,
period1,sc01,t4620, 60.1 ,,,
period1,sc01,t4621, 58.81 ,,,
period1,sc01,t4622, 58.31 ,,,
period1,sc01,t4623, 58.29 ,,,
period1,sc01,t4624, 58.31 ,,,
period1,sc01,t4625, 58.29 ,,,
period1,sc01,t4626, 58.29 ,,,
period1,sc01,t4627, 58.28 ,,,
period1,sc01,t4628, 57.89 ,,,
period1,sc01,t4629, 57.08 ,,,
period1,sc01,t4630, 56.51 ,,,
period1,sc01,t4631, 58.21 ,,,
period1,sc01,t4632, 57.01 ,,,
period1,sc01,t4633, 53 ,,,
period1,sc01,t4634, 50.33 ,,,
period1,sc01,t4635, 48 ,,,
period1,sc01,t4636, 48.8 ,,,
period1,sc01,t4637, 46.62 ,,,
period1,sc01,t4638, 46.6 ,,,
period1,sc01,t4639, 48.03 ,,,
period1,sc01,t4640, 51.44 ,,,
period1,sc01,t4641, 54.84 ,,,
period1,sc01,t4642, 55.41 ,,,
period1,sc01,t4643, 55.5 ,,,
period1,sc01,t4644, 55.01 ,,,
period1,sc01,t4645, 53.09 ,,,
period1,sc01,t4646, 50.61 ,,,
period1,sc01,t4647, 48.53 ,,,
period1,sc01,t4648, 47.41 ,,,
period1,sc01,t4649, 47.11 ,,,
period1,sc01,t4650, 48.59 ,,,
period1,sc01,t4651, 51.35 ,,,
period1,sc01,t4652, 52.49 ,,,
period1,sc01,t4653, 52.96 ,,,
period1,sc01,t4654, 50.53 ,,,
period1,sc01,t4655, 54.41 ,,,
period1,sc01,t4656, 49.99 ,,,
period1,sc01,t4657, 47.8 ,,,
period1,sc01,t4658, 45.63 ,,,
period1,sc01,t4659, 43 ,,,
period1,sc01,t4660, 44.57 ,,,
period1,sc01,t4661, 45.77 ,,,
period1,sc01,t4662, 45.63 ,,,
period1,sc01,t4663, 47.91 ,,,
period1,sc01,t4664, 48.34 ,,,
period1,sc01,t4665, 48.12 ,,,
period1,sc01,t4666, 48.48 ,,,
period1,sc01,t4667, 49.62 ,,,
period1,sc01,t4668, 50.3 ,,,
period1,sc01,t4669, 50 ,,,
period1,sc01,t4670, 48.36 ,,,
period1,sc01,t4671, 47.4 ,,,
period1,sc01,t4672, 45.63 ,,,
period1,sc01,t4673, 45.78 ,,,
period1,sc01,t4674, 47.4 ,,,
period1,sc01,t4675, 49.62 ,,,
period1,sc01,t4676, 55.82 ,,,
period1,sc01,t4677, 58.31 ,,,
period1,sc01,t4678, 55.5 ,,,
period1,sc01,t4679, 56.89 ,,,
period1,sc01,t4680, 49.96 ,,,
period1,sc01,t4681, 44 ,,,
period1,sc01,t4682, 43 ,,,
period1,sc01,t4683, 42.89 ,,,
period1,sc01,t4684, 46 ,,,
period1,sc01,t4685, 50.5 ,,,
period1,sc01,t4686, 52.44 ,,,
period1,sc01,t4687, 55.02 ,,,
period1,sc01,t4688, 55.17 ,,,
period1,sc01,t4689, 55 ,,,
period1,sc01,t4690, 55.9 ,,,
period1,sc01,t4691, 57.21 ,,,
period1,sc01,t4692, 57.31 ,,,
period1,sc01,t4693, 55.82 ,,,
period1,sc01,t4694, 54.49 ,,,
period1,sc01,t4695, 53.99 ,,,
period1,sc01,t4696, 54.3 ,,,
period1,sc01,t4697, 51.58 ,,,
period1,sc01,t4698, 51.95 ,,,
period1,sc01,t4699, 53.4 ,,,
period1,sc01,t4700, 56.24 ,,,
period1,sc01,t4701, 52.66 ,,,
period1,sc01,t4702, 51 ,,,
period1,sc01,t4703, 52.76 ,,,
period1,sc01,t4704, 48.29 ,,,
period1,sc01,t4705, 44.87 ,,,
period1,sc01,t4706, 43.59 ,,,
period1,sc01,t4707, 43.77 ,,,
period1,sc01,t4708, 45.17 ,,,
period1,sc01,t4709, 45.97 ,,,
period1,sc01,t4710, 50.03 ,,,
period1,sc01,t4711, 53 ,,,
period1,sc01,t4712, 55.51 ,,,
period1,sc01,t4713, 54.84 ,,,
period1,sc01,t4714, 55.32 ,,,
period1,sc01,t4715, 56.24 ,,,
period1,sc01,t4716, 57.25 ,,,
period1,sc01,t4717, 56.1 ,,,
period1,sc01,t4718, 54.49 ,,,
period1,sc01,t4719, 53.67 ,,,
period1,sc01,t4720, 53.66 ,,,
period1,sc01,t4721, 51.73 ,,,
period1,sc01,t4722, 52.64 ,,,
period1,sc01,t4723, 52 ,,,
period1,sc01,t4724, 53.03 ,,,
period1,sc01,t4725, 52.07 ,,,
period1,sc01,t4726, 50.04 ,,,
period1,sc01,t4727, 54.99 ,,,
period1,sc01,t4728, 49.84 ,,,
period1,sc01,t4729, 45.96 ,,,
period1,sc01,t4730, 45.63 ,,,
period1,sc01,t4731, 45.96 ,,,
period1,sc01,t4732, 48.58 ,,,
period1,sc01,t4733, 49.86 ,,,
period1,sc01,t4734, 49.98 ,,,
period1,sc01,t4735, 53.18 ,,,
period1,sc01,t4736, 54.49 ,,,
period1,sc01,t4737, 55 ,,,
period1,sc01,t4738, 55.68 ,,,
period1,sc01,t4739, 56.94 ,,,
period1,sc01,t4740, 57.31 ,,,
period1,sc01,t4741, 55.98 ,,,
period1,sc01,t4742, 54.49 ,,,
period1,sc01,t4743, 54.47 ,,,
period1,sc01,t4744, 54.49 ,,,
period1,sc01,t4745, 53.32 ,,,
period1,sc01,t4746, 54.01 ,,,
period1,sc01,t4747, 53.21 ,,,
period1,sc01,t4748, 54.53 ,,,
period1,sc01,t4749, 54 ,,,
period1,sc01,t4750, 52.29 ,,,
period1,sc01,t4751, 56 ,,,
period1,sc01,t4752, 51.72 ,,,
period1,sc01,t4753, 47.36 ,,,
period1,sc01,t4754, 45.96 ,,,
period1,sc01,t4755, 46 ,,,
period1,sc01,t4756, 47.4 ,,,
period1,sc01,t4757, 46.9 ,,,
period1,sc01,t4758, 50.36 ,,,
period1,sc01,t4759, 54 ,,,
period1,sc01,t4760, 55.57 ,,,
period1,sc01,t4761, 56.19 ,,,
period1,sc01,t4762, 57.01 ,,,
period1,sc01,t4763, 57.89 ,,,
period1,sc01,t4764, 58.39 ,,,
period1,sc01,t4765, 57.69 ,,,
period1,sc01,t4766, 57.24 ,,,
period1,sc01,t4767, 57.17 ,,,
period1,sc01,t4768, 57.17 ,,,
period1,sc01,t4769, 56.19 ,,,
period1,sc01,t4770, 56.19 ,,,
period1,sc01,t4771, 56.5 ,,,
period1,sc01,t4772, 57.05 ,,,
period1,sc01,t4773, 56.19 ,,,
period1,sc01,t4774, 52 ,,,
period1,sc01,t4775, 53.67 ,,,
period1,sc01,t4776, 49.75 ,,,
period1,sc01,t4777, 47.25 ,,,
period1,sc01,t4778, 47.07 ,,,
period1,sc01,t4779, 47.36 ,,,
period1,sc01,t4780, 49.88 ,,,
period1,sc01,t4781, 50.91 ,,,
period1,sc01,t4782, 52.35 ,,,
period1,sc01,t4783, 56.61 ,,,
period1,sc01,t4784, 57.08 ,,,
period1,sc01,t4785, 57.17 ,,,
period1,sc01,t4786, 57.01 ,,,
period1,sc01,t4787, 57.17 ,,,
period1,sc01,t4788, 57.05 ,,,
period1,sc01,t4789, 54.41 ,,,
period1,sc01,t4790, 52.14 ,,,
period1,sc01,t4791, 52.34 ,,,
period1,sc01,t4792, 51.81 ,,,
period1,sc01,t4793, 50.98 ,,,
period1,sc01,t4794, 52 ,,,
period1,sc01,t4795, 52.34 ,,,
period1,sc01,t4796, 52.07 ,,,
period1,sc01,t4797, 51.1 ,,,
period1,sc01,t4798, 49.61 ,,,
period1,sc01,t4799, 53 ,,,
period1,sc01,t4800, 51.51 ,,,
period1,sc01,t4801, 49.15 ,,,
period1,sc01,t4802, 47.07 ,,,
period1,sc01,t4803, 46.71 ,,,
period1,sc01,t4804, 48.89 ,,,
period1,sc01,t4805, 45.5 ,,,
period1,sc01,t4806, 45 ,,,
period1,sc01,t4807, 47.51 ,,,
period1,sc01,t4808, 53.07 ,,,
period1,sc01,t4809, 56.19 ,,,
period1,sc01,t4810, 56.19 ,,,
period1,sc01,t4811, 56.17 ,,,
period1,sc01,t4812, 56.94 ,,,
period1,sc01,t4813, 55.53 ,,,
period1,sc01,t4814, 52.77 ,,,
period1,sc01,t4815, 49.1 ,,,
period1,sc01,t4816, 47.51 ,,,
period1,sc01,t4817, 46.8 ,,,
period1,sc01,t4818, 47.01 ,,,
period1,sc01,t4819, 50.24 ,,,
period1,sc01,t4820, 51.78 ,,,
period1,sc01,t4821, 51.81 ,,,
period1,sc01,t4822, 48.8 ,,,
period1,sc01,t4823, 50.28 ,,,
period1,sc01,t4824, 45 ,,,
period1,sc01,t4825, 43 ,,,
period1,sc01,t4826, 44 ,,,
period1,sc01,t4827, 44.7 ,,,
period1,sc01,t4828, 45.5 ,,,
period1,sc01,t4829, 43.93 ,,,
period1,sc01,t4830, 45 ,,,
period1,sc01,t4831, 46.51 ,,,
period1,sc01,t4832, 48 ,,,
period1,sc01,t4833, 46.66 ,,,
period1,sc01,t4834, 48.1 ,,,
period1,sc01,t4835, 51.01 ,,,
period1,sc01,t4836, 54.31 ,,,
period1,sc01,t4837, 55.42 ,,,
period1,sc01,t4838, 53.01 ,,,
period1,sc01,t4839, 50.1 ,,,
period1,sc01,t4840, 48.87 ,,,
period1,sc01,t4841, 48 ,,,
period1,sc01,t4842, 49.5 ,,,
period1,sc01,t4843, 54.4 ,,,
period1,sc01,t4844, 56.51 ,,,
period1,sc01,t4845, 57.69 ,,,
period1,sc01,t4846, 53.75 ,,,
period1,sc01,t4847, 57.17 ,,,
period1,sc01,t4848, 54.17 ,,,
period1,sc01,t4849, 52 ,,,
period1,sc01,t4850, 52.07 ,,,
period1,sc01,t4851, 53.5 ,,,
period1,sc01,t4852, 56.19 ,,,
period1,sc01,t4853, 56.78 ,,,
period1,sc01,t4854, 57.69 ,,,
period1,sc01,t4855, 57.69 ,,,
period1,sc01,t4856, 57.69 ,,,
period1,sc01,t4857, 57.05 ,,,
period1,sc01,t4858, 56.19 ,,,
period1,sc01,t4859, 57 ,,,
period1,sc01,t4860, 57.05 ,,,
period1,sc01,t4861, 56.54 ,,,
period1,sc01,t4862, 57.08 ,,,
period1,sc01,t4863, 57.17 ,,,
period1,sc01,t4864, 57.17 ,,,
period1,sc01,t4865, 57.01 ,,,
period1,sc01,t4866, 56.54 ,,,
period1,sc01,t4867, 55.99 ,,,
period1,sc01,t4868, 56.19 ,,,
period1,sc01,t4869, 55.42 ,,,
period1,sc01,t4870, 55.67 ,,,
period1,sc01,t4871, 56.02 ,,,
period1,sc01,t4872, 53.25 ,,,
period1,sc01,t4873, 51.51 ,,,
period1,sc01,t4874, 50.77 ,,,
period1,sc01,t4875, 50.19 ,,,
period1,sc01,t4876, 51.5 ,,,
period1,sc01,t4877, 52.79 ,,,
period1,sc01,t4878, 53.93 ,,,
period1,sc01,t4879, 55.99 ,,,
period1,sc01,t4880, 55.57 ,,,
period1,sc01,t4881, 55.42 ,,,
period1,sc01,t4882, 55.1 ,,,
period1,sc01,t4883, 55.4 ,,,
period1,sc01,t4884, 55.4 ,,,
period1,sc01,t4885, 54 ,,,
period1,sc01,t4886, 55.4 ,,,
period1,sc01,t4887, 55.42 ,,,
period1,sc01,t4888, 56.25 ,,,
period1,sc01,t4889, 57.71 ,,,
period1,sc01,t4890, 58.98 ,,,
period1,sc01,t4891, 57.43 ,,,
period1,sc01,t4892, 57.71 ,,,
period1,sc01,t4893, 57.85 ,,,
period1,sc01,t4894, 57.1 ,,,
period1,sc01,t4895, 55.21 ,,,
period1,sc01,t4896, 53.19 ,,,
period1,sc01,t4897, 51.86 ,,,
period1,sc01,t4898, 51.68 ,,,
period1,sc01,t4899, 51.98 ,,,
period1,sc01,t4900, 53.2 ,,,
period1,sc01,t4901, 53.23 ,,,
period1,sc01,t4902, 54.2 ,,,
period1,sc01,t4903, 57.35 ,,,
period1,sc01,t4904, 57.79 ,,,
period1,sc01,t4905, 57.71 ,,,
period1,sc01,t4906, 58.11 ,,,
period1,sc01,t4907, 57.99 ,,,
period1,sc01,t4908, 57.24 ,,,
period1,sc01,t4909, 56.46 ,,,
period1,sc01,t4910, 54.93 ,,,
period1,sc01,t4911, 54.88 ,,,
period1,sc01,t4912, 57.75 ,,,
period1,sc01,t4913, 58.25 ,,,
period1,sc01,t4914, 58.37 ,,,
period1,sc01,t4915, 58.73 ,,,
period1,sc01,t4916, 58.98 ,,,
period1,sc01,t4917, 57.81 ,,,
period1,sc01,t4918, 53.04 ,,,
period1,sc01,t4919, 50.68 ,,,
period1,sc01,t4920, 52.06 ,,,
period1,sc01,t4921, 48 ,,,
period1,sc01,t4922, 45.71 ,,,
period1,sc01,t4923, 45 ,,,
period1,sc01,t4924, 47.5 ,,,
period1,sc01,t4925, 51.68 ,,,
period1,sc01,t4926, 56.99 ,,,
period1,sc01,t4927, 55.25 ,,,
period1,sc01,t4928, 56.7 ,,,
period1,sc01,t4929, 54.94 ,,,
period1,sc01,t4930, 53.84 ,,,
period1,sc01,t4931, 56.46 ,,,
period1,sc01,t4932, 57.08 ,,,
period1,sc01,t4933, 54.94 ,,,
period1,sc01,t4934, 53.84 ,,,
period1,sc01,t4935, 53.96 ,,,
period1,sc01,t4936, 56.85 ,,,
period1,sc01,t4937, 58.11 ,,,
period1,sc01,t4938, 58.37 ,,,
period1,sc01,t4939, 58.52 ,,,
period1,sc01,t4940, 56.75 ,,,
period1,sc01,t4941, 55.5 ,,,
period1,sc01,t4942, 49.41 ,,,
period1,sc01,t4943, 54.91 ,,,
period1,sc01,t4944, 51.25 ,,,
period1,sc01,t4945, 47.07 ,,,
period1,sc01,t4946, 45.2 ,,,
period1,sc01,t4947, 45.55 ,,,
period1,sc01,t4948, 48.01 ,,,
period1,sc01,t4949, 50.2 ,,,
period1,sc01,t4950, 49.66 ,,,
period1,sc01,t4951, 54.18 ,,,
period1,sc01,t4952, 56.07 ,,,
period1,sc01,t4953, 56.06 ,,,
period1,sc01,t4954, 56.06 ,,,
period1,sc01,t4955, 56.46 ,,,
period1,sc01,t4956, 56.99 ,,,
period1,sc01,t4957, 55.21 ,,,
period1,sc01,t4958, 52.29 ,,,
period1,sc01,t4959, 51.49 ,,,
period1,sc01,t4960, 51 ,,,
period1,sc01,t4961, 52.07 ,,,
period1,sc01,t4962, 53.62 ,,,
period1,sc01,t4963, 52.06 ,,,
period1,sc01,t4964, 51.8 ,,,
period1,sc01,t4965, 56.06 ,,,
period1,sc01,t4966, 52.77 ,,,
period1,sc01,t4967, 52.06 ,,,
period1,sc01,t4968, 50.04 ,,,
period1,sc01,t4969, 48 ,,,
period1,sc01,t4970, 48.44 ,,,
period1,sc01,t4971, 46.85 ,,,
period1,sc01,t4972, 46 ,,,
period1,sc01,t4973, 43.5 ,,,
period1,sc01,t4974, 42.21 ,,,
period1,sc01,t4975, 44.95 ,,,
period1,sc01,t4976, 48.9 ,,,
period1,sc01,t4977, 49.28 ,,,
period1,sc01,t4978, 49.95 ,,,
period1,sc01,t4979, 50 ,,,
period1,sc01,t4980, 49.48 ,,,
period1,sc01,t4981, 45.27 ,,,
period1,sc01,t4982, 41.81 ,,,
period1,sc01,t4983, 40.64 ,,,
period1,sc01,t4984, 40.5 ,,,
period1,sc01,t4985, 40.64 ,,,
period1,sc01,t4986, 41.05 ,,,
period1,sc01,t4987, 42.82 ,,,
period1,sc01,t4988, 45.78 ,,,
period1,sc01,t4989, 49.49 ,,,
period1,sc01,t4990, 44.94 ,,,
period1,sc01,t4991, 48.14 ,,,
period1,sc01,t4992, 43.73 ,,,
period1,sc01,t4993, 41 ,,,
period1,sc01,t4994, 40.6 ,,,
period1,sc01,t4995, 40.6 ,,,
period1,sc01,t4996, 40.6 ,,,
period1,sc01,t4997, 40.25 ,,,
period1,sc01,t4998, 40.05 ,,,
period1,sc01,t4999, 42.21 ,,,
period1,sc01,t5000, 45.25 ,,,
period1,sc01,t5001, 43.02 ,,,
period1,sc01,t5002, 44.01 ,,,
period1,sc01,t5003, 45.27 ,,,
period1,sc01,t5004, 48.07 ,,,
period1,sc01,t5005, 47.62 ,,,
period1,sc01,t5006, 44.79 ,,,
period1,sc01,t5007, 43 ,,,
period1,sc01,t5008, 42.92 ,,,
period1,sc01,t5009, 42.7 ,,,
period1,sc01,t5010, 46.42 ,,,
period1,sc01,t5011, 53.59 ,,,
period1,sc01,t5012, 57.05 ,,,
period1,sc01,t5013, 58.25 ,,,
period1,sc01,t5014, 55.09 ,,,
period1,sc01,t5015, 54.3 ,,,
period1,sc01,t5016, 47 ,,,
period1,sc01,t5017, 40.81 ,,,
period1,sc01,t5018, 40.25 ,,,
period1,sc01,t5019, 40.05 ,,,
period1,sc01,t5020, 40.6 ,,,
period1,sc01,t5021, 43.24 ,,,
period1,sc01,t5022, 44.94 ,,,
period1,sc01,t5023, 51.18 ,,,
period1,sc01,t5024, 56.28 ,,,
period1,sc01,t5025, 54.48 ,,,
period1,sc01,t5026, 54.19 ,,,
period1,sc01,t5027, 55.69 ,,,
period1,sc01,t5028, 55 ,,,
period1,sc01,t5029, 51.24 ,,,
period1,sc01,t5030, 47.49 ,,,
period1,sc01,t5031, 46.97 ,,,
period1,sc01,t5032, 46.21 ,,,
period1,sc01,t5033, 46.97 ,,,
period1,sc01,t5034, 47.23 ,,,
period1,sc01,t5035, 46.07 ,,,
period1,sc01,t5036, 46.99 ,,,
period1,sc01,t5037, 49.38 ,,,
period1,sc01,t5038, 44.64 ,,,
period1,sc01,t5039, 44.61 ,,,
period1,sc01,t5040, 40.25 ,,,
period1,sc01,t5041, 39.4 ,,,
period1,sc01,t5042, 39.1 ,,,
period1,sc01,t5043, 39.2 ,,,
period1,sc01,t5044, 39.5 ,,,
period1,sc01,t5045, 40.6 ,,,
period1,sc01,t5046, 45.12 ,,,
period1,sc01,t5047, 48.68 ,,,
period1,sc01,t5048, 51.19 ,,,
period1,sc01,t5049, 50.17 ,,,
period1,sc01,t5050, 51.42 ,,,
period1,sc01,t5051, 54.18 ,,,
period1,sc01,t5052, 55.2 ,,,
period1,sc01,t5053, 54.26 ,,,
period1,sc01,t5054, 54.07 ,,,
period1,sc01,t5055, 53.43 ,,,
period1,sc01,t5056, 52.76 ,,,
period1,sc01,t5057, 51.19 ,,,
period1,sc01,t5058, 49.18 ,,,
period1,sc01,t5059, 50.01 ,,,
period1,sc01,t5060, 50.85 ,,,
period1,sc01,t5061, 51.42 ,,,
period1,sc01,t5062, 47 ,,,
period1,sc01,t5063, 50.17 ,,,
period1,sc01,t5064, 42.68 ,,,
period1,sc01,t5065, 40 ,,,
period1,sc01,t5066, 39.5 ,,,
period1,sc01,t5067, 39.4 ,,,
period1,sc01,t5068, 39.4 ,,,
period1,sc01,t5069, 40.16 ,,,
period1,sc01,t5070, 43.22 ,,,
period1,sc01,t5071, 48.79 ,,,
period1,sc01,t5072, 51 ,,,
