Period,Scenario,LoadLevel,Node,Component,Date,tH2
period1,sc01,t0001,Node1,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,Electrolyzer,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,H2ESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,Electrolyzer,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,H2ESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,Electrolyzer,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,H2ESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,HNS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,HydrogenDemand,2024-09-16 12:29:00,-0.0
period1,sc01,t0001,Node1,HydrogenBuy,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,HydrogenSell,2024-09-16 12:29:00,-0.0
period1,sc01,t0001,Node1,HydrogenFlowOut,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node1,HydrogenFlowIn,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,Electrolyzer,2024-09-16 12:29:00,0.14012792459182125
period1,sc01,t0001,Node2,H2ESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,Electrolyzer,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,H2ESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,Electrolyzer,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,H2ESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,HNS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,HydrogenDemand,2024-09-16 12:29:00,-0.0
period1,sc01,t0001,Node2,HydrogenBuy,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node2,HydrogenSell,2024-09-16 12:29:00,-0.0
period1,sc01,t0001,Node2,HydrogenFlowOut,2024-09-16 12:29:00,-0.14012792459182125
period1,sc01,t0001,Node2,HydrogenFlowIn,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,Electrolyzer,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,H2ESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,Electrolyzer,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,H2ESS,2024-09-16 12:29:00,-0.10012792459182134
period1,sc01,t0001,Node3,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,Electrolyzer,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,H2ESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,HNS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,HydrogenDemand,2024-09-16 12:29:00,-0.0
period1,sc01,t0001,Node3,HydrogenBuy,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node3,HydrogenSell,2024-09-16 12:29:00,-0.0
period1,sc01,t0001,Node3,HydrogenFlowOut,2024-09-16 12:29:00,-0.039999999999999904
period1,sc01,t0001,Node3,HydrogenFlowIn,2024-09-16 12:29:00,0.14012792459182125
period1,sc01,t0001,Node4,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,Electrolyzer,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,H2ESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,Electrolyzer,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,H2ESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,BESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,Electrolyzer,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,H2ESS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,Wind,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,HNS,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,HydrogenDemand,2024-09-16 12:29:00,-0.039999999999999904
period1,sc01,t0001,Node4,HydrogenBuy,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,HydrogenSell,2024-09-16 12:29:00,-0.0
period1,sc01,t0001,Node4,HydrogenFlowOut,2024-09-16 12:29:00,0.0
period1,sc01,t0001,Node4,HydrogenFlowIn,2024-09-16 12:29:00,0.039999999999999904
period1,sc01,t0002,Node1,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,Electrolyzer,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,H2ESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,Electrolyzer,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,H2ESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,Electrolyzer,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,H2ESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,HNS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,HydrogenDemand,2024-09-16 13:29:00,-0.0
period1,sc01,t0002,Node1,HydrogenBuy,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,HydrogenSell,2024-09-16 13:29:00,-0.0
period1,sc01,t0002,Node1,HydrogenFlowOut,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node1,HydrogenFlowIn,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,Electrolyzer,2024-09-16 13:29:00,0.14012792459182102
period1,sc01,t0002,Node2,H2ESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,Electrolyzer,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,H2ESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,Electrolyzer,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,H2ESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,HNS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,HydrogenDemand,2024-09-16 13:29:00,-0.0
period1,sc01,t0002,Node2,HydrogenBuy,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node2,HydrogenSell,2024-09-16 13:29:00,-0.0
period1,sc01,t0002,Node2,HydrogenFlowOut,2024-09-16 13:29:00,-0.14012792459182102
period1,sc01,t0002,Node2,HydrogenFlowIn,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,Electrolyzer,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,H2ESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,Electrolyzer,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,H2ESS,2024-09-16 13:29:00,-0.010127924591822018
period1,sc01,t0002,Node3,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,Electrolyzer,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,H2ESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,HNS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,HydrogenDemand,2024-09-16 13:29:00,-0.0
period1,sc01,t0002,Node3,HydrogenBuy,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node3,HydrogenSell,2024-09-16 13:29:00,-0.0
period1,sc01,t0002,Node3,HydrogenFlowOut,2024-09-16 13:29:00,-0.129999999999999
period1,sc01,t0002,Node3,HydrogenFlowIn,2024-09-16 13:29:00,0.14012792459182102
period1,sc01,t0002,Node4,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,Electrolyzer,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,H2ESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,Electrolyzer,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,H2ESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,BESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,Electrolyzer,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,H2ESS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,Wind,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,HNS,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,HydrogenDemand,2024-09-16 13:29:00,-0.129999999999999
period1,sc01,t0002,Node4,HydrogenBuy,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,HydrogenSell,2024-09-16 13:29:00,-0.0
period1,sc01,t0002,Node4,HydrogenFlowOut,2024-09-16 13:29:00,0.0
period1,sc01,t0002,Node4,HydrogenFlowIn,2024-09-16 13:29:00,0.129999999999999
period1,sc01,t0003,Node1,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,Electrolyzer,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,H2ESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,Electrolyzer,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,H2ESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,Electrolyzer,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,H2ESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,HNS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,HydrogenDemand,2024-09-16 14:29:00,-0.0
period1,sc01,t0003,Node1,HydrogenBuy,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,HydrogenSell,2024-09-16 14:29:00,-0.0
period1,sc01,t0003,Node1,HydrogenFlowOut,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node1,HydrogenFlowIn,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,Electrolyzer,2024-09-16 14:29:00,0.14012792459182044
period1,sc01,t0003,Node2,H2ESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,Electrolyzer,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,H2ESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,Electrolyzer,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,H2ESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,HNS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,HydrogenDemand,2024-09-16 14:29:00,-0.0
period1,sc01,t0003,Node2,HydrogenBuy,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node2,HydrogenSell,2024-09-16 14:29:00,-0.0
period1,sc01,t0003,Node2,HydrogenFlowOut,2024-09-16 14:29:00,-0.14012792459182044
period1,sc01,t0003,Node2,HydrogenFlowIn,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,Electrolyzer,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,H2ESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,Electrolyzer,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,H2ESS,2024-09-16 14:29:00,-0.10012792459182054
period1,sc01,t0003,Node3,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,Electrolyzer,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,H2ESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,HNS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,HydrogenDemand,2024-09-16 14:29:00,-0.0
period1,sc01,t0003,Node3,HydrogenBuy,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node3,HydrogenSell,2024-09-16 14:29:00,-0.0
period1,sc01,t0003,Node3,HydrogenFlowOut,2024-09-16 14:29:00,-0.039999999999999904
period1,sc01,t0003,Node3,HydrogenFlowIn,2024-09-16 14:29:00,0.14012792459182044
period1,sc01,t0003,Node4,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,Electrolyzer,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,H2ESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,Electrolyzer,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,H2ESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,BESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,Electrolyzer,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,H2ESS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,Wind,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,HNS,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,HydrogenDemand,2024-09-16 14:29:00,-0.039999999999999904
period1,sc01,t0003,Node4,HydrogenBuy,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,HydrogenSell,2024-09-16 14:29:00,-0.0
period1,sc01,t0003,Node4,HydrogenFlowOut,2024-09-16 14:29:00,0.0
period1,sc01,t0003,Node4,HydrogenFlowIn,2024-09-16 14:29:00,0.039999999999999904
period1,sc01,t0004,Node1,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,Electrolyzer,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,H2ESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,Electrolyzer,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,H2ESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,Electrolyzer,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,H2ESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,HNS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,HydrogenDemand,2024-09-16 15:29:00,-0.0
period1,sc01,t0004,Node1,HydrogenBuy,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,HydrogenSell,2024-09-16 15:29:00,-0.0
period1,sc01,t0004,Node1,HydrogenFlowOut,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node1,HydrogenFlowIn,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,Electrolyzer,2024-09-16 15:29:00,0.1401279245918206
period1,sc01,t0004,Node2,H2ESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,Electrolyzer,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,H2ESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,Electrolyzer,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,H2ESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,HNS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,HydrogenDemand,2024-09-16 15:29:00,-0.0
period1,sc01,t0004,Node2,HydrogenBuy,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node2,HydrogenSell,2024-09-16 15:29:00,-0.0
period1,sc01,t0004,Node2,HydrogenFlowOut,2024-09-16 15:29:00,-0.1401279245918206
period1,sc01,t0004,Node2,HydrogenFlowIn,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,Electrolyzer,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,H2ESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,Electrolyzer,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,H2ESS,2024-09-16 15:29:00,-0.010127924591821602
period1,sc01,t0004,Node3,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,Electrolyzer,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,H2ESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,HNS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,HydrogenDemand,2024-09-16 15:29:00,-0.0
period1,sc01,t0004,Node3,HydrogenBuy,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node3,HydrogenSell,2024-09-16 15:29:00,-0.0
period1,sc01,t0004,Node3,HydrogenFlowOut,2024-09-16 15:29:00,-0.129999999999999
period1,sc01,t0004,Node3,HydrogenFlowIn,2024-09-16 15:29:00,0.1401279245918206
period1,sc01,t0004,Node4,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,Electrolyzer,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,H2ESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,Electrolyzer,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,H2ESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,BESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,Electrolyzer,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,H2ESS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,Wind,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,HNS,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,HydrogenDemand,2024-09-16 15:29:00,-0.129999999999999
period1,sc01,t0004,Node4,HydrogenBuy,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,HydrogenSell,2024-09-16 15:29:00,-0.0
period1,sc01,t0004,Node4,HydrogenFlowOut,2024-09-16 15:29:00,0.0
period1,sc01,t0004,Node4,HydrogenFlowIn,2024-09-16 15:29:00,0.129999999999999
period1,sc01,t0005,Node1,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,Electrolyzer,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,H2ESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,Electrolyzer,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,H2ESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,Electrolyzer,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,H2ESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,HNS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,HydrogenDemand,2024-09-16 16:29:00,-0.0
period1,sc01,t0005,Node1,HydrogenBuy,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,HydrogenSell,2024-09-16 16:29:00,-0.0
period1,sc01,t0005,Node1,HydrogenFlowOut,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node1,HydrogenFlowIn,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,Electrolyzer,2024-09-16 16:29:00,0.1401279245918204
period1,sc01,t0005,Node2,H2ESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,Electrolyzer,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,H2ESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,Electrolyzer,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,H2ESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,HNS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,HydrogenDemand,2024-09-16 16:29:00,-0.0
period1,sc01,t0005,Node2,HydrogenBuy,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node2,HydrogenSell,2024-09-16 16:29:00,-0.0
period1,sc01,t0005,Node2,HydrogenFlowOut,2024-09-16 16:29:00,-0.1401279245918204
period1,sc01,t0005,Node2,HydrogenFlowIn,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,Electrolyzer,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,H2ESS,2024-09-16 16:29:00,0.07987207540817959
period1,sc01,t0005,Node3,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,Electrolyzer,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,H2ESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,Electrolyzer,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,H2ESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,HNS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,HydrogenDemand,2024-09-16 16:29:00,-0.0
period1,sc01,t0005,Node3,HydrogenBuy,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node3,HydrogenSell,2024-09-16 16:29:00,-0.0
period1,sc01,t0005,Node3,HydrogenFlowOut,2024-09-16 16:29:00,-0.22
period1,sc01,t0005,Node3,HydrogenFlowIn,2024-09-16 16:29:00,0.1401279245918204
period1,sc01,t0005,Node4,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,Electrolyzer,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,H2ESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,Electrolyzer,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,H2ESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,BESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,Electrolyzer,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,H2ESS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,Wind,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,HNS,2024-09-16 16:29:00,0.0
period1,sc01,t0005,Node4,HydrogenDemand,2024-09-16 16:29:00,-0.22
period1,sc01,t0005,Node4,HydrogenBuy,2024-09-16 16:29:00,0.0
