Period,Scenario,LoadLevel,Node,Component,Date,tH2
period1,sc01,t0034,Node2,H2ESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,Wind,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,BESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,Electrolyzer,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,H2ESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,Wind,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,BESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,Electrolyzer,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,H2ESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,Wind,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,HNS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,HydrogenDemand,2024-09-17 21:29:00,-0.0
period1,sc01,t0034,Node2,HydrogenBuy,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node2,HydrogenSell,2024-09-17 21:29:00,-0.0
period1,sc01,t0034,Node2,HydrogenFlowOut,2024-09-17 21:29:00,-0.14012792459181972
period1,sc01,t0034,Node2,HydrogenFlowIn,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,BESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,Electrolyzer,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,H2ESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,Wind,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,BESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,Electrolyzer,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,H2ESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,Wind,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,BESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,Electrolyzer,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,H2ESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,Wind,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,HNS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,HydrogenDemand,2024-09-17 21:29:00,-0.0
period1,sc01,t0034,Node3,HydrogenBuy,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node3,HydrogenSell,2024-09-17 21:29:00,-0.0
period1,sc01,t0034,Node3,HydrogenFlowOut,2024-09-17 21:29:00,-0.14012792459181972
period1,sc01,t0034,Node3,HydrogenFlowIn,2024-09-17 21:29:00,0.14012792459181972
period1,sc01,t0034,Node4,BESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,Electrolyzer,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,H2ESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,Wind,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,BESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,Electrolyzer,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,H2ESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,Wind,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,BESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,Electrolyzer,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,H2ESS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,Wind,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,HNS,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,HydrogenDemand,2024-09-17 21:29:00,-0.14012792459181972
period1,sc01,t0034,Node4,HydrogenBuy,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,HydrogenSell,2024-09-17 21:29:00,-0.0
period1,sc01,t0034,Node4,HydrogenFlowOut,2024-09-17 21:29:00,0.0
period1,sc01,t0034,Node4,HydrogenFlowIn,2024-09-17 21:29:00,0.14012792459181972
period1,sc01,t0035,Node1,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,Electrolyzer,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,Electrolyzer,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,Electrolyzer,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,HNS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,HydrogenDemand,2024-09-17 22:29:00,-0.0
period1,sc01,t0035,Node1,HydrogenBuy,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,HydrogenSell,2024-09-17 22:29:00,-0.0
period1,sc01,t0035,Node1,HydrogenFlowOut,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node1,HydrogenFlowIn,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,Electrolyzer,2024-09-17 22:29:00,0.14012792459181972
period1,sc01,t0035,Node2,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,Electrolyzer,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,Electrolyzer,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,HNS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,HydrogenDemand,2024-09-17 22:29:00,-0.0
period1,sc01,t0035,Node2,HydrogenBuy,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node2,HydrogenSell,2024-09-17 22:29:00,-0.0
period1,sc01,t0035,Node2,HydrogenFlowOut,2024-09-17 22:29:00,-0.14012792459181972
period1,sc01,t0035,Node2,HydrogenFlowIn,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,Electrolyzer,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,Electrolyzer,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,Electrolyzer,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,HNS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,HydrogenDemand,2024-09-17 22:29:00,-0.0
period1,sc01,t0035,Node3,HydrogenBuy,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node3,HydrogenSell,2024-09-17 22:29:00,-0.0
period1,sc01,t0035,Node3,HydrogenFlowOut,2024-09-17 22:29:00,-0.14012792459181972
period1,sc01,t0035,Node3,HydrogenFlowIn,2024-09-17 22:29:00,0.14012792459181972
period1,sc01,t0035,Node4,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,Electrolyzer,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,Electrolyzer,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,BESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,Electrolyzer,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,H2ESS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,Wind,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,HNS,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,HydrogenDemand,2024-09-17 22:29:00,-0.14012792459181972
period1,sc01,t0035,Node4,HydrogenBuy,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,HydrogenSell,2024-09-17 22:29:00,-0.0
period1,sc01,t0035,Node4,HydrogenFlowOut,2024-09-17 22:29:00,0.0
period1,sc01,t0035,Node4,HydrogenFlowIn,2024-09-17 22:29:00,0.14012792459181972
period1,sc01,t0036,Node1,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,Electrolyzer,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,Electrolyzer,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,Electrolyzer,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,HNS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,HydrogenDemand,2024-09-17 23:29:00,-0.0
period1,sc01,t0036,Node1,HydrogenBuy,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,HydrogenSell,2024-09-17 23:29:00,-0.0
period1,sc01,t0036,Node1,HydrogenFlowOut,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node1,HydrogenFlowIn,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,Electrolyzer,2024-09-17 23:29:00,0.14012792459181972
period1,sc01,t0036,Node2,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,Electrolyzer,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,Electrolyzer,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,HNS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,HydrogenDemand,2024-09-17 23:29:00,-0.0
period1,sc01,t0036,Node2,HydrogenBuy,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node2,HydrogenSell,2024-09-17 23:29:00,-0.0
period1,sc01,t0036,Node2,HydrogenFlowOut,2024-09-17 23:29:00,-0.14012792459181972
period1,sc01,t0036,Node2,HydrogenFlowIn,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,Electrolyzer,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,Electrolyzer,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,Electrolyzer,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,HNS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,HydrogenDemand,2024-09-17 23:29:00,-0.0
period1,sc01,t0036,Node3,HydrogenBuy,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node3,HydrogenSell,2024-09-17 23:29:00,-0.0
period1,sc01,t0036,Node3,HydrogenFlowOut,2024-09-17 23:29:00,-0.14012792459181972
period1,sc01,t0036,Node3,HydrogenFlowIn,2024-09-17 23:29:00,0.14012792459181972
period1,sc01,t0036,Node4,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,Electrolyzer,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,Electrolyzer,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,BESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,Electrolyzer,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,H2ESS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,Wind,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,HNS,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,HydrogenDemand,2024-09-17 23:29:00,-0.14012792459181972
period1,sc01,t0036,Node4,HydrogenBuy,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,HydrogenSell,2024-09-17 23:29:00,-0.0
period1,sc01,t0036,Node4,HydrogenFlowOut,2024-09-17 23:29:00,0.0
period1,sc01,t0036,Node4,HydrogenFlowIn,2024-09-17 23:29:00,0.14012792459181972
period1,sc01,t0037,Node1,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,Electrolyzer,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,Electrolyzer,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,Electrolyzer,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,HNS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,HydrogenDemand,2024-09-18 00:29:00,-0.0
period1,sc01,t0037,Node1,HydrogenBuy,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,HydrogenSell,2024-09-18 00:29:00,-0.0
period1,sc01,t0037,Node1,HydrogenFlowOut,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node1,HydrogenFlowIn,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,Electrolyzer,2024-09-18 00:29:00,0.14012792459181972
period1,sc01,t0037,Node2,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,Electrolyzer,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,Electrolyzer,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,HNS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,HydrogenDemand,2024-09-18 00:29:00,-0.0
period1,sc01,t0037,Node2,HydrogenBuy,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node2,HydrogenSell,2024-09-18 00:29:00,-0.0
period1,sc01,t0037,Node2,HydrogenFlowOut,2024-09-18 00:29:00,-0.14012792459181972
period1,sc01,t0037,Node2,HydrogenFlowIn,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,Electrolyzer,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,Electrolyzer,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,Electrolyzer,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,HNS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,HydrogenDemand,2024-09-18 00:29:00,-0.0
period1,sc01,t0037,Node3,HydrogenBuy,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node3,HydrogenSell,2024-09-18 00:29:00,-0.0
period1,sc01,t0037,Node3,HydrogenFlowOut,2024-09-18 00:29:00,-0.14012792459181972
period1,sc01,t0037,Node3,HydrogenFlowIn,2024-09-18 00:29:00,0.14012792459181972
period1,sc01,t0037,Node4,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,Electrolyzer,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,Electrolyzer,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,BESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,Electrolyzer,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,H2ESS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,Wind,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,HNS,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,HydrogenDemand,2024-09-18 00:29:00,-0.14012792459181972
period1,sc01,t0037,Node4,HydrogenBuy,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,HydrogenSell,2024-09-18 00:29:00,-0.0
period1,sc01,t0037,Node4,HydrogenFlowOut,2024-09-18 00:29:00,0.0
period1,sc01,t0037,Node4,HydrogenFlowIn,2024-09-18 00:29:00,0.14012792459181972
period1,sc01,t0038,Node1,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,Electrolyzer,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,Electrolyzer,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,Electrolyzer,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,HNS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,HydrogenDemand,2024-09-18 01:29:00,-0.0
period1,sc01,t0038,Node1,HydrogenBuy,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,HydrogenSell,2024-09-18 01:29:00,-0.0
period1,sc01,t0038,Node1,HydrogenFlowOut,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node1,HydrogenFlowIn,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,Electrolyzer,2024-09-18 01:29:00,0.14012792459181972
period1,sc01,t0038,Node2,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,Electrolyzer,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,Electrolyzer,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,HNS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,HydrogenDemand,2024-09-18 01:29:00,-0.0
period1,sc01,t0038,Node2,HydrogenBuy,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node2,HydrogenSell,2024-09-18 01:29:00,-0.0
period1,sc01,t0038,Node2,HydrogenFlowOut,2024-09-18 01:29:00,-0.14012792459181972
period1,sc01,t0038,Node2,HydrogenFlowIn,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,Electrolyzer,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,Electrolyzer,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,Electrolyzer,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,HNS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,HydrogenDemand,2024-09-18 01:29:00,-0.0
period1,sc01,t0038,Node3,HydrogenBuy,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node3,HydrogenSell,2024-09-18 01:29:00,-0.0
period1,sc01,t0038,Node3,HydrogenFlowOut,2024-09-18 01:29:00,-0.14012792459181972
period1,sc01,t0038,Node3,HydrogenFlowIn,2024-09-18 01:29:00,0.14012792459181972
period1,sc01,t0038,Node4,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,Electrolyzer,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,Electrolyzer,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,BESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,Electrolyzer,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,H2ESS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,Wind,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,HNS,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,HydrogenDemand,2024-09-18 01:29:00,-0.14012792459181972
period1,sc01,t0038,Node4,HydrogenBuy,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,HydrogenSell,2024-09-18 01:29:00,-0.0
period1,sc01,t0038,Node4,HydrogenFlowOut,2024-09-18 01:29:00,0.0
period1,sc01,t0038,Node4,HydrogenFlowIn,2024-09-18 01:29:00,0.14012792459181972
period1,sc01,t0039,Node1,BESS,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,Electrolyzer,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,H2ESS,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,Wind,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,BESS,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,Electrolyzer,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,H2ESS,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,Wind,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,BESS,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,Electrolyzer,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,H2ESS,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,Wind,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,HNS,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,HydrogenDemand,2024-09-18 02:29:00,-0.0
period1,sc01,t0039,Node1,HydrogenBuy,2024-09-18 02:29:00,0.0
period1,sc01,t0039,Node1,HydrogenSell,2024-09-18 02:29:00,-0.0
period1,sc01,t0039,Node1,HydrogenFlowOut,2024-09-18 02:29:00,0.0
