,,,Node1,Node2,Node3,Node4
period1,sc01,t2376,, 2.5 , 2.5 ,
period1,sc01,t2377,, 2.5 , 2.5 ,
period1,sc01,t2378,, 2.5 , 2.5 ,
period1,sc01,t2379,, 2.5 , 2.5 ,
period1,sc01,t2380,, 2.5 , 2.5 ,
period1,sc01,t2381,, 2.5 , 2.5 ,
period1,sc01,t2382,, 2.5 , 2.5 ,
period1,sc01,t2383,, 2.5 , 2.5 ,
period1,sc01,t2384,, 2.5 , 2.5 ,
period1,sc01,t2385,, 2.5 , 2.5 ,
period1,sc01,t2386,, 2.5 , 2.5 ,
period1,sc01,t2387,, 2.5 , 2.5 ,
period1,sc01,t2388,, 2.5 , 2.5 ,
period1,sc01,t2389,, 2.5 , 2.5 ,
period1,sc01,t2390,, 2.5 , 2.5 ,
period1,sc01,t2391,, 2.5 , 2.5 ,
period1,sc01,t2392,, 2.5 , 2.5 ,
period1,sc01,t2393,, 2.5 , 2.5 ,
period1,sc01,t2394,, 2.5 , 2.5 ,
period1,sc01,t2395,, 2.5 , 2.5 ,
period1,sc01,t2396,, 2.5 , 2.5 ,
period1,sc01,t2397,, 2.5 , 2.5 ,
period1,sc01,t2398,, 2.5 , 2.5 ,
period1,sc01,t2399,, 2.5 , 2.5 ,
period1,sc01,t2400,, 2.5 , 2.5 ,
period1,sc01,t2401,, 2.5 , 2.5 ,
period1,sc01,t2402,, 2.5 , 2.5 ,
period1,sc01,t2403,, 2.5 , 2.5 ,
period1,sc01,t2404,, 2.5 , 2.5 ,
period1,sc01,t2405,, 2.5 , 2.5 ,
period1,sc01,t2406,, 2.5 , 2.5 ,
period1,sc01,t2407,, 2.5 , 2.5 ,
period1,sc01,t2408,, 2.5 , 2.5 ,
period1,sc01,t2409,, 2.5 , 2.5 ,
period1,sc01,t2410,, 2.5 , 2.5 ,
period1,sc01,t2411,, 2.5 , 2.5 ,
period1,sc01,t2412,, 2.5 , 2.5 ,
period1,sc01,t2413,, 2.5 , 2.5 ,
period1,sc01,t2414,, 2.5 , 2.5 ,
period1,sc01,t2415,, 2.5 , 2.5 ,
period1,sc01,t2416,, 2.5 , 2.5 ,
period1,sc01,t2417,, 2.5 , 2.5 ,
period1,sc01,t2418,, 2.5 , 2.5 ,
period1,sc01,t2419,, 2.5 , 2.5 ,
period1,sc01,t2420,, 2.5 , 2.5 ,
period1,sc01,t2421,, 2.5 , 2.5 ,
period1,sc01,t2422,, 2.5 , 2.5 ,
period1,sc01,t2423,, 2.5 , 2.5 ,
period1,sc01,t2424,, 2.5 , 2.5 ,
period1,sc01,t2425,, 2.5 , 2.5 ,
period1,sc01,t2426,, 2.5 , 2.5 ,
period1,sc01,t2427,, 2.5 , 2.5 ,
period1,sc01,t2428,, 2.5 , 2.5 ,
period1,sc01,t2429,, 2.5 , 2.5 ,
period1,sc01,t2430,, 2.5 , 2.5 ,
period1,sc01,t2431,, 2.5 , 2.5 ,
period1,sc01,t2432,, 2.5 , 2.5 ,
period1,sc01,t2433,, 2.5 , 2.5 ,
period1,sc01,t2434,, 2.5 , 2.5 ,
period1,sc01,t2435,, 2.5 , 2.5 ,
period1,sc01,t2436,, 2.5 , 2.5 ,
period1,sc01,t2437,, 2.5 , 2.5 ,
period1,sc01,t2438,, 2.5 , 2.5 ,
period1,sc01,t2439,, 2.5 , 2.5 ,
period1,sc01,t2440,, 2.5 , 2.5 ,
period1,sc01,t2441,, 2.5 , 2.5 ,
period1,sc01,t2442,, 2.5 , 2.5 ,
period1,sc01,t2443,, 2.5 , 2.5 ,
period1,sc01,t2444,, 2.5 , 2.5 ,
period1,sc01,t2445,, 2.5 , 2.5 ,
period1,sc01,t2446,, 2.5 , 2.5 ,
period1,sc01,t2447,, 2.5 , 2.5 ,
period1,sc01,t2448,, 2.5 , 2.5 ,
period1,sc01,t2449,, 2.5 , 2.5 ,
period1,sc01,t2450,, 2.5 , 2.5 ,
period1,sc01,t2451,, 2.5 , 2.5 ,
period1,sc01,t2452,, 2.5 , 2.5 ,
period1,sc01,t2453,, 2.5 , 2.5 ,
period1,sc01,t2454,, 2.5 , 2.5 ,
period1,sc01,t2455,, 2.5 , 2.5 ,
period1,sc01,t2456,, 2.5 , 2.5 ,
period1,sc01,t2457,, 2.5 , 2.5 ,
period1,sc01,t2458,, 2.5 , 2.5 ,
period1,sc01,t2459,, 2.5 , 2.5 ,
period1,sc01,t2460,, 2.5 , 2.5 ,
period1,sc01,t2461,, 2.5 , 2.5 ,
period1,sc01,t2462,, 2.5 , 2.5 ,
period1,sc01,t2463,, 2.5 , 2.5 ,
period1,sc01,t2464,, 2.5 , 2.5 ,
period1,sc01,t2465,, 2.5 , 2.5 ,
period1,sc01,t2466,, 2.5 , 2.5 ,
period1,sc01,t2467,, 2.5 , 2.5 ,
period1,sc01,t2468,, 2.5 , 2.5 ,
period1,sc01,t2469,, 2.5 , 2.5 ,
period1,sc01,t2470,, 2.5 , 2.5 ,
period1,sc01,t2471,, 2.5 , 2.5 ,
period1,sc01,t2472,, 2.5 , 2.5 ,
period1,sc01,t2473,, 2.5 , 2.5 ,
period1,sc01,t2474,, 2.5 , 2.5 ,
period1,sc01,t2475,, 2.5 , 2.5 ,
period1,sc01,t2476,, 2.5 , 2.5 ,
period1,sc01,t2477,, 2.5 , 2.5 ,
period1,sc01,t2478,, 2.5 , 2.5 ,
period1,sc01,t2479,, 2.5 , 2.5 ,
period1,sc01,t2480,, 2.5 , 2.5 ,
period1,sc01,t2481,, 2.5 , 2.5 ,
period1,sc01,t2482,, 2.5 , 2.5 ,
period1,sc01,t2483,, 2.5 , 2.5 ,
period1,sc01,t2484,, 2.5 , 2.5 ,
period1,sc01,t2485,, 2.5 , 2.5 ,
period1,sc01,t2486,, 2.5 , 2.5 ,
period1,sc01,t2487,, 2.5 , 2.5 ,
period1,sc01,t2488,, 2.5 , 2.5 ,
period1,sc01,t2489,, 2.5 , 2.5 ,
period1,sc01,t2490,, 2.5 , 2.5 ,
period1,sc01,t2491,, 2.5 , 2.5 ,
period1,sc01,t2492,, 2.5 , 2.5 ,
period1,sc01,t2493,, 2.5 , 2.5 ,
period1,sc01,t2494,, 2.5 , 2.5 ,
period1,sc01,t2495,, 2.5 , 2.5 ,
period1,sc01,t2496,, 2.5 , 2.5 ,
period1,sc01,t2497,, 2.5 , 2.5 ,
period1,sc01,t2498,, 2.5 , 2.5 ,
period1,sc01,t2499,, 2.5 , 2.5 ,
period1,sc01,t2500,, 2.5 , 2.5 ,
period1,sc01,t2501,, 2.5 , 2.5 ,
period1,sc01,t2502,, 2.5 , 2.5 ,
period1,sc01,t2503,, 2.5 , 2.5 ,
period1,sc01,t2504,, 2.5 , 2.5 ,
period1,sc01,t2505,, 2.5 , 2.5 ,
period1,sc01,t2506,, 2.5 , 2.5 ,
period1,sc01,t2507,, 2.5 , 2.5 ,
period1,sc01,t2508,, 2.5 , 2.5 ,
period1,sc01,t2509,, 2.5 , 2.5 ,
period1,sc01,t2510,, 2.5 , 2.5 ,
period1,sc01,t2511,, 2.5 , 2.5 ,
period1,sc01,t2512,, 2.5 , 2.5 ,
period1,sc01,t2513,, 2.5 , 2.5 ,
period1,sc01,t2514,, 2.5 , 2.5 ,
period1,sc01,t2515,, 2.5 , 2.5 ,
period1,sc01,t2516,, 2.5 , 2.5 ,
period1,sc01,t2517,, 2.5 , 2.5 ,
period1,sc01,t2518,, 2.5 , 2.5 ,
period1,sc01,t2519,, 2.5 , 2.5 ,
period1,sc01,t2520,, 2.5 , 2.5 ,
period1,sc01,t2521,, 2.5 , 2.5 ,
period1,sc01,t2522,, 2.5 , 2.5 ,
period1,sc01,t2523,, 2.5 , 2.5 ,
period1,sc01,t2524,, 2.5 , 2.5 ,
period1,sc01,t2525,, 2.5 , 2.5 ,
period1,sc01,t2526,, 2.5 , 2.5 ,
period1,sc01,t2527,, 2.5 , 2.5 ,
period1,sc01,t2528,, 2.5 , 2.5 ,
period1,sc01,t2529,, 2.5 , 2.5 ,
period1,sc01,t2530,, 2.5 , 2.5 ,
period1,sc01,t2531,, 2.5 , 2.5 ,
period1,sc01,t2532,, 2.5 , 2.5 ,
period1,sc01,t2533,, 2.5 , 2.5 ,
period1,sc01,t2534,, 2.5 , 2.5 ,
period1,sc01,t2535,, 2.5 , 2.5 ,
period1,sc01,t2536,, 2.5 , 2.5 ,
period1,sc01,t2537,, 2.5 , 2.5 ,
period1,sc01,t2538,, 2.5 , 2.5 ,
period1,sc01,t2539,, 2.5 , 2.5 ,
period1,sc01,t2540,, 2.5 , 2.5 ,
period1,sc01,t2541,, 2.5 , 2.5 ,
period1,sc01,t2542,, 2.5 , 2.5 ,
period1,sc01,t2543,, 2.5 , 2.5 ,
period1,sc01,t2544,, 2.5 , 2.5 ,
period1,sc01,t2545,, 2.5 , 2.5 ,
period1,sc01,t2546,, 2.5 , 2.5 ,
period1,sc01,t2547,, 2.5 , 2.5 ,
period1,sc01,t2548,, 2.5 , 2.5 ,
period1,sc01,t2549,, 2.5 , 2.5 ,
period1,sc01,t2550,, 2.5 , 2.5 ,
period1,sc01,t2551,, 2.5 , 2.5 ,
period1,sc01,t2552,, 2.5 , 2.5 ,
period1,sc01,t2553,, 2.5 , 2.5 ,
period1,sc01,t2554,, 2.5 , 2.5 ,
period1,sc01,t2555,, 2.5 , 2.5 ,
period1,sc01,t2556,, 2.5 , 2.5 ,
period1,sc01,t2557,, 2.5 , 2.5 ,
period1,sc01,t2558,, 2.5 , 2.5 ,
period1,sc01,t2559,, 2.5 , 2.5 ,
period1,sc01,t2560,, 2.5 , 2.5 ,
period1,sc01,t2561,, 2.5 , 2.5 ,
period1,sc01,t2562,, 2.5 , 2.5 ,
period1,sc01,t2563,, 2.5 , 2.5 ,
period1,sc01,t2564,, 2.5 , 2.5 ,
period1,sc01,t2565,, 2.5 , 2.5 ,
period1,sc01,t2566,, 2.5 , 2.5 ,
period1,sc01,t2567,, 2.5 , 2.5 ,
period1,sc01,t2568,, 2.5 , 2.5 ,
period1,sc01,t2569,, 2.5 , 2.5 ,
period1,sc01,t2570,, 2.5 , 2.5 ,
period1,sc01,t2571,, 2.5 , 2.5 ,
period1,sc01,t2572,, 2.5 , 2.5 ,
period1,sc01,t2573,, 2.5 , 2.5 ,
period1,sc01,t2574,, 2.5 , 2.5 ,
period1,sc01,t2575,, 2.5 , 2.5 ,
period1,sc01,t2576,, 2.5 , 2.5 ,
period1,sc01,t2577,, 2.5 , 2.5 ,
period1,sc01,t2578,, 2.5 , 2.5 ,
period1,sc01,t2579,, 2.5 , 2.5 ,
period1,sc01,t2580,, 2.5 , 2.5 ,
period1,sc01,t2581,, 2.5 , 2.5 ,
period1,sc01,t2582,, 2.5 , 2.5 ,
period1,sc01,t2583,, 2.5 , 2.5 ,
period1,sc01,t2584,, 2.5 , 2.5 ,
period1,sc01,t2585,, 2.5 , 2.5 ,
period1,sc01,t2586,, 2.5 , 2.5 ,
period1,sc01,t2587,, 2.5 , 2.5 ,
period1,sc01,t2588,, 2.5 , 2.5 ,
period1,sc01,t2589,, 2.5 , 2.5 ,
period1,sc01,t2590,, 2.5 , 2.5 ,
period1,sc01,t2591,, 2.5 , 2.5 ,
period1,sc01,t2592,, 2.5 , 2.5 ,
period1,sc01,t2593,, 2.5 , 2.5 ,
period1,sc01,t2594,, 2.5 , 2.5 ,
period1,sc01,t2595,, 2.5 , 2.5 ,
period1,sc01,t2596,, 2.5 , 2.5 ,
period1,sc01,t2597,, 2.5 , 2.5 ,
period1,sc01,t2598,, 2.5 , 2.5 ,
period1,sc01,t2599,, 2.5 , 2.5 ,
period1,sc01,t2600,, 2.5 , 2.5 ,
period1,sc01,t2601,, 2.5 , 2.5 ,
period1,sc01,t2602,, 2.5 , 2.5 ,
period1,sc01,t2603,, 2.5 , 2.5 ,
period1,sc01,t2604,, 2.5 , 2.5 ,
period1,sc01,t2605,, 2.5 , 2.5 ,
period1,sc01,t2606,, 2.5 , 2.5 ,
period1,sc01,t2607,, 2.5 , 2.5 ,
period1,sc01,t2608,, 2.5 , 2.5 ,
period1,sc01,t2609,, 2.5 , 2.5 ,
period1,sc01,t2610,, 2.5 , 2.5 ,
period1,sc01,t2611,, 2.5 , 2.5 ,
period1,sc01,t2612,, 2.5 , 2.5 ,
period1,sc01,t2613,, 2.5 , 2.5 ,
period1,sc01,t2614,, 2.5 , 2.5 ,
period1,sc01,t2615,, 2.5 , 2.5 ,
period1,sc01,t2616,, 2.5 , 2.5 ,
period1,sc01,t2617,, 2.5 , 2.5 ,
period1,sc01,t2618,, 2.5 , 2.5 ,
period1,sc01,t2619,, 2.5 , 2.5 ,
period1,sc01,t2620,, 2.5 , 2.5 ,
period1,sc01,t2621,, 2.5 , 2.5 ,
period1,sc01,t2622,, 2.5 , 2.5 ,
period1,sc01,t2623,, 2.5 , 2.5 ,
period1,sc01,t2624,, 2.5 , 2.5 ,
period1,sc01,t2625,, 2.5 , 2.5 ,
period1,sc01,t2626,, 2.5 , 2.5 ,
period1,sc01,t2627,, 2.5 , 2.5 ,
period1,sc01,t2628,, 2.5 , 2.5 ,
period1,sc01,t2629,, 2.5 , 2.5 ,
period1,sc01,t2630,, 2.5 , 2.5 ,
period1,sc01,t2631,, 2.5 , 2.5 ,
period1,sc01,t2632,, 2.5 , 2.5 ,
period1,sc01,t2633,, 2.5 , 2.5 ,
period1,sc01,t2634,, 2.5 , 2.5 ,
period1,sc01,t2635,, 2.5 , 2.5 ,
period1,sc01,t2636,, 2.5 , 2.5 ,
period1,sc01,t2637,, 2.5 , 2.5 ,
period1,sc01,t2638,, 2.5 , 2.5 ,
period1,sc01,t2639,, 2.5 , 2.5 ,
period1,sc01,t2640,, 2.5 , 2.5 ,
period1,sc01,t2641,, 2.5 , 2.5 ,
period1,sc01,t2642,, 2.5 , 2.5 ,
period1,sc01,t2643,, 2.5 , 2.5 ,
period1,sc01,t2644,, 2.5 , 2.5 ,
period1,sc01,t2645,, 2.5 , 2.5 ,
period1,sc01,t2646,, 2.5 , 2.5 ,
period1,sc01,t2647,, 2.5 , 2.5 ,
period1,sc01,t2648,, 2.5 , 2.5 ,
period1,sc01,t2649,, 2.5 , 2.5 ,
period1,sc01,t2650,, 2.5 , 2.5 ,
period1,sc01,t2651,, 2.5 , 2.5 ,
period1,sc01,t2652,, 2.5 , 2.5 ,
period1,sc01,t2653,, 2.5 , 2.5 ,
period1,sc01,t2654,, 2.5 , 2.5 ,
period1,sc01,t2655,, 2.5 , 2.5 ,
period1,sc01,t2656,, 2.5 , 2.5 ,
period1,sc01,t2657,, 2.5 , 2.5 ,
period1,sc01,t2658,, 2.5 , 2.5 ,
period1,sc01,t2659,, 2.5 , 2.5 ,
period1,sc01,t2660,, 2.5 , 2.5 ,
period1,sc01,t2661,, 2.5 , 2.5 ,
period1,sc01,t2662,, 2.5 , 2.5 ,
period1,sc01,t2663,, 2.5 , 2.5 ,
period1,sc01,t2664,, 2.5 , 2.5 ,
period1,sc01,t2665,, 2.5 , 2.5 ,
period1,sc01,t2666,, 2.5 , 2.5 ,
period1,sc01,t2667,, 2.5 , 2.5 ,
period1,sc01,t2668,, 2.5 , 2.5 ,
period1,sc01,t2669,, 2.5 , 2.5 ,
period1,sc01,t2670,, 2.5 , 2.5 ,
period1,sc01,t2671,, 2.5 , 2.5 ,
period1,sc01,t2672,, 2.5 , 2.5 ,
period1,sc01,t2673,, 2.5 , 2.5 ,
period1,sc01,t2674,, 2.5 , 2.5 ,
period1,sc01,t2675,, 2.5 , 2.5 ,
period1,sc01,t2676,, 2.5 , 2.5 ,
period1,sc01,t2677,, 2.5 , 2.5 ,
period1,sc01,t2678,, 2.5 , 2.5 ,
period1,sc01,t2679,, 2.5 , 2.5 ,
period1,sc01,t2680,, 2.5 , 2.5 ,
period1,sc01,t2681,, 2.5 , 2.5 ,
period1,sc01,t2682,, 2.5 , 2.5 ,
period1,sc01,t2683,, 2.5 , 2.5 ,
period1,sc01,t2684,, 2.5 , 2.5 ,
period1,sc01,t2685,, 2.5 , 2.5 ,
period1,sc01,t2686,, 2.5 , 2.5 ,
period1,sc01,t2687,, 2.5 , 2.5 ,
period1,sc01,t2688,, 2.5 , 2.5 ,
period1,sc01,t2689,, 2.5 , 2.5 ,
period1,sc01,t2690,, 2.5 , 2.5 ,
period1,sc01,t2691,, 2.5 , 2.5 ,
period1,sc01,t2692,, 2.5 , 2.5 ,
period1,sc01,t2693,, 2.5 , 2.5 ,
period1,sc01,t2694,, 2.5 , 2.5 ,
period1,sc01,t2695,, 2.5 , 2.5 ,
period1,sc01,t2696,, 2.5 , 2.5 ,
period1,sc01,t2697,, 2.5 , 2.5 ,
period1,sc01,t2698,, 2.5 , 2.5 ,
period1,sc01,t2699,, 2.5 , 2.5 ,
period1,sc01,t2700,, 2.5 , 2.5 ,
period1,sc01,t2701,, 2.5 , 2.5 ,
period1,sc01,t2702,, 2.5 , 2.5 ,
period1,sc01,t2703,, 2.5 , 2.5 ,
period1,sc01,t2704,, 2.5 , 2.5 ,
period1,sc01,t2705,, 2.5 , 2.5 ,
period1,sc01,t2706,, 2.5 , 2.5 ,
period1,sc01,t2707,, 2.5 , 2.5 ,
period1,sc01,t2708,, 2.5 , 2.5 ,
period1,sc01,t2709,, 2.5 , 2.5 ,
period1,sc01,t2710,, 2.5 , 2.5 ,
period1,sc01,t2711,, 2.5 , 2.5 ,
period1,sc01,t2712,, 2.5 , 2.5 ,
period1,sc01,t2713,, 2.5 , 2.5 ,
period1,sc01,t2714,, 2.5 , 2.5 ,
period1,sc01,t2715,, 2.5 , 2.5 ,
period1,sc01,t2716,, 2.5 , 2.5 ,
period1,sc01,t2717,, 2.5 , 2.5 ,
period1,sc01,t2718,, 2.5 , 2.5 ,
period1,sc01,t2719,, 2.5 , 2.5 ,
period1,sc01,t2720,, 2.5 , 2.5 ,
period1,sc01,t2721,, 2.5 , 2.5 ,
period1,sc01,t2722,, 2.5 , 2.5 ,
period1,sc01,t2723,, 2.5 , 2.5 ,
period1,sc01,t2724,, 2.5 , 2.5 ,
period1,sc01,t2725,, 2.5 , 2.5 ,
period1,sc01,t2726,, 2.5 , 2.5 ,
period1,sc01,t2727,, 2.5 , 2.5 ,
period1,sc01,t2728,, 2.5 , 2.5 ,
period1,sc01,t2729,, 2.5 , 2.5 ,
period1,sc01,t2730,, 2.5 , 2.5 ,
period1,sc01,t2731,, 2.5 , 2.5 ,
period1,sc01,t2732,, 2.5 , 2.5 ,
period1,sc01,t2733,, 2.5 , 2.5 ,
period1,sc01,t2734,, 2.5 , 2.5 ,
period1,sc01,t2735,, 2.5 , 2.5 ,
period1,sc01,t2736,, 2.5 , 2.5 ,
period1,sc01,t2737,, 2.5 , 2.5 ,
period1,sc01,t2738,, 2.5 , 2.5 ,
period1,sc01,t2739,, 2.5 , 2.5 ,
period1,sc01,t2740,, 2.5 , 2.5 ,
period1,sc01,t2741,, 2.5 , 2.5 ,
period1,sc01,t2742,, 2.5 , 2.5 ,
period1,sc01,t2743,, 2.5 , 2.5 ,
period1,sc01,t2744,, 2.5 , 2.5 ,
period1,sc01,t2745,, 2.5 , 2.5 ,
period1,sc01,t2746,, 2.5 , 2.5 ,
period1,sc01,t2747,, 2.5 , 2.5 ,
period1,sc01,t2748,, 2.5 , 2.5 ,
period1,sc01,t2749,, 2.5 , 2.5 ,
period1,sc01,t2750,, 2.5 , 2.5 ,
period1,sc01,t2751,, 2.5 , 2.5 ,
period1,sc01,t2752,, 2.5 , 2.5 ,
period1,sc01,t2753,, 2.5 , 2.5 ,
period1,sc01,t2754,, 2.5 , 2.5 ,
period1,sc01,t2755,, 2.5 , 2.5 ,
period1,sc01,t2756,, 2.5 , 2.5 ,
period1,sc01,t2757,, 2.5 , 2.5 ,
period1,sc01,t2758,, 2.5 , 2.5 ,
period1,sc01,t2759,, 2.5 , 2.5 ,
period1,sc01,t2760,, 2.5 , 2.5 ,
period1,sc01,t2761,, 2.5 , 2.5 ,
period1,sc01,t2762,, 2.5 , 2.5 ,
period1,sc01,t2763,, 2.5 , 2.5 ,
period1,sc01,t2764,, 2.5 , 2.5 ,
period1,sc01,t2765,, 2.5 , 2.5 ,
period1,sc01,t2766,, 2.5 , 2.5 ,
period1,sc01,t2767,, 2.5 , 2.5 ,
period1,sc01,t2768,, 2.5 , 2.5 ,
period1,sc01,t2769,, 2.5 , 2.5 ,
period1,sc01,t2770,, 2.5 , 2.5 ,
period1,sc01,t2771,, 2.5 , 2.5 ,
period1,sc01,t2772,, 2.5 , 2.5 ,
period1,sc01,t2773,, 2.5 , 2.5 ,
period1,sc01,t2774,, 2.5 , 2.5 ,
period1,sc01,t2775,, 2.5 , 2.5 ,
period1,sc01,t2776,, 2.5 , 2.5 ,
period1,sc01,t2777,, 2.5 , 2.5 ,
period1,sc01,t2778,, 2.5 , 2.5 ,
period1,sc01,t2779,, 2.5 , 2.5 ,
period1,sc01,t2780,, 2.5 , 2.5 ,
period1,sc01,t2781,, 2.5 , 2.5 ,
period1,sc01,t2782,, 2.5 , 2.5 ,
period1,sc01,t2783,, 2.5 , 2.5 ,
period1,sc01,t2784,, 2.5 , 2.5 ,
period1,sc01,t2785,, 2.5 , 2.5 ,
period1,sc01,t2786,, 2.5 , 2.5 ,
period1,sc01,t2787,, 2.5 , 2.5 ,
period1,sc01,t2788,, 2.5 , 2.5 ,
period1,sc01,t2789,, 2.5 , 2.5 ,
period1,sc01,t2790,, 2.5 , 2.5 ,
period1,sc01,t2791,, 2.5 , 2.5 ,
period1,sc01,t2792,, 2.5 , 2.5 ,
period1,sc01,t2793,, 2.5 , 2.5 ,
period1,sc01,t2794,, 2.5 , 2.5 ,
period1,sc01,t2795,, 2.5 , 2.5 ,
period1,sc01,t2796,, 2.5 , 2.5 ,
period1,sc01,t2797,, 2.5 , 2.5 ,
period1,sc01,t2798,, 2.5 , 2.5 ,
period1,sc01,t2799,, 2.5 , 2.5 ,
period1,sc01,t2800,, 2.5 , 2.5 ,
period1,sc01,t2801,, 2.5 , 2.5 ,
period1,sc01,t2802,, 2.5 , 2.5 ,
period1,sc01,t2803,, 2.5 , 2.5 ,
period1,sc01,t2804,, 2.5 , 2.5 ,
period1,sc01,t2805,, 2.5 , 2.5 ,
period1,sc01,t2806,, 2.5 , 2.5 ,
period1,sc01,t2807,, 2.5 , 2.5 ,
period1,sc01,t2808,, 2.5 , 2.5 ,
period1,sc01,t2809,, 2.5 , 2.5 ,
period1,sc01,t2810,, 2.5 , 2.5 ,
period1,sc01,t2811,, 2.5 , 2.5 ,
period1,sc01,t2812,, 2.5 , 2.5 ,
period1,sc01,t2813,, 2.5 , 2.5 ,
period1,sc01,t2814,, 2.5 , 2.5 ,
period1,sc01,t2815,, 2.5 , 2.5 ,
period1,sc01,t2816,, 2.5 , 2.5 ,
period1,sc01,t2817,, 2.5 , 2.5 ,
period1,sc01,t2818,, 2.5 , 2.5 ,
period1,sc01,t2819,, 2.5 , 2.5 ,
period1,sc01,t2820,, 2.5 , 2.5 ,
period1,sc01,t2821,, 2.5 , 2.5 ,
period1,sc01,t2822,, 2.5 , 2.5 ,
period1,sc01,t2823,, 2.5 , 2.5 ,
period1,sc01,t2824,, 2.5 , 2.5 ,
period1,sc01,t2825,, 2.5 , 2.5 ,
period1,sc01,t2826,, 2.5 , 2.5 ,
period1,sc01,t2827,, 2.5 , 2.5 ,
period1,sc01,t2828,, 2.5 , 2.5 ,
period1,sc01,t2829,, 2.5 , 2.5 ,
period1,sc01,t2830,, 2.5 , 2.5 ,
period1,sc01,t2831,, 2.5 , 2.5 ,
period1,sc01,t2832,, 2.5 , 2.5 ,
period1,sc01,t2833,, 2.5 , 2.5 ,
period1,sc01,t2834,, 2.5 , 2.5 ,
period1,sc01,t2835,, 2.5 , 2.5 ,
period1,sc01,t2836,, 2.5 , 2.5 ,
period1,sc01,t2837,, 2.5 , 2.5 ,
period1,sc01,t2838,, 2.5 , 2.5 ,
period1,sc01,t2839,, 2.5 , 2.5 ,
period1,sc01,t2840,, 2.5 , 2.5 ,
period1,sc01,t2841,, 2.5 , 2.5 ,
period1,sc01,t2842,, 2.5 , 2.5 ,
period1,sc01,t2843,, 2.5 , 2.5 ,
period1,sc01,t2844,, 2.5 , 2.5 ,
period1,sc01,t2845,, 2.5 , 2.5 ,
period1,sc01,t2846,, 2.5 , 2.5 ,
period1,sc01,t2847,, 2.5 , 2.5 ,
period1,sc01,t2848,, 2.5 , 2.5 ,
period1,sc01,t2849,, 2.5 , 2.5 ,
period1,sc01,t2850,, 2.5 , 2.5 ,
period1,sc01,t2851,, 2.5 , 2.5 ,
period1,sc01,t2852,, 2.5 , 2.5 ,
period1,sc01,t2853,, 2.5 , 2.5 ,
period1,sc01,t2854,, 2.5 , 2.5 ,
period1,sc01,t2855,, 2.5 , 2.5 ,
period1,sc01,t2856,, 2.5 , 2.5 ,
period1,sc01,t2857,, 2.5 , 2.5 ,
period1,sc01,t2858,, 2.5 , 2.5 ,
period1,sc01,t2859,, 2.5 , 2.5 ,
period1,sc01,t2860,, 2.5 , 2.5 ,
period1,sc01,t2861,, 2.5 , 2.5 ,
period1,sc01,t2862,, 2.5 , 2.5 ,
period1,sc01,t2863,, 2.5 , 2.5 ,
period1,sc01,t2864,, 2.5 , 2.5 ,
period1,sc01,t2865,, 2.5 , 2.5 ,
period1,sc01,t2866,, 2.5 , 2.5 ,
period1,sc01,t2867,, 2.5 , 2.5 ,
period1,sc01,t2868,, 2.5 , 2.5 ,
period1,sc01,t2869,, 2.5 , 2.5 ,
period1,sc01,t2870,, 2.5 , 2.5 ,
period1,sc01,t2871,, 2.5 , 2.5 ,
period1,sc01,t2872,, 2.5 , 2.5 ,
period1,sc01,t2873,, 2.5 , 2.5 ,
period1,sc01,t2874,, 2.5 , 2.5 ,
period1,sc01,t2875,, 2.5 , 2.5 ,
period1,sc01,t2876,, 2.5 , 2.5 ,
period1,sc01,t2877,, 2.5 , 2.5 ,
period1,sc01,t2878,, 2.5 , 2.5 ,
period1,sc01,t2879,, 2.5 , 2.5 ,
period1,sc01,t2880,, 2.5 , 2.5 ,
period1,sc01,t2881,, 2.5 , 2.5 ,
period1,sc01,t2882,, 2.5 , 2.5 ,
period1,sc01,t2883,, 2.5 , 2.5 ,
period1,sc01,t2884,, 2.5 , 2.5 ,
period1,sc01,t2885,, 2.5 , 2.5 ,
period1,sc01,t2886,, 2.5 , 2.5 ,
period1,sc01,t2887,, 2.5 , 2.5 ,
period1,sc01,t2888,, 2.5 , 2.5 ,
period1,sc01,t2889,, 2.5 , 2.5 ,
period1,sc01,t2890,, 2.5 , 2.5 ,
period1,sc01,t2891,, 2.5 , 2.5 ,
period1,sc01,t2892,, 2.5 , 2.5 ,
period1,sc01,t2893,, 2.5 , 2.5 ,
period1,sc01,t2894,, 2.5 , 2.5 ,
period1,sc01,t2895,, 2.5 , 2.5 ,
period1,sc01,t2896,, 2.5 , 2.5 ,
period1,sc01,t2897,, 2.5 , 2.5 ,
period1,sc01,t2898,, 2.5 , 2.5 ,
period1,sc01,t2899,, 2.5 , 2.5 ,
period1,sc01,t2900,, 2.5 , 2.5 ,
period1,sc01,t2901,, 2.5 , 2.5 ,
period1,sc01,t2902,, 2.5 , 2.5 ,
period1,sc01,t2903,, 2.5 , 2.5 ,
period1,sc01,t2904,, 2.5 , 2.5 ,
period1,sc01,t2905,, 2.5 , 2.5 ,
period1,sc01,t2906,, 2.5 , 2.5 ,
period1,sc01,t2907,, 2.5 , 2.5 ,
period1,sc01,t2908,, 2.5 , 2.5 ,
period1,sc01,t2909,, 2.5 , 2.5 ,
period1,sc01,t2910,, 2.5 , 2.5 ,
period1,sc01,t2911,, 2.5 , 2.5 ,
period1,sc01,t2912,, 2.5 , 2.5 ,
