Period,Scenario,LoadLevel,Node,Component,Date,MWh
period1,sc01,t8477,Node3,Electrolyzer,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,H2ESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,Wind,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,BESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,Electrolyzer,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,H2ESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,Wind,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,BESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,Electrolyzer,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,H2ESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,Wind,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,ENS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,ElectricityDemand,2024-12-19 05:39:00,-0.0
period1,sc01,t8477,Node3,ElectricityBuy,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,ElectricitySell,2024-12-19 05:39:00,-0.0
period1,sc01,t8477,Node3,PowerFlowOut,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node3,PowerFlowIn,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,BESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,Electrolyzer,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,H2ESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,Wind,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,BESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,Electrolyzer,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,H2ESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,Wind,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,BESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,Electrolyzer,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,H2ESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,Wind,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,BESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,Electrolyzer,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,H2ESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,Wind,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,BESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,Electrolyzer,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,H2ESS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,Wind,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,ENS,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,ElectricityDemand,2024-12-19 05:39:00,-0.0
period1,sc01,t8477,Node4,ElectricityBuy,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,ElectricitySell,2024-12-19 05:39:00,-0.0
period1,sc01,t8477,Node4,PowerFlowOut,2024-12-19 05:39:00,0.0
period1,sc01,t8477,Node4,PowerFlowIn,2024-12-19 05:39:00,0.0
period1,sc01,t8478,Node1,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,Wind,2024-12-19 06:39:00,30.1629611650485
period1,sc01,t8478,Node1,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,ENS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,ElectricityDemand,2024-12-19 06:39:00,-0.0
period1,sc01,t8478,Node1,ElectricityBuy,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node1,ElectricitySell,2024-12-19 06:39:00,-30.1629611650485
period1,sc01,t8478,Node1,PowerFlowOut,2024-12-19 06:39:00,-0.0
period1,sc01,t8478,Node1,PowerFlowIn,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,ENS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,ElectricityDemand,2024-12-19 06:39:00,-0.0
period1,sc01,t8478,Node2,ElectricityBuy,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node2,ElectricitySell,2024-12-19 06:39:00,-0.0
period1,sc01,t8478,Node2,PowerFlowOut,2024-12-19 06:39:00,-0.0
period1,sc01,t8478,Node2,PowerFlowIn,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,ENS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,ElectricityDemand,2024-12-19 06:39:00,-0.0
period1,sc01,t8478,Node3,ElectricityBuy,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,ElectricitySell,2024-12-19 06:39:00,-0.0
period1,sc01,t8478,Node3,PowerFlowOut,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node3,PowerFlowIn,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,BESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,Electrolyzer,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,H2ESS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,Wind,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,ENS,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,ElectricityDemand,2024-12-19 06:39:00,-0.0
period1,sc01,t8478,Node4,ElectricityBuy,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,ElectricitySell,2024-12-19 06:39:00,-0.0
period1,sc01,t8478,Node4,PowerFlowOut,2024-12-19 06:39:00,0.0
period1,sc01,t8478,Node4,PowerFlowIn,2024-12-19 06:39:00,0.0
period1,sc01,t8479,Node1,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,Wind,2024-12-19 07:39:00,30.1629611650485
period1,sc01,t8479,Node1,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,ENS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,ElectricityDemand,2024-12-19 07:39:00,-0.0
period1,sc01,t8479,Node1,ElectricityBuy,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node1,ElectricitySell,2024-12-19 07:39:00,-30.1629611650485
period1,sc01,t8479,Node1,PowerFlowOut,2024-12-19 07:39:00,-0.0
period1,sc01,t8479,Node1,PowerFlowIn,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,ENS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,ElectricityDemand,2024-12-19 07:39:00,-0.0
period1,sc01,t8479,Node2,ElectricityBuy,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node2,ElectricitySell,2024-12-19 07:39:00,-0.0
period1,sc01,t8479,Node2,PowerFlowOut,2024-12-19 07:39:00,-0.0
period1,sc01,t8479,Node2,PowerFlowIn,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,ENS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,ElectricityDemand,2024-12-19 07:39:00,-0.0
period1,sc01,t8479,Node3,ElectricityBuy,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,ElectricitySell,2024-12-19 07:39:00,-0.0
period1,sc01,t8479,Node3,PowerFlowOut,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node3,PowerFlowIn,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,BESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,Electrolyzer,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,H2ESS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,Wind,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,ENS,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,ElectricityDemand,2024-12-19 07:39:00,-0.0
period1,sc01,t8479,Node4,ElectricityBuy,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,ElectricitySell,2024-12-19 07:39:00,-0.0
period1,sc01,t8479,Node4,PowerFlowOut,2024-12-19 07:39:00,0.0
period1,sc01,t8479,Node4,PowerFlowIn,2024-12-19 07:39:00,0.0
period1,sc01,t8480,Node1,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,Wind,2024-12-19 08:39:00,30.1629611650485
period1,sc01,t8480,Node1,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,ENS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,ElectricityDemand,2024-12-19 08:39:00,-0.0
period1,sc01,t8480,Node1,ElectricityBuy,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node1,ElectricitySell,2024-12-19 08:39:00,-30.1629611650485
period1,sc01,t8480,Node1,PowerFlowOut,2024-12-19 08:39:00,-0.0
period1,sc01,t8480,Node1,PowerFlowIn,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,ENS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,ElectricityDemand,2024-12-19 08:39:00,-0.0
period1,sc01,t8480,Node2,ElectricityBuy,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node2,ElectricitySell,2024-12-19 08:39:00,-0.0
period1,sc01,t8480,Node2,PowerFlowOut,2024-12-19 08:39:00,-0.0
period1,sc01,t8480,Node2,PowerFlowIn,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,ENS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,ElectricityDemand,2024-12-19 08:39:00,-0.0
period1,sc01,t8480,Node3,ElectricityBuy,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,ElectricitySell,2024-12-19 08:39:00,-0.0
period1,sc01,t8480,Node3,PowerFlowOut,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node3,PowerFlowIn,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,BESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,Electrolyzer,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,H2ESS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,Wind,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,ENS,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,ElectricityDemand,2024-12-19 08:39:00,-0.0
period1,sc01,t8480,Node4,ElectricityBuy,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,ElectricitySell,2024-12-19 08:39:00,-0.0
period1,sc01,t8480,Node4,PowerFlowOut,2024-12-19 08:39:00,0.0
period1,sc01,t8480,Node4,PowerFlowIn,2024-12-19 08:39:00,0.0
period1,sc01,t8481,Node1,BESS,2024-12-19 09:39:00,0.0
period1,sc01,t8481,Node1,Electrolyzer,2024-12-19 09:39:00,0.0
period1,sc01,t8481,Node1,H2ESS,2024-12-19 09:39:00,0.0
period1,sc01,t8481,Node1,Wind,2024-12-19 09:39:00,30.1629611650485
period1,sc01,t8481,Node1,BESS,2024-12-19 09:39:00,0.0
period1,sc01,t8481,Node1,Electrolyzer,2024-12-19 09:39:00,0.0
period1,sc01,t8481,Node1,H2ESS,2024-12-19 09:39:00,0.0
period1,sc01,t8481,Node1,Wind,2024-12-19 09:39:00,0.0
period1,sc01,t8481,Node1,BESS,2024-12-19 09:39:00,0.0
period1,sc01,t8481,Node1,Electrolyzer,2024-12-19 09:39:00,0.0
