Period,Scenario,LoadLevel,Node,Component,Date,MWh
period1,sc01,t8318,Node1,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,Wind,2024-12-12 14:39:00,22.4928640776699
period1,sc01,t8318,Node1,BESS,2024-12-12 14:39:00,-5.0
period1,sc01,t8318,Node1,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,ENS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,ElectricityDemand,2024-12-12 14:39:00,-0.0
period1,sc01,t8318,Node1,ElectricityBuy,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node1,ElectricitySell,2024-12-12 14:39:00,-17.4928640776699
period1,sc01,t8318,Node1,PowerFlowOut,2024-12-12 14:39:00,-0.0
period1,sc01,t8318,Node1,PowerFlowIn,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,ENS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,ElectricityDemand,2024-12-12 14:39:00,-0.0
period1,sc01,t8318,Node2,ElectricityBuy,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node2,ElectricitySell,2024-12-12 14:39:00,-0.0
period1,sc01,t8318,Node2,PowerFlowOut,2024-12-12 14:39:00,-0.0
period1,sc01,t8318,Node2,PowerFlowIn,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,ENS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,ElectricityDemand,2024-12-12 14:39:00,-0.0
period1,sc01,t8318,Node3,ElectricityBuy,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,ElectricitySell,2024-12-12 14:39:00,-0.0
period1,sc01,t8318,Node3,PowerFlowOut,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node3,PowerFlowIn,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,BESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,Electrolyzer,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,H2ESS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,Wind,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,ENS,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,ElectricityDemand,2024-12-12 14:39:00,-0.0
period1,sc01,t8318,Node4,ElectricityBuy,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,ElectricitySell,2024-12-12 14:39:00,-0.0
period1,sc01,t8318,Node4,PowerFlowOut,2024-12-12 14:39:00,0.0
period1,sc01,t8318,Node4,PowerFlowIn,2024-12-12 14:39:00,0.0
period1,sc01,t8319,Node1,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,Wind,2024-12-12 15:39:00,21.0927669902913
period1,sc01,t8319,Node1,BESS,2024-12-12 15:39:00,-5.0
period1,sc01,t8319,Node1,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,ENS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,ElectricityDemand,2024-12-12 15:39:00,-0.0
period1,sc01,t8319,Node1,ElectricityBuy,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node1,ElectricitySell,2024-12-12 15:39:00,-16.0927669902913
period1,sc01,t8319,Node1,PowerFlowOut,2024-12-12 15:39:00,-0.0
period1,sc01,t8319,Node1,PowerFlowIn,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,ENS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,ElectricityDemand,2024-12-12 15:39:00,-0.0
period1,sc01,t8319,Node2,ElectricityBuy,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node2,ElectricitySell,2024-12-12 15:39:00,-0.0
period1,sc01,t8319,Node2,PowerFlowOut,2024-12-12 15:39:00,-0.0
period1,sc01,t8319,Node2,PowerFlowIn,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,ENS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,ElectricityDemand,2024-12-12 15:39:00,-0.0
period1,sc01,t8319,Node3,ElectricityBuy,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,ElectricitySell,2024-12-12 15:39:00,-0.0
period1,sc01,t8319,Node3,PowerFlowOut,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node3,PowerFlowIn,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,BESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,Electrolyzer,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,H2ESS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,Wind,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,ENS,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,ElectricityDemand,2024-12-12 15:39:00,-0.0
period1,sc01,t8319,Node4,ElectricityBuy,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,ElectricitySell,2024-12-12 15:39:00,-0.0
period1,sc01,t8319,Node4,PowerFlowOut,2024-12-12 15:39:00,0.0
period1,sc01,t8319,Node4,PowerFlowIn,2024-12-12 15:39:00,0.0
period1,sc01,t8320,Node1,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,Wind,2024-12-12 16:39:00,19.3578640776699
period1,sc01,t8320,Node1,BESS,2024-12-12 16:39:00,-1.1111111111111083
period1,sc01,t8320,Node1,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,ENS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,ElectricityDemand,2024-12-12 16:39:00,-0.0
period1,sc01,t8320,Node1,ElectricityBuy,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node1,ElectricitySell,2024-12-12 16:39:00,-18.24675296655879
period1,sc01,t8320,Node1,PowerFlowOut,2024-12-12 16:39:00,-0.0
period1,sc01,t8320,Node1,PowerFlowIn,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,ENS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,ElectricityDemand,2024-12-12 16:39:00,-0.0
period1,sc01,t8320,Node2,ElectricityBuy,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node2,ElectricitySell,2024-12-12 16:39:00,-0.0
period1,sc01,t8320,Node2,PowerFlowOut,2024-12-12 16:39:00,-0.0
period1,sc01,t8320,Node2,PowerFlowIn,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,ENS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,ElectricityDemand,2024-12-12 16:39:00,-0.0
period1,sc01,t8320,Node3,ElectricityBuy,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,ElectricitySell,2024-12-12 16:39:00,-0.0
period1,sc01,t8320,Node3,PowerFlowOut,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node3,PowerFlowIn,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,BESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,Electrolyzer,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,H2ESS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,Wind,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,ENS,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,ElectricityDemand,2024-12-12 16:39:00,-0.0
period1,sc01,t8320,Node4,ElectricityBuy,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,ElectricitySell,2024-12-12 16:39:00,-0.0
period1,sc01,t8320,Node4,PowerFlowOut,2024-12-12 16:39:00,0.0
period1,sc01,t8320,Node4,PowerFlowIn,2024-12-12 16:39:00,0.0
period1,sc01,t8321,Node1,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,Wind,2024-12-12 17:39:00,16.8316019417476
period1,sc01,t8321,Node1,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,ENS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,ElectricityDemand,2024-12-12 17:39:00,-0.0
period1,sc01,t8321,Node1,ElectricityBuy,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node1,ElectricitySell,2024-12-12 17:39:00,-16.8316019417476
period1,sc01,t8321,Node1,PowerFlowOut,2024-12-12 17:39:00,-0.0
period1,sc01,t8321,Node1,PowerFlowIn,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,BESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,Electrolyzer,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,H2ESS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,Wind,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,ENS,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,ElectricityDemand,2024-12-12 17:39:00,-0.0
period1,sc01,t8321,Node2,ElectricityBuy,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node2,ElectricitySell,2024-12-12 17:39:00,-0.0
period1,sc01,t8321,Node2,PowerFlowOut,2024-12-12 17:39:00,-0.0
period1,sc01,t8321,Node2,PowerFlowIn,2024-12-12 17:39:00,0.0
period1,sc01,t8321,Node3,BESS,2024-12-12 17:39:00,0.0
