,ENSCost,HNSCost,CO2Cost,TimeStep,AnnualDiscountRate,ReferenceNode,HydDemandNode,UpReserveActivation,DwReserveActivation,MinRatioDwUp,MaxRatioDwUp,EconomicBaseYear,DemandType,TargetDemand,RampDemand,PriceH2,CostH2
Parameters, 10000 , 10000 , 150 , 1 , 0 ,Node1,Node4, 0.25 , 0.3 , 0 , 1 , 2024 ,Daily, 3000 , 120 , 0 , 7 
