Period,Scenario,LoadLevel,InitialNode,FinalNode,Circuit,Date,MW
period1,sc01,t0014,Node1,Node2,c2,2024-09-17 01:29:00,0.003981118414408402
period1,sc01,t0015,Node1,Node2,c1,2024-09-17 02:29:00,0.003981118414408402
period1,sc01,t0015,Node2,Node3,c1,2024-09-17 02:29:00,1.6815350950549757e-07
period1,sc01,t0015,Node1,Node2,c2,2024-09-17 02:29:00,0.003981118414408402
period1,sc01,t0016,Node1,Node2,c1,2024-09-17 03:29:00,0.003981118414408402
period1,sc01,t0016,Node2,Node3,c1,2024-09-17 03:29:00,1.6815350950549757e-07
period1,sc01,t0016,Node1,Node2,c2,2024-09-17 03:29:00,0.003981118414408402
period1,sc01,t0017,Node1,Node2,c1,2024-09-17 04:29:00,0.003981118414408402
period1,sc01,t0017,Node2,Node3,c1,2024-09-17 04:29:00,1.6815350950549757e-07
period1,sc01,t0017,Node1,Node2,c2,2024-09-17 04:29:00,0.003981118414408402
period1,sc01,t0018,Node1,Node2,c1,2024-09-17 05:29:00,0.003981118414408402
period1,sc01,t0018,Node2,Node3,c1,2024-09-17 05:29:00,1.6815350950549757e-07
period1,sc01,t0018,Node1,Node2,c2,2024-09-17 05:29:00,0.003981118414408402
period1,sc01,t0019,Node1,Node2,c1,2024-09-17 06:29:00,0.003981118414408402
period1,sc01,t0019,Node2,Node3,c1,2024-09-17 06:29:00,1.6815350950549757e-07
period1,sc01,t0019,Node1,Node2,c2,2024-09-17 06:29:00,0.003981118414408402
period1,sc01,t0020,Node1,Node2,c1,2024-09-17 07:29:00,0.003981118414408402
period1,sc01,t0020,Node2,Node3,c1,2024-09-17 07:29:00,1.6815350950549757e-07
period1,sc01,t0020,Node1,Node2,c2,2024-09-17 07:29:00,0.003981118414408402
period1,sc01,t0021,Node1,Node2,c1,2024-09-17 08:29:00,0.003981118414408402
period1,sc01,t0021,Node2,Node3,c1,2024-09-17 08:29:00,1.6815350950549757e-07
period1,sc01,t0021,Node1,Node2,c2,2024-09-17 08:29:00,0.003981118414408402
period1,sc01,t0022,Node1,Node2,c1,2024-09-17 09:29:00,0.003981118414408402
period1,sc01,t0022,Node2,Node3,c1,2024-09-17 09:29:00,1.6815350950549757e-07
period1,sc01,t0022,Node1,Node2,c2,2024-09-17 09:29:00,0.003981118414408402
period1,sc01,t0023,Node1,Node2,c1,2024-09-17 10:29:00,0.003981118414408402
period1,sc01,t0023,Node2,Node3,c1,2024-09-17 10:29:00,1.6815350950549757e-07
period1,sc01,t0023,Node1,Node2,c2,2024-09-17 10:29:00,0.003981118414408402
period1,sc01,t0024,Node1,Node2,c1,2024-09-17 11:29:00,0.003981118414408402
period1,sc01,t0024,Node2,Node3,c1,2024-09-17 11:29:00,1.6815350950549757e-07
period1,sc01,t0024,Node1,Node2,c2,2024-09-17 11:29:00,0.003981118414408402
period1,sc01,t0025,Node1,Node2,c1,2024-09-17 12:29:00,0.003981118414408402
period1,sc01,t0025,Node2,Node3,c1,2024-09-17 12:29:00,1.6815350950549757e-07
period1,sc01,t0025,Node1,Node2,c2,2024-09-17 12:29:00,0.003981118414408402
period1,sc01,t0026,Node1,Node2,c1,2024-09-17 13:29:00,0.003981118414408402
period1,sc01,t0026,Node2,Node3,c1,2024-09-17 13:29:00,1.6815350950549757e-07
period1,sc01,t0026,Node1,Node2,c2,2024-09-17 13:29:00,0.003981118414408402
period1,sc01,t0027,Node1,Node2,c1,2024-09-17 14:29:00,0.003981118414408402
period1,sc01,t0027,Node2,Node3,c1,2024-09-17 14:29:00,1.6815350950549757e-07
period1,sc01,t0027,Node1,Node2,c2,2024-09-17 14:29:00,0.003981118414408402
period1,sc01,t0028,Node1,Node2,c1,2024-09-17 15:29:00,0.003981118414408402
period1,sc01,t0028,Node2,Node3,c1,2024-09-17 15:29:00,1.6815350950549757e-07
period1,sc01,t0028,Node1,Node2,c2,2024-09-17 15:29:00,0.003981118414408402
period1,sc01,t0029,Node1,Node2,c1,2024-09-17 16:29:00,0.003981118414408402
period1,sc01,t0029,Node2,Node3,c1,2024-09-17 16:29:00,1.6815350950549757e-07
period1,sc01,t0029,Node1,Node2,c2,2024-09-17 16:29:00,0.003981118414408402
period1,sc01,t0030,Node1,Node2,c1,2024-09-17 17:29:00,0.003981118414408402
period1,sc01,t0030,Node2,Node3,c1,2024-09-17 17:29:00,1.6815350950549757e-07
period1,sc01,t0030,Node1,Node2,c2,2024-09-17 17:29:00,0.003981118414408402
period1,sc01,t0031,Node1,Node2,c1,2024-09-17 18:29:00,0.003981118414408402
period1,sc01,t0031,Node2,Node3,c1,2024-09-17 18:29:00,1.6815350950549757e-07
period1,sc01,t0031,Node1,Node2,c2,2024-09-17 18:29:00,0.003981118414408402
period1,sc01,t0032,Node1,Node2,c1,2024-09-17 19:29:00,0.003981118414408402
period1,sc01,t0032,Node2,Node3,c1,2024-09-17 19:29:00,1.6815350950549757e-07
period1,sc01,t0032,Node1,Node2,c2,2024-09-17 19:29:00,0.003981118414408402
period1,sc01,t0033,Node1,Node2,c1,2024-09-17 20:29:00,0.003981118414408402
period1,sc01,t0033,Node2,Node3,c1,2024-09-17 20:29:00,1.6815350950549757e-07
period1,sc01,t0033,Node1,Node2,c2,2024-09-17 20:29:00,0.003981118414408402
period1,sc01,t0034,Node1,Node2,c1,2024-09-17 21:29:00,0.003981118414408402
period1,sc01,t0034,Node2,Node3,c1,2024-09-17 21:29:00,1.6815350950549757e-07
period1,sc01,t0034,Node1,Node2,c2,2024-09-17 21:29:00,0.003981118414408402
period1,sc01,t0035,Node1,Node2,c1,2024-09-17 22:29:00,0.003981118414408402
period1,sc01,t0035,Node2,Node3,c1,2024-09-17 22:29:00,1.6815350950549757e-07
period1,sc01,t0035,Node1,Node2,c2,2024-09-17 22:29:00,0.003981118414408402
period1,sc01,t0036,Node1,Node2,c1,2024-09-17 23:29:00,0.003981118414408402
period1,sc01,t0036,Node2,Node3,c1,2024-09-17 23:29:00,1.6815350950549757e-07
period1,sc01,t0036,Node1,Node2,c2,2024-09-17 23:29:00,0.003981118414408402
period1,sc01,t0037,Node1,Node2,c1,2024-09-18 00:29:00,0.003981118414408402
period1,sc01,t0037,Node2,Node3,c1,2024-09-18 00:29:00,1.6815350950549757e-07
period1,sc01,t0037,Node1,Node2,c2,2024-09-18 00:29:00,0.003981118414408402
period1,sc01,t0038,Node1,Node2,c1,2024-09-18 01:29:00,0.003981118414408402
period1,sc01,t0038,Node2,Node3,c1,2024-09-18 01:29:00,1.6815350950549757e-07
period1,sc01,t0038,Node1,Node2,c2,2024-09-18 01:29:00,0.003981118414408402
period1,sc01,t0039,Node1,Node2,c1,2024-09-18 02:29:00,0.003981118414408402
period1,sc01,t0039,Node2,Node3,c1,2024-09-18 02:29:00,1.6815350950549757e-07
period1,sc01,t0039,Node1,Node2,c2,2024-09-18 02:29:00,0.003981118414408402
period1,sc01,t0040,Node1,Node2,c1,2024-09-18 03:29:00,0.003981118414408402
period1,sc01,t0040,Node2,Node3,c1,2024-09-18 03:29:00,1.6815350950549757e-07
period1,sc01,t0040,Node1,Node2,c2,2024-09-18 03:29:00,0.003981118414408402
period1,sc01,t0041,Node1,Node2,c1,2024-09-18 04:29:00,0.003981118414408402
period1,sc01,t0041,Node2,Node3,c1,2024-09-18 04:29:00,1.6815350950549757e-07
period1,sc01,t0041,Node1,Node2,c2,2024-09-18 04:29:00,0.003981118414408402
period1,sc01,t0042,Node1,Node2,c1,2024-09-18 05:29:00,0.003981118414408402
period1,sc01,t0042,Node2,Node3,c1,2024-09-18 05:29:00,1.6815350950549757e-07
period1,sc01,t0042,Node1,Node2,c2,2024-09-18 05:29:00,0.003981118414408402
period1,sc01,t0043,Node1,Node2,c1,2024-09-18 06:29:00,0.003981118414408402
period1,sc01,t0043,Node2,Node3,c1,2024-09-18 06:29:00,1.6815350950549757e-07
period1,sc01,t0043,Node1,Node2,c2,2024-09-18 06:29:00,0.003981118414408402
period1,sc01,t0044,Node1,Node2,c1,2024-09-18 07:29:00,0.003981118414408402
period1,sc01,t0044,Node2,Node3,c1,2024-09-18 07:29:00,1.6815350950549757e-07
period1,sc01,t0044,Node1,Node2,c2,2024-09-18 07:29:00,0.003981118414408402
period1,sc01,t0045,Node1,Node2,c1,2024-09-18 08:29:00,0.003981118414408402
period1,sc01,t0045,Node2,Node3,c1,2024-09-18 08:29:00,1.6815350950549757e-07
period1,sc01,t0045,Node1,Node2,c2,2024-09-18 08:29:00,0.003981118414408402
period1,sc01,t0046,Node1,Node2,c1,2024-09-18 09:29:00,0.003981118414408402
period1,sc01,t0046,Node2,Node3,c1,2024-09-18 09:29:00,1.6815350950549757e-07
period1,sc01,t0046,Node1,Node2,c2,2024-09-18 09:29:00,0.003981118414408402
period1,sc01,t0047,Node1,Node2,c1,2024-09-18 10:29:00,0.003981118414408402
period1,sc01,t0047,Node2,Node3,c1,2024-09-18 10:29:00,1.6815350950549757e-07
period1,sc01,t0047,Node1,Node2,c2,2024-09-18 10:29:00,0.003981118414408402
period1,sc01,t0048,Node1,Node2,c1,2024-09-18 11:29:00,0.003981118414408402
period1,sc01,t0048,Node2,Node3,c1,2024-09-18 11:29:00,1.6815350950549757e-07
period1,sc01,t0048,Node1,Node2,c2,2024-09-18 11:29:00,0.003981118414408402
period1,sc01,t0049,Node1,Node2,c1,2024-09-18 12:29:00,0.003981118414408402
period1,sc01,t0049,Node2,Node3,c1,2024-09-18 12:29:00,1.6815350950549757e-07
period1,sc01,t0049,Node1,Node2,c2,2024-09-18 12:29:00,0.003981118414408402
period1,sc01,t0050,Node1,Node2,c1,2024-09-18 13:29:00,0.003981118414408402
period1,sc01,t0050,Node2,Node3,c1,2024-09-18 13:29:00,1.6815350950549757e-07
period1,sc01,t0050,Node1,Node2,c2,2024-09-18 13:29:00,0.003981118414408402
period1,sc01,t0051,Node1,Node2,c1,2024-09-18 14:29:00,0.003981118414408402
period1,sc01,t0051,Node2,Node3,c1,2024-09-18 14:29:00,1.6815350950549757e-07
period1,sc01,t0051,Node1,Node2,c2,2024-09-18 14:29:00,0.003981118414408402
period1,sc01,t0052,Node1,Node2,c1,2024-09-18 15:29:00,0.003981118414408402
period1,sc01,t0052,Node2,Node3,c1,2024-09-18 15:29:00,1.6815350950549757e-07
period1,sc01,t0052,Node1,Node2,c2,2024-09-18 15:29:00,0.003981118414408402
period1,sc01,t0053,Node1,Node2,c1,2024-09-18 16:29:00,0.003981118414408402
period1,sc01,t0053,Node2,Node3,c1,2024-09-18 16:29:00,1.6815350950549757e-07
period1,sc01,t0053,Node1,Node2,c2,2024-09-18 16:29:00,0.003981118414408402
period1,sc01,t0054,Node1,Node2,c1,2024-09-18 17:29:00,0.003981118414408402
period1,sc01,t0054,Node2,Node3,c1,2024-09-18 17:29:00,1.6815350950549757e-07
period1,sc01,t0054,Node1,Node2,c2,2024-09-18 17:29:00,0.003981118414408402
period1,sc01,t0055,Node1,Node2,c1,2024-09-18 18:29:00,0.003981118414408402
period1,sc01,t0055,Node2,Node3,c1,2024-09-18 18:29:00,1.6815350950549757e-07
period1,sc01,t0055,Node1,Node2,c2,2024-09-18 18:29:00,0.003981118414408402
period1,sc01,t0056,Node1,Node2,c1,2024-09-18 19:29:00,0.003981118414408402
period1,sc01,t0056,Node2,Node3,c1,2024-09-18 19:29:00,1.6815350950549757e-07
period1,sc01,t0056,Node1,Node2,c2,2024-09-18 19:29:00,0.003981118414408402
period1,sc01,t0057,Node1,Node2,c1,2024-09-18 20:29:00,0.003981118414408402
period1,sc01,t0057,Node2,Node3,c1,2024-09-18 20:29:00,1.6815350950549757e-07
period1,sc01,t0057,Node1,Node2,c2,2024-09-18 20:29:00,0.003981118414408402
period1,sc01,t0058,Node1,Node2,c1,2024-09-18 21:29:00,0.003981118414408402
period1,sc01,t0058,Node2,Node3,c1,2024-09-18 21:29:00,1.6815350950549757e-07
period1,sc01,t0058,Node1,Node2,c2,2024-09-18 21:29:00,0.003981118414408402
period1,sc01,t0059,Node1,Node2,c1,2024-09-18 22:29:00,0.003981118414408402
period1,sc01,t0059,Node2,Node3,c1,2024-09-18 22:29:00,1.6815350950549757e-07
period1,sc01,t0059,Node1,Node2,c2,2024-09-18 22:29:00,0.003981118414408402
period1,sc01,t0060,Node1,Node2,c1,2024-09-18 23:29:00,0.003981118414408402
period1,sc01,t0060,Node2,Node3,c1,2024-09-18 23:29:00,1.6815350950549757e-07
period1,sc01,t0060,Node1,Node2,c2,2024-09-18 23:29:00,0.003981118414408402
period1,sc01,t0061,Node1,Node2,c1,2024-09-19 00:29:00,0.003981118414408402
period1,sc01,t0061,Node2,Node3,c1,2024-09-19 00:29:00,1.6815350950549757e-07
period1,sc01,t0061,Node1,Node2,c2,2024-09-19 00:29:00,0.003981118414408402
period1,sc01,t0062,Node1,Node2,c1,2024-09-19 01:29:00,0.003981118414408402
period1,sc01,t0062,Node2,Node3,c1,2024-09-19 01:29:00,1.6815350950549757e-07
period1,sc01,t0062,Node1,Node2,c2,2024-09-19 01:29:00,0.003981118414408402
period1,sc01,t0063,Node1,Node2,c1,2024-09-19 02:29:00,0.003981118414408402
period1,sc01,t0063,Node2,Node3,c1,2024-09-19 02:29:00,1.6815350950549757e-07
period1,sc01,t0063,Node1,Node2,c2,2024-09-19 02:29:00,0.003981118414408402
period1,sc01,t0064,Node1,Node2,c1,2024-09-19 03:29:00,0.003981118414408402
period1,sc01,t0064,Node2,Node3,c1,2024-09-19 03:29:00,1.6815350950549757e-07
period1,sc01,t0064,Node1,Node2,c2,2024-09-19 03:29:00,0.003981118414408402
period1,sc01,t0065,Node1,Node2,c1,2024-09-19 04:29:00,0.003981118414408402
period1,sc01,t0065,Node2,Node3,c1,2024-09-19 04:29:00,1.6815350950549757e-07
period1,sc01,t0065,Node1,Node2,c2,2024-09-19 04:29:00,0.003981118414408402
period1,sc01,t0066,Node1,Node2,c1,2024-09-19 05:29:00,0.003981118414408402
period1,sc01,t0066,Node2,Node3,c1,2024-09-19 05:29:00,1.6815350950549757e-07
period1,sc01,t0066,Node1,Node2,c2,2024-09-19 05:29:00,0.003981118414408402
period1,sc01,t0067,Node1,Node2,c1,2024-09-19 06:29:00,0.003981118414408402
period1,sc01,t0067,Node2,Node3,c1,2024-09-19 06:29:00,1.6815350950549757e-07
period1,sc01,t0067,Node1,Node2,c2,2024-09-19 06:29:00,0.003981118414408402
period1,sc01,t0068,Node1,Node2,c1,2024-09-19 07:29:00,0.003981118414408402
period1,sc01,t0068,Node2,Node3,c1,2024-09-19 07:29:00,1.6815350950549757e-07
period1,sc01,t0068,Node1,Node2,c2,2024-09-19 07:29:00,0.003981118414408402
period1,sc01,t0069,Node1,Node2,c1,2024-09-19 08:29:00,0.003981118414408402
period1,sc01,t0069,Node2,Node3,c1,2024-09-19 08:29:00,1.6815350950549757e-07
period1,sc01,t0069,Node1,Node2,c2,2024-09-19 08:29:00,0.003981118414408402
period1,sc01,t0070,Node1,Node2,c1,2024-09-19 09:29:00,0.003981118414408402
period1,sc01,t0070,Node2,Node3,c1,2024-09-19 09:29:00,1.6815350950549757e-07
period1,sc01,t0070,Node1,Node2,c2,2024-09-19 09:29:00,0.003981118414408402
period1,sc01,t0071,Node1,Node2,c1,2024-09-19 10:29:00,0.003981118414408402
period1,sc01,t0071,Node2,Node3,c1,2024-09-19 10:29:00,1.6815350950549757e-07
period1,sc01,t0071,Node1,Node2,c2,2024-09-19 10:29:00,0.003981118414408402
period1,sc01,t0072,Node1,Node2,c1,2024-09-19 11:29:00,0.003981118414408402
period1,sc01,t0072,Node2,Node3,c1,2024-09-19 11:29:00,1.6815350950549757e-07
period1,sc01,t0072,Node1,Node2,c2,2024-09-19 11:29:00,0.003981118414408402
period1,sc01,t0073,Node1,Node2,c1,2024-09-19 12:29:00,0.003981118414408402
period1,sc01,t0073,Node2,Node3,c1,2024-09-19 12:29:00,1.6815350950549757e-07
period1,sc01,t0073,Node1,Node2,c2,2024-09-19 12:29:00,0.003981118414408402
period1,sc01,t0074,Node1,Node2,c1,2024-09-19 13:29:00,0.003981118414408402
period1,sc01,t0074,Node2,Node3,c1,2024-09-19 13:29:00,1.6815350950549757e-07
period1,sc01,t0074,Node1,Node2,c2,2024-09-19 13:29:00,0.003981118414408402
period1,sc01,t0075,Node1,Node2,c1,2024-09-19 14:29:00,0.003981118414408402
period1,sc01,t0075,Node2,Node3,c1,2024-09-19 14:29:00,1.6815350950549757e-07
period1,sc01,t0075,Node1,Node2,c2,2024-09-19 14:29:00,0.003981118414408402
period1,sc01,t0076,Node1,Node2,c1,2024-09-19 15:29:00,0.003981118414408402
period1,sc01,t0076,Node2,Node3,c1,2024-09-19 15:29:00,1.6815350950549757e-07
period1,sc01,t0076,Node1,Node2,c2,2024-09-19 15:29:00,0.003981118414408402
period1,sc01,t0077,Node1,Node2,c1,2024-09-19 16:29:00,0.003981118414408402
period1,sc01,t0077,Node2,Node3,c1,2024-09-19 16:29:00,1.6815350950549757e-07
period1,sc01,t0077,Node1,Node2,c2,2024-09-19 16:29:00,0.003981118414408402
period1,sc01,t0078,Node1,Node2,c1,2024-09-19 17:29:00,0.003981118414408402
period1,sc01,t0078,Node2,Node3,c1,2024-09-19 17:29:00,1.6815350950549757e-07
period1,sc01,t0078,Node1,Node2,c2,2024-09-19 17:29:00,0.003981118414408402
period1,sc01,t0079,Node1,Node2,c1,2024-09-19 18:29:00,0.003981118414408402
period1,sc01,t0079,Node2,Node3,c1,2024-09-19 18:29:00,1.6815350950549757e-07
period1,sc01,t0079,Node1,Node2,c2,2024-09-19 18:29:00,0.003981118414408402
period1,sc01,t0080,Node1,Node2,c1,2024-09-19 19:29:00,0.003981118414408402
period1,sc01,t0080,Node2,Node3,c1,2024-09-19 19:29:00,1.6815350950549757e-07
period1,sc01,t0080,Node1,Node2,c2,2024-09-19 19:29:00,0.003981118414408402
period1,sc01,t0081,Node1,Node2,c1,2024-09-19 20:29:00,0.003981118414408402
period1,sc01,t0081,Node2,Node3,c1,2024-09-19 20:29:00,1.6815350950549757e-07
period1,sc01,t0081,Node1,Node2,c2,2024-09-19 20:29:00,0.003981118414408402
period1,sc01,t0082,Node1,Node2,c1,2024-09-19 21:29:00,0.003981118414408402
period1,sc01,t0082,Node2,Node3,c1,2024-09-19 21:29:00,1.6815350950549757e-07
period1,sc01,t0082,Node1,Node2,c2,2024-09-19 21:29:00,0.003981118414408402
period1,sc01,t0083,Node1,Node2,c1,2024-09-19 22:29:00,0.003981118414408402
period1,sc01,t0083,Node2,Node3,c1,2024-09-19 22:29:00,1.6815350950549757e-07
period1,sc01,t0083,Node1,Node2,c2,2024-09-19 22:29:00,0.003981118414408402
period1,sc01,t0084,Node1,Node2,c1,2024-09-19 23:29:00,0.003981118414408402
period1,sc01,t0084,Node2,Node3,c1,2024-09-19 23:29:00,1.6815350950549757e-07
period1,sc01,t0084,Node1,Node2,c2,2024-09-19 23:29:00,0.003981118414408402
period1,sc01,t0085,Node1,Node2,c1,2024-09-20 00:29:00,0.003981118414408402
period1,sc01,t0085,Node2,Node3,c1,2024-09-20 00:29:00,1.6815350950549757e-07
period1,sc01,t0085,Node1,Node2,c2,2024-09-20 00:29:00,0.003981118414408402
period1,sc01,t0086,Node1,Node2,c1,2024-09-20 01:29:00,0.003981118414408402
period1,sc01,t0086,Node2,Node3,c1,2024-09-20 01:29:00,1.6815350950549757e-07
period1,sc01,t0086,Node1,Node2,c2,2024-09-20 01:29:00,0.003981118414408402
period1,sc01,t0087,Node1,Node2,c1,2024-09-20 02:29:00,0.003981118414408402
period1,sc01,t0087,Node2,Node3,c1,2024-09-20 02:29:00,1.6815350950549757e-07
period1,sc01,t0087,Node1,Node2,c2,2024-09-20 02:29:00,0.003981118414408402
period1,sc01,t0088,Node1,Node2,c1,2024-09-20 03:29:00,0.003981118414408402
period1,sc01,t0088,Node2,Node3,c1,2024-09-20 03:29:00,1.6815350950549757e-07
period1,sc01,t0088,Node1,Node2,c2,2024-09-20 03:29:00,0.003981118414408402
period1,sc01,t0089,Node1,Node2,c1,2024-09-20 04:29:00,0.003981118414408402
period1,sc01,t0089,Node2,Node3,c1,2024-09-20 04:29:00,1.6815350950549757e-07
period1,sc01,t0089,Node1,Node2,c2,2024-09-20 04:29:00,0.003981118414408402
period1,sc01,t0090,Node1,Node2,c1,2024-09-20 05:29:00,0.003981118414408402
period1,sc01,t0090,Node2,Node3,c1,2024-09-20 05:29:00,1.6815350950549757e-07
period1,sc01,t0090,Node1,Node2,c2,2024-09-20 05:29:00,0.003981118414408402
period1,sc01,t0091,Node1,Node2,c1,2024-09-20 06:29:00,0.003981118414408402
period1,sc01,t0091,Node2,Node3,c1,2024-09-20 06:29:00,1.6815350950549757e-07
period1,sc01,t0091,Node1,Node2,c2,2024-09-20 06:29:00,0.003981118414408402
period1,sc01,t0092,Node1,Node2,c1,2024-09-20 07:29:00,0.003981118414408402
period1,sc01,t0092,Node2,Node3,c1,2024-09-20 07:29:00,1.6815350950549757e-07
period1,sc01,t0092,Node1,Node2,c2,2024-09-20 07:29:00,0.003981118414408402
period1,sc01,t0093,Node1,Node2,c1,2024-09-20 08:29:00,0.003981118414408402
period1,sc01,t0093,Node2,Node3,c1,2024-09-20 08:29:00,1.6815350950549757e-07
period1,sc01,t0093,Node1,Node2,c2,2024-09-20 08:29:00,0.003981118414408402
period1,sc01,t0094,Node1,Node2,c1,2024-09-20 09:29:00,0.003981118414408402
period1,sc01,t0094,Node2,Node3,c1,2024-09-20 09:29:00,1.6815350950549757e-07
period1,sc01,t0094,Node1,Node2,c2,2024-09-20 09:29:00,0.003981118414408402
period1,sc01,t0095,Node1,Node2,c1,2024-09-20 10:29:00,0.003981118414408402
period1,sc01,t0095,Node2,Node3,c1,2024-09-20 10:29:00,1.6815350950549757e-07
period1,sc01,t0095,Node1,Node2,c2,2024-09-20 10:29:00,0.003981118414408402
period1,sc01,t0096,Node1,Node2,c1,2024-09-20 11:29:00,0.003981118414408402
period1,sc01,t0096,Node2,Node3,c1,2024-09-20 11:29:00,1.6815350950549757e-07
period1,sc01,t0096,Node1,Node2,c2,2024-09-20 11:29:00,0.003981118414408402
period1,sc01,t0097,Node1,Node2,c1,2024-09-20 12:29:00,0.003981118414408402
period1,sc01,t0097,Node2,Node3,c1,2024-09-20 12:29:00,1.6815350950549757e-07
period1,sc01,t0097,Node1,Node2,c2,2024-09-20 12:29:00,0.003981118414408402
period1,sc01,t0098,Node1,Node2,c1,2024-09-20 13:29:00,0.003981118414408402
period1,sc01,t0098,Node2,Node3,c1,2024-09-20 13:29:00,1.6815350950549757e-07
period1,sc01,t0098,Node1,Node2,c2,2024-09-20 13:29:00,0.003981118414408402
period1,sc01,t0099,Node1,Node2,c1,2024-09-20 14:29:00,0.003981118414408402
period1,sc01,t0099,Node2,Node3,c1,2024-09-20 14:29:00,1.6815350950549757e-07
period1,sc01,t0099,Node1,Node2,c2,2024-09-20 14:29:00,0.003981118414408402
period1,sc01,t0100,Node1,Node2,c1,2024-09-20 15:29:00,0.003981118414408402
period1,sc01,t0100,Node2,Node3,c1,2024-09-20 15:29:00,1.6815350950549757e-07
period1,sc01,t0100,Node1,Node2,c2,2024-09-20 15:29:00,0.003981118414408402
period1,sc01,t0101,Node1,Node2,c1,2024-09-20 16:29:00,0.003981118414408402
period1,sc01,t0101,Node2,Node3,c1,2024-09-20 16:29:00,1.6815350950549757e-07
period1,sc01,t0101,Node1,Node2,c2,2024-09-20 16:29:00,0.003981118414408402
period1,sc01,t0102,Node1,Node2,c1,2024-09-20 17:29:00,0.003981118414408402
period1,sc01,t0102,Node2,Node3,c1,2024-09-20 17:29:00,1.6815350950549757e-07
period1,sc01,t0102,Node1,Node2,c2,2024-09-20 17:29:00,0.003981118414408402
period1,sc01,t0103,Node1,Node2,c1,2024-09-20 18:29:00,0.003981118414408402
period1,sc01,t0103,Node2,Node3,c1,2024-09-20 18:29:00,1.6815350950549757e-07
period1,sc01,t0103,Node1,Node2,c2,2024-09-20 18:29:00,0.003981118414408402
