Period,Scenario,LoadLevel,InitialNode,FinalNode,Circuit,Date,MW
period1,sc01,t0104,Node1,Node2,c1,2024-09-20 19:29:00,0.003981118414408402
period1,sc01,t0104,Node2,Node3,c1,2024-09-20 19:29:00,1.6815350950549757e-07
period1,sc01,t0104,Node1,Node2,c2,2024-09-20 19:29:00,0.003981118414408402
period1,sc01,t0105,Node1,Node2,c1,2024-09-20 20:29:00,0.003981118414408402
period1,sc01,t0105,Node2,Node3,c1,2024-09-20 20:29:00,1.6815350950549757e-07
period1,sc01,t0105,Node1,Node2,c2,2024-09-20 20:29:00,0.003981118414408402
period1,sc01,t0106,Node1,Node2,c1,2024-09-20 21:29:00,0.003981118414408402
period1,sc01,t0106,Node2,Node3,c1,2024-09-20 21:29:00,1.6815350950549757e-07
period1,sc01,t0106,Node1,Node2,c2,2024-09-20 21:29:00,0.003981118414408402
period1,sc01,t0107,Node1,Node2,c1,2024-09-20 22:29:00,0.003981118414408402
period1,sc01,t0107,Node2,Node3,c1,2024-09-20 22:29:00,1.6815350950549757e-07
period1,sc01,t0107,Node1,Node2,c2,2024-09-20 22:29:00,0.003981118414408402
period1,sc01,t0108,Node1,Node2,c1,2024-09-20 23:29:00,0.003981118414408402
period1,sc01,t0108,Node2,Node3,c1,2024-09-20 23:29:00,1.6815350950549757e-07
period1,sc01,t0108,Node1,Node2,c2,2024-09-20 23:29:00,0.003981118414408402
period1,sc01,t0109,Node1,Node2,c1,2024-09-21 00:29:00,0.003981118414408402
period1,sc01,t0109,Node2,Node3,c1,2024-09-21 00:29:00,1.6815350950549757e-07
period1,sc01,t0109,Node1,Node2,c2,2024-09-21 00:29:00,0.003981118414408402
period1,sc01,t0110,Node1,Node2,c1,2024-09-21 01:29:00,0.003981118414408402
period1,sc01,t0110,Node2,Node3,c1,2024-09-21 01:29:00,1.6815350950549757e-07
period1,sc01,t0110,Node1,Node2,c2,2024-09-21 01:29:00,0.003981118414408402
period1,sc01,t0111,Node1,Node2,c1,2024-09-21 02:29:00,0.003981118414408402
period1,sc01,t0111,Node2,Node3,c1,2024-09-21 02:29:00,1.6815350950549757e-07
period1,sc01,t0111,Node1,Node2,c2,2024-09-21 02:29:00,0.003981118414408402
period1,sc01,t0112,Node1,Node2,c1,2024-09-21 03:29:00,0.003981118414408402
period1,sc01,t0112,Node2,Node3,c1,2024-09-21 03:29:00,1.6815350950549757e-07
period1,sc01,t0112,Node1,Node2,c2,2024-09-21 03:29:00,0.003981118414408402
period1,sc01,t0113,Node1,Node2,c1,2024-09-21 04:29:00,0.003981118414408402
period1,sc01,t0113,Node2,Node3,c1,2024-09-21 04:29:00,1.6815350950549757e-07
period1,sc01,t0113,Node1,Node2,c2,2024-09-21 04:29:00,0.003981118414408402
period1,sc01,t0114,Node1,Node2,c1,2024-09-21 05:29:00,0.003981118414408402
period1,sc01,t0114,Node2,Node3,c1,2024-09-21 05:29:00,1.6815350950549757e-07
period1,sc01,t0114,Node1,Node2,c2,2024-09-21 05:29:00,0.003981118414408402
period1,sc01,t0115,Node1,Node2,c1,2024-09-21 06:29:00,0.003981118414408402
period1,sc01,t0115,Node2,Node3,c1,2024-09-21 06:29:00,1.6815350950549757e-07
period1,sc01,t0115,Node1,Node2,c2,2024-09-21 06:29:00,0.003981118414408402
period1,sc01,t0116,Node1,Node2,c1,2024-09-21 07:29:00,0.003981118414408402
period1,sc01,t0116,Node2,Node3,c1,2024-09-21 07:29:00,1.6815350950549757e-07
period1,sc01,t0116,Node1,Node2,c2,2024-09-21 07:29:00,0.003981118414408402
period1,sc01,t0117,Node1,Node2,c1,2024-09-21 08:29:00,0.003981118414408402
period1,sc01,t0117,Node2,Node3,c1,2024-09-21 08:29:00,1.6815350950549757e-07
period1,sc01,t0117,Node1,Node2,c2,2024-09-21 08:29:00,0.003981118414408402
period1,sc01,t0118,Node1,Node2,c1,2024-09-21 09:29:00,0.003981118414408402
period1,sc01,t0118,Node2,Node3,c1,2024-09-21 09:29:00,1.6815350950549757e-07
period1,sc01,t0118,Node1,Node2,c2,2024-09-21 09:29:00,0.003981118414408402
period1,sc01,t0119,Node1,Node2,c1,2024-09-21 10:29:00,0.003981118414408402
period1,sc01,t0119,Node2,Node3,c1,2024-09-21 10:29:00,1.6815350950549757e-07
period1,sc01,t0119,Node1,Node2,c2,2024-09-21 10:29:00,0.003981118414408402
period1,sc01,t0120,Node1,Node2,c1,2024-09-21 11:29:00,0.003981118414408402
period1,sc01,t0120,Node2,Node3,c1,2024-09-21 11:29:00,1.6815350950549757e-07
period1,sc01,t0120,Node1,Node2,c2,2024-09-21 11:29:00,0.003981118414408402
period1,sc01,t0121,Node1,Node2,c1,2024-09-21 12:29:00,0.003981118414408402
period1,sc01,t0121,Node2,Node3,c1,2024-09-21 12:29:00,1.6815350950549757e-07
period1,sc01,t0121,Node1,Node2,c2,2024-09-21 12:29:00,0.003981118414408402
period1,sc01,t0122,Node1,Node2,c1,2024-09-21 13:29:00,0.003981118414408402
period1,sc01,t0122,Node2,Node3,c1,2024-09-21 13:29:00,1.6815350950549757e-07
period1,sc01,t0122,Node1,Node2,c2,2024-09-21 13:29:00,0.003981118414408402
period1,sc01,t0123,Node1,Node2,c1,2024-09-21 14:29:00,0.003981118414408402
period1,sc01,t0123,Node2,Node3,c1,2024-09-21 14:29:00,1.6815350950549757e-07
period1,sc01,t0123,Node1,Node2,c2,2024-09-21 14:29:00,0.003981118414408402
period1,sc01,t0124,Node1,Node2,c1,2024-09-21 15:29:00,0.003981118414408402
period1,sc01,t0124,Node2,Node3,c1,2024-09-21 15:29:00,1.6815350950549757e-07
period1,sc01,t0124,Node1,Node2,c2,2024-09-21 15:29:00,0.003981118414408402
period1,sc01,t0125,Node1,Node2,c1,2024-09-21 16:29:00,0.003981118414408402
period1,sc01,t0125,Node2,Node3,c1,2024-09-21 16:29:00,1.6815350950549757e-07
period1,sc01,t0125,Node1,Node2,c2,2024-09-21 16:29:00,0.003981118414408402
period1,sc01,t0126,Node1,Node2,c1,2024-09-21 17:29:00,0.003981118414408402
period1,sc01,t0126,Node2,Node3,c1,2024-09-21 17:29:00,1.6815350950549757e-07
period1,sc01,t0126,Node1,Node2,c2,2024-09-21 17:29:00,0.003981118414408402
period1,sc01,t0127,Node1,Node2,c1,2024-09-21 18:29:00,0.003981118414408402
period1,sc01,t0127,Node2,Node3,c1,2024-09-21 18:29:00,1.6815350950549757e-07
period1,sc01,t0127,Node1,Node2,c2,2024-09-21 18:29:00,0.003981118414408402
period1,sc01,t0128,Node1,Node2,c1,2024-09-21 19:29:00,0.003981118414408402
period1,sc01,t0128,Node2,Node3,c1,2024-09-21 19:29:00,1.6815350950549757e-07
period1,sc01,t0128,Node1,Node2,c2,2024-09-21 19:29:00,0.003981118414408402
period1,sc01,t0129,Node1,Node2,c1,2024-09-21 20:29:00,0.003981118414408402
period1,sc01,t0129,Node2,Node3,c1,2024-09-21 20:29:00,1.6815350950549757e-07
period1,sc01,t0129,Node1,Node2,c2,2024-09-21 20:29:00,0.003981118414408402
period1,sc01,t0130,Node1,Node2,c1,2024-09-21 21:29:00,0.003981118414408402
period1,sc01,t0130,Node2,Node3,c1,2024-09-21 21:29:00,1.6815350950549757e-07
period1,sc01,t0130,Node1,Node2,c2,2024-09-21 21:29:00,0.003981118414408402
period1,sc01,t0131,Node1,Node2,c1,2024-09-21 22:29:00,0.003981118414408402
period1,sc01,t0131,Node2,Node3,c1,2024-09-21 22:29:00,1.6815350950549757e-07
period1,sc01,t0131,Node1,Node2,c2,2024-09-21 22:29:00,0.003981118414408402
period1,sc01,t0132,Node1,Node2,c1,2024-09-21 23:29:00,0.003981118414408402
period1,sc01,t0132,Node2,Node3,c1,2024-09-21 23:29:00,1.6815350950549757e-07
period1,sc01,t0132,Node1,Node2,c2,2024-09-21 23:29:00,0.003981118414408402
period1,sc01,t0133,Node1,Node2,c1,2024-09-22 00:29:00,0.003981118414408402
period1,sc01,t0133,Node2,Node3,c1,2024-09-22 00:29:00,1.6815350950549757e-07
period1,sc01,t0133,Node1,Node2,c2,2024-09-22 00:29:00,0.003981118414408402
period1,sc01,t0134,Node1,Node2,c1,2024-09-22 01:29:00,0.003981118414408402
period1,sc01,t0134,Node2,Node3,c1,2024-09-22 01:29:00,1.6815350950549757e-07
period1,sc01,t0134,Node1,Node2,c2,2024-09-22 01:29:00,0.003981118414408402
period1,sc01,t0135,Node1,Node2,c1,2024-09-22 02:29:00,0.003981118414408402
period1,sc01,t0135,Node2,Node3,c1,2024-09-22 02:29:00,1.6815350950549757e-07
period1,sc01,t0135,Node1,Node2,c2,2024-09-22 02:29:00,0.003981118414408402
period1,sc01,t0136,Node1,Node2,c1,2024-09-22 03:29:00,0.003981118414408402
period1,sc01,t0136,Node2,Node3,c1,2024-09-22 03:29:00,1.6815350950549757e-07
period1,sc01,t0136,Node1,Node2,c2,2024-09-22 03:29:00,0.003981118414408402
period1,sc01,t0137,Node1,Node2,c1,2024-09-22 04:29:00,0.003981118414408402
period1,sc01,t0137,Node2,Node3,c1,2024-09-22 04:29:00,1.6815350950549757e-07
period1,sc01,t0137,Node1,Node2,c2,2024-09-22 04:29:00,0.003981118414408402
period1,sc01,t0138,Node1,Node2,c1,2024-09-22 05:29:00,0.003981118414408402
period1,sc01,t0138,Node2,Node3,c1,2024-09-22 05:29:00,1.6815350950549757e-07
period1,sc01,t0138,Node1,Node2,c2,2024-09-22 05:29:00,0.003981118414408402
period1,sc01,t0139,Node1,Node2,c1,2024-09-22 06:29:00,0.003981118414408402
period1,sc01,t0139,Node2,Node3,c1,2024-09-22 06:29:00,1.6815350950549757e-07
period1,sc01,t0139,Node1,Node2,c2,2024-09-22 06:29:00,0.003981118414408402
period1,sc01,t0140,Node1,Node2,c1,2024-09-22 07:29:00,0.003981118414408402
period1,sc01,t0140,Node2,Node3,c1,2024-09-22 07:29:00,1.6815350950549757e-07
period1,sc01,t0140,Node1,Node2,c2,2024-09-22 07:29:00,0.003981118414408402
period1,sc01,t0141,Node1,Node2,c1,2024-09-22 08:29:00,0.003981118414408402
period1,sc01,t0141,Node2,Node3,c1,2024-09-22 08:29:00,1.6815350950549757e-07
period1,sc01,t0141,Node1,Node2,c2,2024-09-22 08:29:00,0.003981118414408402
period1,sc01,t0142,Node1,Node2,c1,2024-09-22 09:29:00,0.003981118414408402
period1,sc01,t0142,Node2,Node3,c1,2024-09-22 09:29:00,1.6815350950549757e-07
period1,sc01,t0142,Node1,Node2,c2,2024-09-22 09:29:00,0.003981118414408402
period1,sc01,t0143,Node1,Node2,c1,2024-09-22 10:29:00,0.003981118414408402
period1,sc01,t0143,Node2,Node3,c1,2024-09-22 10:29:00,1.6815350950549757e-07
period1,sc01,t0143,Node1,Node2,c2,2024-09-22 10:29:00,0.003981118414408402
period1,sc01,t0144,Node1,Node2,c1,2024-09-22 11:29:00,0.003981118414408402
period1,sc01,t0144,Node2,Node3,c1,2024-09-22 11:29:00,1.6815350950549757e-07
period1,sc01,t0144,Node1,Node2,c2,2024-09-22 11:29:00,0.003981118414408402
period1,sc01,t0145,Node1,Node2,c1,2024-09-22 12:29:00,0.003981118414408402
period1,sc01,t0145,Node2,Node3,c1,2024-09-22 12:29:00,1.6815350950549757e-07
period1,sc01,t0145,Node1,Node2,c2,2024-09-22 12:29:00,0.003981118414408402
period1,sc01,t0146,Node1,Node2,c1,2024-09-22 13:29:00,0.003981118414408402
period1,sc01,t0146,Node2,Node3,c1,2024-09-22 13:29:00,1.6815350950549757e-07
period1,sc01,t0146,Node1,Node2,c2,2024-09-22 13:29:00,0.003981118414408402
period1,sc01,t0147,Node1,Node2,c1,2024-09-22 14:29:00,0.003981118414408402
period1,sc01,t0147,Node2,Node3,c1,2024-09-22 14:29:00,1.6815350950549757e-07
period1,sc01,t0147,Node1,Node2,c2,2024-09-22 14:29:00,0.003981118414408402
period1,sc01,t0148,Node1,Node2,c1,2024-09-22 15:29:00,0.003981118414408402
period1,sc01,t0148,Node2,Node3,c1,2024-09-22 15:29:00,1.6815350950549757e-07
period1,sc01,t0148,Node1,Node2,c2,2024-09-22 15:29:00,0.003981118414408402
period1,sc01,t0149,Node1,Node2,c1,2024-09-22 16:29:00,0.003981118414408402
period1,sc01,t0149,Node2,Node3,c1,2024-09-22 16:29:00,1.6815350950549757e-07
period1,sc01,t0149,Node1,Node2,c2,2024-09-22 16:29:00,0.003981118414408402
period1,sc01,t0150,Node1,Node2,c1,2024-09-22 17:29:00,0.003977483999999976
period1,sc01,t0150,Node2,Node3,c1,2024-09-22 17:29:00,1.6799999999483894e-07
period1,sc01,t0150,Node1,Node2,c2,2024-09-22 17:29:00,0.003977483999999976
period1,sc01,t0151,Node1,Node2,c1,2024-09-22 18:29:00,0.0
period1,sc01,t0151,Node2,Node3,c1,2024-09-22 18:29:00,0.0
period1,sc01,t0151,Node1,Node2,c2,2024-09-22 18:29:00,0.0
period1,sc01,t0152,Node1,Node2,c1,2024-09-22 19:29:00,0.0
period1,sc01,t0152,Node2,Node3,c1,2024-09-22 19:29:00,0.0
period1,sc01,t0152,Node1,Node2,c2,2024-09-22 19:29:00,0.0
period1,sc01,t0153,Node1,Node2,c1,2024-09-22 20:29:00,0.0
period1,sc01,t0153,Node2,Node3,c1,2024-09-22 20:29:00,0.0
period1,sc01,t0153,Node1,Node2,c2,2024-09-22 20:29:00,0.0
period1,sc01,t0154,Node1,Node2,c1,2024-09-22 21:29:00,0.0
period1,sc01,t0154,Node2,Node3,c1,2024-09-22 21:29:00,0.0
period1,sc01,t0154,Node1,Node2,c2,2024-09-22 21:29:00,0.0
period1,sc01,t0155,Node1,Node2,c1,2024-09-22 22:29:00,0.0
period1,sc01,t0155,Node2,Node3,c1,2024-09-22 22:29:00,0.0
period1,sc01,t0155,Node1,Node2,c2,2024-09-22 22:29:00,0.0
period1,sc01,t0156,Node1,Node2,c1,2024-09-22 23:29:00,0.0
period1,sc01,t0156,Node2,Node3,c1,2024-09-22 23:29:00,0.0
period1,sc01,t0156,Node1,Node2,c2,2024-09-22 23:29:00,0.0
period1,sc01,t0157,Node1,Node2,c1,2024-09-23 00:29:00,0.0
period1,sc01,t0157,Node2,Node3,c1,2024-09-23 00:29:00,0.0
period1,sc01,t0157,Node1,Node2,c2,2024-09-23 00:29:00,0.0
period1,sc01,t0158,Node1,Node2,c1,2024-09-23 01:29:00,0.0
period1,sc01,t0158,Node2,Node3,c1,2024-09-23 01:29:00,0.0
period1,sc01,t0158,Node1,Node2,c2,2024-09-23 01:29:00,0.0
period1,sc01,t0159,Node1,Node2,c1,2024-09-23 02:29:00,0.0
period1,sc01,t0159,Node2,Node3,c1,2024-09-23 02:29:00,0.0
period1,sc01,t0159,Node1,Node2,c2,2024-09-23 02:29:00,0.0
period1,sc01,t0160,Node1,Node2,c1,2024-09-23 03:29:00,0.0
period1,sc01,t0160,Node2,Node3,c1,2024-09-23 03:29:00,0.0
period1,sc01,t0160,Node1,Node2,c2,2024-09-23 03:29:00,0.0
period1,sc01,t0161,Node1,Node2,c1,2024-09-23 04:29:00,0.0
period1,sc01,t0161,Node2,Node3,c1,2024-09-23 04:29:00,0.0
period1,sc01,t0161,Node1,Node2,c2,2024-09-23 04:29:00,0.0
period1,sc01,t0162,Node1,Node2,c1,2024-09-23 05:29:00,0.0
period1,sc01,t0162,Node2,Node3,c1,2024-09-23 05:29:00,0.0
period1,sc01,t0162,Node1,Node2,c2,2024-09-23 05:29:00,0.0
period1,sc01,t0163,Node1,Node2,c1,2024-09-23 06:29:00,0.0
period1,sc01,t0163,Node2,Node3,c1,2024-09-23 06:29:00,0.0
period1,sc01,t0163,Node1,Node2,c2,2024-09-23 06:29:00,0.0
period1,sc01,t0164,Node1,Node2,c1,2024-09-23 07:29:00,0.0
period1,sc01,t0164,Node2,Node3,c1,2024-09-23 07:29:00,0.0
period1,sc01,t0164,Node1,Node2,c2,2024-09-23 07:29:00,0.0
period1,sc01,t0165,Node1,Node2,c1,2024-09-23 08:29:00,0.0
period1,sc01,t0165,Node2,Node3,c1,2024-09-23 08:29:00,0.0
period1,sc01,t0165,Node1,Node2,c2,2024-09-23 08:29:00,0.0
period1,sc01,t0166,Node1,Node2,c1,2024-09-23 09:29:00,0.0
period1,sc01,t0166,Node2,Node3,c1,2024-09-23 09:29:00,0.0
period1,sc01,t0166,Node1,Node2,c2,2024-09-23 09:29:00,0.0
period1,sc01,t0167,Node1,Node2,c1,2024-09-23 10:29:00,0.0
period1,sc01,t0167,Node2,Node3,c1,2024-09-23 10:29:00,0.0
period1,sc01,t0167,Node1,Node2,c2,2024-09-23 10:29:00,0.0
period1,sc01,t0168,Node1,Node2,c1,2024-09-23 11:29:00,0.0
period1,sc01,t0168,Node2,Node3,c1,2024-09-23 11:29:00,0.0
period1,sc01,t0168,Node1,Node2,c2,2024-09-23 11:29:00,0.0
