Period,Scenario,LoadLevel,Component,Date,MEUR
period1,sc01,t0075,TotalGCost,2024-09-19 14:29:00,9.94125182701094e-05
period1,sc01,t0075,TotalECost,2024-09-19 14:29:00,0.0
period1,sc01,t0075,TotalCCost,2024-09-19 14:29:00,0.0
period1,sc01,t0075,TotalRCost,2024-09-19 14:29:00,-0.0
period1,sc01,t0076,TotalMCost,2024-09-19 15:29:00,-0.0005120666099394033
period1,sc01,t0076,TotalGCost,2024-09-19 15:29:00,9.83581049101094e-05
period1,sc01,t0076,TotalECost,2024-09-19 15:29:00,0.0
period1,sc01,t0076,TotalCCost,2024-09-19 15:29:00,0.0
period1,sc01,t0076,TotalRCost,2024-09-19 15:29:00,-0.0
period1,sc01,t0077,TotalMCost,2024-09-19 16:29:00,-0.00046268126392863074
period1,sc01,t0077,TotalGCost,2024-09-19 16:29:00,9.73790067901094e-05
period1,sc01,t0077,TotalECost,2024-09-19 16:29:00,0.0
period1,sc01,t0077,TotalCCost,2024-09-19 16:29:00,0.0
period1,sc01,t0077,TotalRCost,2024-09-19 16:29:00,-0.0
period1,sc01,t0078,TotalMCost,2024-09-19 17:29:00,-0.0036459840797845467
period1,sc01,t0078,TotalGCost,2024-09-19 17:29:00,9.730369155010939e-05
period1,sc01,t0078,TotalECost,2024-09-19 17:29:00,0.0
period1,sc01,t0078,TotalCCost,2024-09-19 17:29:00,0.0
period1,sc01,t0078,TotalRCost,2024-09-19 17:29:00,-0.0
period1,sc01,t0079,TotalMCost,2024-09-19 18:29:00,-0.0038584278009089375
period1,sc01,t0079,TotalGCost,2024-09-19 18:29:00,9.62492781901094e-05
period1,sc01,t0079,TotalECost,2024-09-19 18:29:00,0.0
period1,sc01,t0079,TotalCCost,2024-09-19 18:29:00,0.0
period1,sc01,t0079,TotalRCost,2024-09-19 18:29:00,-0.0
period1,sc01,t0080,TotalMCost,2024-09-19 19:29:00,-0.0037720613006631872
period1,sc01,t0080,TotalGCost,2024-09-19 19:29:00,9.459234291010941e-05
period1,sc01,t0080,TotalECost,2024-09-19 19:29:00,0.0
period1,sc01,t0080,TotalCCost,2024-09-19 19:29:00,0.0
period1,sc01,t0080,TotalRCost,2024-09-19 19:29:00,-0.0
period1,sc01,t0081,TotalMCost,2024-09-19 20:29:00,-0.0034960996409442845
period1,sc01,t0081,TotalGCost,2024-09-19 20:29:00,9.10525266301094e-05
period1,sc01,t0081,TotalECost,2024-09-19 20:29:00,0.0
period1,sc01,t0081,TotalCCost,2024-09-19 20:29:00,0.0
period1,sc01,t0081,TotalRCost,2024-09-19 20:29:00,-0.0
period1,sc01,t0082,TotalMCost,2024-09-19 21:29:00,-0.003582934960944285
period1,sc01,t0082,TotalGCost,2024-09-19 21:29:00,8.472604647010939e-05
period1,sc01,t0082,TotalECost,2024-09-19 21:29:00,0.0
period1,sc01,t0082,TotalCCost,2024-09-19 21:29:00,0.0
period1,sc01,t0082,TotalRCost,2024-09-19 21:29:00,-0.0
period1,sc01,t0083,TotalMCost,2024-09-19 22:29:00,-0.00298992194409022
period1,sc01,t0083,TotalGCost,2024-09-19 22:29:00,8.63076665101094e-05
period1,sc01,t0083,TotalECost,2024-09-19 22:29:00,0.0
period1,sc01,t0083,TotalCCost,2024-09-19 22:29:00,0.0
period1,sc01,t0083,TotalRCost,2024-09-19 22:29:00,-0.0
period1,sc01,t0084,TotalMCost,2024-09-19 23:29:00,-0.0027128359146145428
period1,sc01,t0084,TotalGCost,2024-09-19 23:29:00,8.35210026301094e-05
period1,sc01,t0084,TotalECost,2024-09-19 23:29:00,0.0
period1,sc01,t0084,TotalCCost,2024-09-19 23:29:00,0.0
period1,sc01,t0084,TotalRCost,2024-09-19 23:29:00,-0.0
period1,sc01,t0085,TotalMCost,2024-09-20 00:29:00,-0.002304416753550749
period1,sc01,t0085,TotalGCost,2024-09-20 00:29:00,7.960461015010941e-05
period1,sc01,t0085,TotalECost,2024-09-20 00:29:00,0.0
period1,sc01,t0085,TotalCCost,2024-09-20 00:29:00,0.0
period1,sc01,t0085,TotalRCost,2024-09-20 00:29:00,-0.0
period1,sc01,t0086,TotalMCost,2024-09-20 01:29:00,-0.0020797390232873245
period1,sc01,t0086,TotalGCost,2024-09-20 01:29:00,7.72698377101094e-05
period1,sc01,t0086,TotalECost,2024-09-20 01:29:00,0.0
period1,sc01,t0086,TotalCCost,2024-09-20 01:29:00,0.0
period1,sc01,t0086,TotalRCost,2024-09-20 01:29:00,-0.0
period1,sc01,t0087,TotalMCost,2024-09-20 02:29:00,-0.001978556400908938
period1,sc01,t0087,TotalGCost,2024-09-20 02:29:00,7.644137007010941e-05
period1,sc01,t0087,TotalECost,2024-09-20 02:29:00,0.0
period1,sc01,t0087,TotalCCost,2024-09-20 02:29:00,0.0
period1,sc01,t0087,TotalRCost,2024-09-20 02:29:00,-0.0
period1,sc01,t0088,TotalMCost,2024-09-20 03:29:00,-0.0019499652009089374
period1,sc01,t0088,TotalGCost,2024-09-20 03:29:00,7.614010911010942e-05
period1,sc01,t0088,TotalECost,2024-09-20 03:29:00,0.0
period1,sc01,t0088,TotalCCost,2024-09-20 03:29:00,0.0
period1,sc01,t0088,TotalRCost,2024-09-20 03:29:00,-0.0
period1,sc01,t0089,TotalMCost,2024-09-20 04:29:00,-0.001971346398287325
period1,sc01,t0089,TotalGCost,2024-09-20 04:29:00,7.614010911010942e-05
period1,sc01,t0089,TotalECost,2024-09-20 04:29:00,0.0
period1,sc01,t0089,TotalCCost,2024-09-20 04:29:00,0.0
period1,sc01,t0089,TotalRCost,2024-09-20 04:29:00,-0.0
period1,sc01,t0090,TotalMCost,2024-09-20 05:29:00,-0.005660480650944286
period1,sc01,t0090,TotalGCost,2024-09-20 05:29:00,7.696857675010941e-05
period1,sc01,t0090,TotalECost,2024-09-20 05:29:00,0.0
period1,sc01,t0090,TotalCCost,2024-09-20 05:29:00,0.0
period1,sc01,t0090,TotalRCost,2024-09-20 05:29:00,-0.0
period1,sc01,t0091,TotalMCost,2024-09-20 06:29:00,-0.005587742612534928
period1,sc01,t0091,TotalGCost,2024-09-20 06:29:00,7.553758719010941e-05
period1,sc01,t0091,TotalECost,2024-09-20 06:29:00,0.0
period1,sc01,t0091,TotalCCost,2024-09-20 06:29:00,0.0
period1,sc01,t0091,TotalRCost,2024-09-20 06:29:00,-0.0
period1,sc01,t0092,TotalMCost,2024-09-20 07:29:00,-0.0016638286746170669
period1,sc01,t0092,TotalGCost,2024-09-20 07:29:00,7.26756080701094e-05
period1,sc01,t0092,TotalECost,2024-09-20 07:29:00,0.0
period1,sc01,t0092,TotalCCost,2024-09-20 07:29:00,0.0
period1,sc01,t0092,TotalRCost,2024-09-20 07:29:00,-0.0
period1,sc01,t0093,TotalMCost,2024-09-20 08:29:00,-0.0013628465774920041
period1,sc01,t0093,TotalGCost,2024-09-20 08:29:00,6.98889441901094e-05
period1,sc01,t0093,TotalECost,2024-09-20 08:29:00,0.0
period1,sc01,t0093,TotalCCost,2024-09-20 08:29:00,0.0
period1,sc01,t0093,TotalRCost,2024-09-20 08:29:00,-0.0
period1,sc01,t0094,TotalMCost,2024-09-20 09:29:00,-0.0012617726945968687
period1,sc01,t0094,TotalGCost,2024-09-20 09:29:00,6.88345308301094e-05
period1,sc01,t0094,TotalECost,2024-09-20 09:29:00,0.0
period1,sc01,t0094,TotalCCost,2024-09-20 09:29:00,0.0
period1,sc01,t0094,TotalRCost,2024-09-20 09:29:00,-0.0
period1,sc01,t0095,TotalMCost,2024-09-20 10:29:00,-0.0012452793303795655
period1,sc01,t0095,TotalGCost,2024-09-20 10:29:00,6.87592155901094e-05
period1,sc01,t0095,TotalECost,2024-09-20 10:29:00,0.0
period1,sc01,t0095,TotalCCost,2024-09-20 10:29:00,0.0
period1,sc01,t0095,TotalRCost,2024-09-20 10:29:00,-0.0
period1,sc01,t0096,TotalMCost,2024-09-20 11:29:00,-0.00489339742411042
period1,sc01,t0096,TotalGCost,2024-09-20 11:29:00,6.87592155901094e-05
period1,sc01,t0096,TotalECost,2024-09-20 11:29:00,0.0
period1,sc01,t0096,TotalCCost,2024-09-20 11:29:00,0.0
period1,sc01,t0096,TotalRCost,2024-09-20 11:29:00,-0.0
period1,sc01,t0097,TotalMCost,2024-09-20 12:29:00,-0.001291363040397239
period1,sc01,t0097,TotalGCost,2024-09-20 12:29:00,6.89851613101094e-05
period1,sc01,t0097,TotalECost,2024-09-20 12:29:00,0.0
period1,sc01,t0097,TotalCCost,2024-09-20 12:29:00,0.0
period1,sc01,t0097,TotalRCost,2024-09-20 12:29:00,-0.0
period1,sc01,t0098,TotalMCost,2024-09-20 13:29:00,-0.0013928322190624467
period1,sc01,t0098,TotalGCost,2024-09-20 13:29:00,7.034083563010941e-05
period1,sc01,t0098,TotalECost,2024-09-20 13:29:00,0.0
period1,sc01,t0098,TotalCCost,2024-09-20 13:29:00,0.0
period1,sc01,t0098,TotalRCost,2024-09-20 13:29:00,-0.0
period1,sc01,t0099,TotalMCost,2024-09-20 14:29:00,-0.0014677253692980975
period1,sc01,t0099,TotalGCost,2024-09-20 14:29:00,7.16211947101094e-05
period1,sc01,t0099,TotalECost,2024-09-20 14:29:00,0.0
period1,sc01,t0099,TotalCCost,2024-09-20 14:29:00,0.0
period1,sc01,t0099,TotalRCost,2024-09-20 14:29:00,-0.0
period1,sc01,t0100,TotalMCost,2024-09-20 15:29:00,-0.001354885314533748
period1,sc01,t0100,TotalGCost,2024-09-20 15:29:00,7.086804231010941e-05
period1,sc01,t0100,TotalECost,2024-09-20 15:29:00,0.0
period1,sc01,t0100,TotalCCost,2024-09-20 15:29:00,0.0
period1,sc01,t0100,TotalRCost,2024-09-20 15:29:00,-0.0
period1,sc01,t0101,TotalMCost,2024-09-20 16:29:00,0.0
period1,sc01,t0101,TotalGCost,2024-09-20 16:29:00,6.98889441901094e-05
period1,sc01,t0101,TotalECost,2024-09-20 16:29:00,0.0
period1,sc01,t0101,TotalCCost,2024-09-20 16:29:00,0.0
period1,sc01,t0101,TotalRCost,2024-09-20 16:29:00,-0.0
period1,sc01,t0102,TotalMCost,2024-09-20 17:29:00,0.0
period1,sc01,t0102,TotalGCost,2024-09-20 17:29:00,6.906047655010941e-05
period1,sc01,t0102,TotalECost,2024-09-20 17:29:00,0.0
period1,sc01,t0102,TotalCCost,2024-09-20 17:29:00,0.0
period1,sc01,t0102,TotalRCost,2024-09-20 17:29:00,-0.0
period1,sc01,t0103,TotalMCost,2024-09-20 18:29:00,-0.0011296507787308529
period1,sc01,t0103,TotalGCost,2024-09-20 18:29:00,6.85332698701094e-05
period1,sc01,t0103,TotalECost,2024-09-20 18:29:00,0.0
period1,sc01,t0103,TotalCCost,2024-09-20 18:29:00,0.0
period1,sc01,t0103,TotalRCost,2024-09-20 18:29:00,-0.0
period1,sc01,t0104,TotalMCost,2024-09-20 19:29:00,0.0
period1,sc01,t0104,TotalGCost,2024-09-20 19:29:00,6.740354127010941e-05
period1,sc01,t0104,TotalECost,2024-09-20 19:29:00,0.0
period1,sc01,t0104,TotalCCost,2024-09-20 19:29:00,0.0
period1,sc01,t0104,TotalRCost,2024-09-20 19:29:00,-0.0
period1,sc01,t0105,TotalMCost,2024-09-20 20:29:00,-0.0009636990714155862
period1,sc01,t0105,TotalGCost,2024-09-20 20:29:00,6.597255171010941e-05
period1,sc01,t0105,TotalECost,2024-09-20 20:29:00,0.0
period1,sc01,t0105,TotalCCost,2024-09-20 20:29:00,0.0
period1,sc01,t0105,TotalRCost,2024-09-20 20:29:00,-0.0
period1,sc01,t0106,TotalMCost,2024-09-20 21:29:00,-0.0025073645715886135
period1,sc01,t0106,TotalGCost,2024-09-20 21:29:00,6.07004849101094e-05
period1,sc01,t0106,TotalECost,2024-09-20 21:29:00,0.0
period1,sc01,t0106,TotalCCost,2024-09-20 21:29:00,0.0
period1,sc01,t0106,TotalRCost,2024-09-20 21:29:00,-0.0
period1,sc01,t0107,TotalMCost,2024-09-20 22:29:00,-0.00026963958643325977
period1,sc01,t0107,TotalGCost,2024-09-20 22:29:00,5.84410277101094e-05
period1,sc01,t0107,TotalECost,2024-09-20 22:29:00,0.0
period1,sc01,t0107,TotalCCost,2024-09-20 22:29:00,0.0
period1,sc01,t0107,TotalRCost,2024-09-20 22:29:00,-0.0
period1,sc01,t0108,TotalMCost,2024-09-20 23:29:00,-0.00014713238879397343
period1,sc01,t0108,TotalGCost,2024-09-20 23:29:00,5.7160668630109404e-05
period1,sc01,t0108,TotalECost,2024-09-20 23:29:00,0.0
period1,sc01,t0108,TotalCCost,2024-09-20 23:29:00,0.0
period1,sc01,t0108,TotalRCost,2024-09-20 23:29:00,-0.0
period1,sc01,t0109,TotalMCost,2024-09-21 00:29:00,-2.5456842955730698e-05
period1,sc01,t0109,TotalGCost,2024-09-21 00:29:00,5.58803095501094e-05
period1,sc01,t0109,TotalECost,2024-09-21 00:29:00,0.0
period1,sc01,t0109,TotalCCost,2024-09-21 00:29:00,0.0
period1,sc01,t0109,TotalRCost,2024-09-21 00:29:00,-0.0
period1,sc01,t0110,TotalMCost,2024-09-21 01:29:00,0.0
period1,sc01,t0110,TotalGCost,2024-09-21 01:29:00,5.52777876301094e-05
period1,sc01,t0110,TotalECost,2024-09-21 01:29:00,0.0
period1,sc01,t0110,TotalCCost,2024-09-21 01:29:00,0.0
period1,sc01,t0110,TotalRCost,2024-09-21 01:29:00,-0.0
period1,sc01,t0111,TotalMCost,2024-09-21 02:29:00,0.0
period1,sc01,t0111,TotalGCost,2024-09-21 02:29:00,5.52024723901094e-05
period1,sc01,t0111,TotalECost,2024-09-21 02:29:00,0.0
period1,sc01,t0111,TotalCCost,2024-09-21 02:29:00,0.0
period1,sc01,t0111,TotalRCost,2024-09-21 02:29:00,-0.0
period1,sc01,t0112,TotalMCost,2024-09-21 03:29:00,0.0
period1,sc01,t0112,TotalGCost,2024-09-21 03:29:00,5.45246352301094e-05
period1,sc01,t0112,TotalECost,2024-09-21 03:29:00,0.0
period1,sc01,t0112,TotalCCost,2024-09-21 03:29:00,0.0
period1,sc01,t0112,TotalRCost,2024-09-21 03:29:00,-0.0
period1,sc01,t0113,TotalMCost,2024-09-21 04:29:00,0.0
period1,sc01,t0113,TotalGCost,2024-09-21 04:29:00,5.30936456701094e-05
period1,sc01,t0113,TotalECost,2024-09-21 04:29:00,0.0
period1,sc01,t0113,TotalCCost,2024-09-21 04:29:00,0.0
period1,sc01,t0113,TotalRCost,2024-09-21 04:29:00,-0.0
period1,sc01,t0114,TotalMCost,2024-09-21 05:29:00,0.0
period1,sc01,t0114,TotalGCost,2024-09-21 05:29:00,5.21145475501094e-05
period1,sc01,t0114,TotalECost,2024-09-21 05:29:00,0.0
period1,sc01,t0114,TotalCCost,2024-09-21 05:29:00,0.0
period1,sc01,t0114,TotalRCost,2024-09-21 05:29:00,-0.0
period1,sc01,t0115,TotalMCost,2024-09-21 06:29:00,0.0
period1,sc01,t0115,TotalGCost,2024-09-21 06:29:00,5.1963917070109404e-05
period1,sc01,t0115,TotalECost,2024-09-21 06:29:00,0.0
period1,sc01,t0115,TotalCCost,2024-09-21 06:29:00,0.0
period1,sc01,t0115,TotalRCost,2024-09-21 06:29:00,-0.0
period1,sc01,t0116,TotalMCost,2024-09-21 07:29:00,0.0
period1,sc01,t0116,TotalGCost,2024-09-21 07:29:00,5.30183304301094e-05
period1,sc01,t0116,TotalECost,2024-09-21 07:29:00,0.0
period1,sc01,t0116,TotalCCost,2024-09-21 07:29:00,0.0
period1,sc01,t0116,TotalRCost,2024-09-21 07:29:00,-0.0
period1,sc01,t0117,TotalMCost,2024-09-21 08:29:00,0.0
period1,sc01,t0117,TotalGCost,2024-09-21 08:29:00,5.4976526670109404e-05
period1,sc01,t0117,TotalECost,2024-09-21 08:29:00,0.0
period1,sc01,t0117,TotalCCost,2024-09-21 08:29:00,0.0
period1,sc01,t0117,TotalRCost,2024-09-21 08:29:00,-0.0
period1,sc01,t0118,TotalMCost,2024-09-21 09:29:00,-0.00010174802613701328
period1,sc01,t0118,TotalGCost,2024-09-21 09:29:00,5.67087771901094e-05
period1,sc01,t0118,TotalECost,2024-09-21 09:29:00,0.0
period1,sc01,t0118,TotalCCost,2024-09-21 09:29:00,0.0
period1,sc01,t0118,TotalRCost,2024-09-21 09:29:00,-0.0
period1,sc01,t0119,TotalMCost,2024-09-21 10:29:00,-0.00018248192715031083
period1,sc01,t0119,TotalGCost,2024-09-21 10:29:00,5.76878753101094e-05
period1,sc01,t0119,TotalECost,2024-09-21 10:29:00,0.0
period1,sc01,t0119,TotalCCost,2024-09-21 10:29:00,0.0
period1,sc01,t0119,TotalRCost,2024-09-21 10:29:00,-0.0
period1,sc01,t0120,TotalMCost,2024-09-21 11:29:00,-0.00019856615216293493
period1,sc01,t0120,TotalGCost,2024-09-21 11:29:00,5.78385057901094e-05
period1,sc01,t0120,TotalECost,2024-09-21 11:29:00,0.0
period1,sc01,t0120,TotalCCost,2024-09-21 11:29:00,0.0
period1,sc01,t0120,TotalRCost,2024-09-21 11:29:00,-0.0
period1,sc01,t0121,TotalMCost,2024-09-21 12:29:00,0.0
period1,sc01,t0121,TotalGCost,2024-09-21 12:29:00,5.73866143501094e-05
period1,sc01,t0121,TotalECost,2024-09-21 12:29:00,0.0
period1,sc01,t0121,TotalCCost,2024-09-21 12:29:00,0.0
period1,sc01,t0121,TotalRCost,2024-09-21 12:29:00,-0.0
period1,sc01,t0122,TotalMCost,2024-09-21 13:29:00,0.0
period1,sc01,t0122,TotalGCost,2024-09-21 13:29:00,5.66334619501094e-05
period1,sc01,t0122,TotalECost,2024-09-21 13:29:00,0.0
period1,sc01,t0122,TotalCCost,2024-09-21 13:29:00,0.0
period1,sc01,t0122,TotalRCost,2024-09-21 13:29:00,-0.0
period1,sc01,t0123,TotalMCost,2024-09-21 14:29:00,0.002986132214991164
period1,sc01,t0123,TotalGCost,2024-09-21 14:29:00,5.58049943101094e-05
period1,sc01,t0123,TotalECost,2024-09-21 14:29:00,0.0
period1,sc01,t0123,TotalCCost,2024-09-21 14:29:00,0.0
period1,sc01,t0123,TotalRCost,2024-09-21 14:29:00,-0.0
period1,sc01,t0124,TotalMCost,2024-09-21 15:29:00,0.0013148026646520713
period1,sc01,t0124,TotalGCost,2024-09-21 15:29:00,5.4901211430109404e-05
period1,sc01,t0124,TotalECost,2024-09-21 15:29:00,0.0
period1,sc01,t0124,TotalCCost,2024-09-21 15:29:00,0.0
period1,sc01,t0124,TotalRCost,2024-09-21 15:29:00,-0.0
period1,sc01,t0125,TotalMCost,2024-09-21 16:29:00,0.0029481250000000002
period1,sc01,t0125,TotalGCost,2024-09-21 16:29:00,5.44493199901094e-05
period1,sc01,t0125,TotalECost,2024-09-21 16:29:00,0.0
period1,sc01,t0125,TotalCCost,2024-09-21 16:29:00,0.0
period1,sc01,t0125,TotalRCost,2024-09-21 16:29:00,-0.0
period1,sc01,t0126,TotalMCost,2024-09-21 17:29:00,0.0030118750000000002
period1,sc01,t0126,TotalGCost,2024-09-21 17:29:00,5.45246352301094e-05
period1,sc01,t0126,TotalECost,2024-09-21 17:29:00,0.0
period1,sc01,t0126,TotalCCost,2024-09-21 17:29:00,0.0
period1,sc01,t0126,TotalRCost,2024-09-21 17:29:00,-0.0
period1,sc01,t0127,TotalMCost,2024-09-21 18:29:00,4.717148600824839e-05
period1,sc01,t0127,TotalGCost,2024-09-21 18:29:00,5.50518419101094e-05
period1,sc01,t0127,TotalECost,2024-09-21 18:29:00,0.0
period1,sc01,t0127,TotalCCost,2024-09-21 18:29:00,0.0
period1,sc01,t0127,TotalRCost,2024-09-21 18:29:00,-0.0
period1,sc01,t0128,TotalMCost,2024-09-21 19:29:00,0.0
period1,sc01,t0128,TotalGCost,2024-09-21 19:29:00,5.60309400301094e-05
period1,sc01,t0128,TotalECost,2024-09-21 19:29:00,0.0
period1,sc01,t0128,TotalCCost,2024-09-21 19:29:00,0.0
period1,sc01,t0128,TotalRCost,2024-09-21 19:29:00,-0.0
period1,sc01,t0129,TotalMCost,2024-09-21 20:29:00,0.0
period1,sc01,t0129,TotalGCost,2024-09-21 20:29:00,5.7010038150109406e-05
period1,sc01,t0129,TotalECost,2024-09-21 20:29:00,0.0
period1,sc01,t0129,TotalCCost,2024-09-21 20:29:00,0.0
period1,sc01,t0129,TotalRCost,2024-09-21 20:29:00,-0.0
period1,sc01,t0130,TotalMCost,2024-09-21 21:29:00,0.0
period1,sc01,t0130,TotalGCost,2024-09-21 21:29:00,5.54284181101094e-05
period1,sc01,t0130,TotalECost,2024-09-21 21:29:00,0.0
period1,sc01,t0130,TotalCCost,2024-09-21 21:29:00,0.0
period1,sc01,t0130,TotalRCost,2024-09-21 21:29:00,-0.0
period1,sc01,t0131,TotalMCost,2024-09-21 22:29:00,0.0
period1,sc01,t0131,TotalGCost,2024-09-21 22:29:00,5.3319591390109405e-05
period1,sc01,t0131,TotalECost,2024-09-21 22:29:00,0.0
period1,sc01,t0131,TotalCCost,2024-09-21 22:29:00,0.0
period1,sc01,t0131,TotalRCost,2024-09-21 22:29:00,-0.0
period1,sc01,t0132,TotalMCost,2024-09-21 23:29:00,0.0
period1,sc01,t0132,TotalGCost,2024-09-21 23:29:00,5.53531028701094e-05
period1,sc01,t0132,TotalECost,2024-09-21 23:29:00,0.0
period1,sc01,t0132,TotalCCost,2024-09-21 23:29:00,0.0
period1,sc01,t0132,TotalRCost,2024-09-21 23:29:00,-0.0
period1,sc01,t0133,TotalMCost,2024-09-22 00:29:00,-0.00011391122928294846
period1,sc01,t0133,TotalGCost,2024-09-22 00:29:00,5.68594076701094e-05
period1,sc01,t0133,TotalECost,2024-09-22 00:29:00,0.0
period1,sc01,t0133,TotalCCost,2024-09-22 00:29:00,0.0
period1,sc01,t0133,TotalRCost,2024-09-22 00:29:00,-0.0
period1,sc01,t0134,TotalMCost,2024-09-22 01:29:00,-0.0001458636305874426
period1,sc01,t0134,TotalGCost,2024-09-22 01:29:00,5.7235983870109403e-05
period1,sc01,t0134,TotalECost,2024-09-22 01:29:00,0.0
period1,sc01,t0134,TotalCCost,2024-09-22 01:29:00,0.0
period1,sc01,t0134,TotalRCost,2024-09-22 01:29:00,-0.0
period1,sc01,t0135,TotalMCost,2024-09-22 02:29:00,0.0
period1,sc01,t0135,TotalGCost,2024-09-22 02:29:00,5.76878753101094e-05
period1,sc01,t0135,TotalECost,2024-09-22 02:29:00,0.0
period1,sc01,t0135,TotalCCost,2024-09-22 02:29:00,0.0
period1,sc01,t0135,TotalRCost,2024-09-22 02:29:00,-0.0
period1,sc01,t0136,TotalMCost,2024-09-22 03:29:00,0.0
period1,sc01,t0136,TotalGCost,2024-09-22 03:29:00,5.90435496301094e-05
period1,sc01,t0136,TotalECost,2024-09-22 03:29:00,0.0
period1,sc01,t0136,TotalCCost,2024-09-22 03:29:00,0.0
period1,sc01,t0136,TotalRCost,2024-09-22 03:29:00,-0.0
period1,sc01,t0137,TotalMCost,2024-09-22 04:29:00,-0.0006151608329481562
period1,sc01,t0137,TotalGCost,2024-09-22 04:29:00,6.25833659101094e-05
period1,sc01,t0137,TotalECost,2024-09-22 04:29:00,0.0
period1,sc01,t0137,TotalCCost,2024-09-22 04:29:00,0.0
period1,sc01,t0137,TotalRCost,2024-09-22 04:29:00,-0.0
period1,sc01,t0138,TotalMCost,2024-09-22 05:29:00,-0.0009560990848426185
period1,sc01,t0138,TotalGCost,2024-09-22 05:29:00,6.58219212301094e-05
period1,sc01,t0138,TotalECost,2024-09-22 05:29:00,0.0
period1,sc01,t0138,TotalCCost,2024-09-22 05:29:00,0.0
period1,sc01,t0138,TotalRCost,2024-09-22 05:29:00,-0.0
period1,sc01,t0139,TotalMCost,2024-09-22 06:29:00,-0.0009536864851035174
period1,sc01,t0139,TotalGCost,2024-09-22 06:29:00,6.58219212301094e-05
period1,sc01,t0139,TotalECost,2024-09-22 06:29:00,0.0
period1,sc01,t0139,TotalCCost,2024-09-22 06:29:00,0.0
period1,sc01,t0139,TotalRCost,2024-09-22 06:29:00,-0.0
period1,sc01,t0140,TotalMCost,2024-09-22 07:29:00,-0.000799079422193233
period1,sc01,t0140,TotalGCost,2024-09-22 07:29:00,6.431561643010941e-05
period1,sc01,t0140,TotalECost,2024-09-22 07:29:00,0.0
period1,sc01,t0140,TotalCCost,2024-09-22 07:29:00,0.0
period1,sc01,t0140,TotalRCost,2024-09-22 07:29:00,-0.0
period1,sc01,t0141,TotalMCost,2024-09-22 08:29:00,-0.0018122780260225514
period1,sc01,t0141,TotalGCost,2024-09-22 08:29:00,6.205615923010941e-05
period1,sc01,t0141,TotalECost,2024-09-22 08:29:00,0.0
period1,sc01,t0141,TotalCCost,2024-09-22 08:29:00,0.0
period1,sc01,t0141,TotalRCost,2024-09-22 08:29:00,-0.0
period1,sc01,t0142,TotalMCost,2024-09-22 09:29:00,-0.00040865762853054975
period1,sc01,t0142,TotalGCost,2024-09-22 09:29:00,5.99473325101094e-05
period1,sc01,t0142,TotalECost,2024-09-22 09:29:00,0.0
period1,sc01,t0142,TotalCCost,2024-09-22 09:29:00,0.0
period1,sc01,t0142,TotalRCost,2024-09-22 09:29:00,-0.0
period1,sc01,t0143,TotalMCost,2024-09-22 10:29:00,-0.0002651331061319637
period1,sc01,t0143,TotalGCost,2024-09-22 10:29:00,5.8516342950109405e-05
period1,sc01,t0143,TotalECost,2024-09-22 10:29:00,0.0
period1,sc01,t0143,TotalCCost,2024-09-22 10:29:00,0.0
period1,sc01,t0143,TotalRCost,2024-09-22 10:29:00,-0.0
period1,sc01,t0144,TotalMCost,2024-09-22 11:29:00,0.0
period1,sc01,t0144,TotalGCost,2024-09-22 11:29:00,5.80644515101094e-05
period1,sc01,t0144,TotalECost,2024-09-22 11:29:00,0.0
period1,sc01,t0144,TotalCCost,2024-09-22 11:29:00,0.0
period1,sc01,t0144,TotalRCost,2024-09-22 11:29:00,-0.0
period1,sc01,t0145,TotalMCost,2024-09-22 12:29:00,0.0
period1,sc01,t0145,TotalGCost,2024-09-22 12:29:00,5.8516342950109405e-05
period1,sc01,t0145,TotalECost,2024-09-22 12:29:00,0.0
period1,sc01,t0145,TotalCCost,2024-09-22 12:29:00,0.0
period1,sc01,t0145,TotalRCost,2024-09-22 12:29:00,-0.0
period1,sc01,t0146,TotalMCost,2024-09-22 13:29:00,0.0
period1,sc01,t0146,TotalGCost,2024-09-22 13:29:00,5.91188648701094e-05
period1,sc01,t0146,TotalECost,2024-09-22 13:29:00,0.0
period1,sc01,t0146,TotalCCost,2024-09-22 13:29:00,0.0
period1,sc01,t0146,TotalRCost,2024-09-22 13:29:00,-0.0
period1,sc01,t0147,TotalMCost,2024-09-22 14:29:00,0.0
period1,sc01,t0147,TotalGCost,2024-09-22 14:29:00,5.91188648701094e-05
period1,sc01,t0147,TotalECost,2024-09-22 14:29:00,0.0
period1,sc01,t0147,TotalCCost,2024-09-22 14:29:00,0.0
period1,sc01,t0147,TotalRCost,2024-09-22 14:29:00,-0.0
period1,sc01,t0148,TotalMCost,2024-09-22 15:29:00,0.0
period1,sc01,t0148,TotalGCost,2024-09-22 15:29:00,5.73112991101094e-05
period1,sc01,t0148,TotalECost,2024-09-22 15:29:00,0.0
period1,sc01,t0148,TotalCCost,2024-09-22 15:29:00,0.0
period1,sc01,t0148,TotalRCost,2024-09-22 15:29:00,-0.0
period1,sc01,t0149,TotalMCost,2024-09-22 16:29:00,6.1126880733463e-05
period1,sc01,t0149,TotalGCost,2024-09-22 16:29:00,5.4901211430109404e-05
period1,sc01,t0149,TotalECost,2024-09-22 16:29:00,0.0
period1,sc01,t0149,TotalCCost,2024-09-22 16:29:00,0.0
period1,sc01,t0149,TotalRCost,2024-09-22 16:29:00,-0.0
