Period,Scenario,LoadLevel,InitialNode,FinalNode,Circuit,Date,MW
period1,sc01,t0106,Node3,Node4,p1,2024-09-20 21:29:00,0.14012792459181972
period1,sc01,t0107,Node2,Node3,p1,2024-09-20 22:29:00,0.14012792459181972
period1,sc01,t0107,Node2,Node4,p1,2024-09-20 22:29:00,-0.0
period1,sc01,t0107,Node3,Node4,p1,2024-09-20 22:29:00,0.14012792459181972
period1,sc01,t0108,Node2,Node3,p1,2024-09-20 23:29:00,0.14012792459181972
period1,sc01,t0108,Node2,Node4,p1,2024-09-20 23:29:00,-0.0
period1,sc01,t0108,Node3,Node4,p1,2024-09-20 23:29:00,0.14012792459181972
period1,sc01,t0109,Node2,Node3,p1,2024-09-21 00:29:00,0.14012792459181972
period1,sc01,t0109,Node2,Node4,p1,2024-09-21 00:29:00,-0.0
period1,sc01,t0109,Node3,Node4,p1,2024-09-21 00:29:00,0.14012792459181972
period1,sc01,t0110,Node2,Node3,p1,2024-09-21 01:29:00,0.14012792459181972
period1,sc01,t0110,Node2,Node4,p1,2024-09-21 01:29:00,-0.0
period1,sc01,t0110,Node3,Node4,p1,2024-09-21 01:29:00,0.14012792459181972
period1,sc01,t0111,Node2,Node3,p1,2024-09-21 02:29:00,0.14012792459181972
period1,sc01,t0111,Node2,Node4,p1,2024-09-21 02:29:00,-0.0
period1,sc01,t0111,Node3,Node4,p1,2024-09-21 02:29:00,0.14012792459181972
period1,sc01,t0112,Node2,Node3,p1,2024-09-21 03:29:00,0.14012792459181972
period1,sc01,t0112,Node2,Node4,p1,2024-09-21 03:29:00,-0.0
period1,sc01,t0112,Node3,Node4,p1,2024-09-21 03:29:00,0.14012792459181972
period1,sc01,t0113,Node2,Node3,p1,2024-09-21 04:29:00,0.14012792459181972
period1,sc01,t0113,Node2,Node4,p1,2024-09-21 04:29:00,-0.0
period1,sc01,t0113,Node3,Node4,p1,2024-09-21 04:29:00,0.14012792459181972
period1,sc01,t0114,Node2,Node3,p1,2024-09-21 05:29:00,0.14012792459181972
period1,sc01,t0114,Node2,Node4,p1,2024-09-21 05:29:00,-0.0
period1,sc01,t0114,Node3,Node4,p1,2024-09-21 05:29:00,0.14012792459181972
period1,sc01,t0115,Node2,Node3,p1,2024-09-21 06:29:00,0.14012792459181972
period1,sc01,t0115,Node2,Node4,p1,2024-09-21 06:29:00,-0.0
period1,sc01,t0115,Node3,Node4,p1,2024-09-21 06:29:00,0.14012792459181972
period1,sc01,t0116,Node2,Node3,p1,2024-09-21 07:29:00,0.14012792459181972
period1,sc01,t0116,Node2,Node4,p1,2024-09-21 07:29:00,-0.0
period1,sc01,t0116,Node3,Node4,p1,2024-09-21 07:29:00,0.1401279245918053
period1,sc01,t0117,Node2,Node3,p1,2024-09-21 08:29:00,0.14012792459181972
period1,sc01,t0117,Node2,Node4,p1,2024-09-21 08:29:00,-0.0
period1,sc01,t0117,Node3,Node4,p1,2024-09-21 08:29:00,0.14012792459181972
period1,sc01,t0118,Node2,Node3,p1,2024-09-21 09:29:00,0.14012792459181972
period1,sc01,t0118,Node2,Node4,p1,2024-09-21 09:29:00,-0.0
period1,sc01,t0118,Node3,Node4,p1,2024-09-21 09:29:00,0.14012792459181972
period1,sc01,t0119,Node2,Node3,p1,2024-09-21 10:29:00,0.14012792459181972
period1,sc01,t0119,Node2,Node4,p1,2024-09-21 10:29:00,-0.0
period1,sc01,t0119,Node3,Node4,p1,2024-09-21 10:29:00,0.14012792459181972
period1,sc01,t0120,Node2,Node3,p1,2024-09-21 11:29:00,0.14012792459181972
period1,sc01,t0120,Node2,Node4,p1,2024-09-21 11:29:00,-0.0
period1,sc01,t0120,Node3,Node4,p1,2024-09-21 11:29:00,0.14012792459181972
period1,sc01,t0121,Node2,Node3,p1,2024-09-21 12:29:00,0.14012792459181972
period1,sc01,t0121,Node2,Node4,p1,2024-09-21 12:29:00,-0.0
period1,sc01,t0121,Node3,Node4,p1,2024-09-21 12:29:00,0.14012792459181972
period1,sc01,t0122,Node2,Node3,p1,2024-09-21 13:29:00,0.14012792459181972
period1,sc01,t0122,Node2,Node4,p1,2024-09-21 13:29:00,-0.0
period1,sc01,t0122,Node3,Node4,p1,2024-09-21 13:29:00,0.14012792459181972
period1,sc01,t0123,Node2,Node3,p1,2024-09-21 14:29:00,0.14012792459181972
period1,sc01,t0123,Node2,Node4,p1,2024-09-21 14:29:00,-0.0
period1,sc01,t0123,Node3,Node4,p1,2024-09-21 14:29:00,0.14012792459181972
period1,sc01,t0124,Node2,Node3,p1,2024-09-21 15:29:00,0.14012792459181972
period1,sc01,t0124,Node2,Node4,p1,2024-09-21 15:29:00,-0.0
period1,sc01,t0124,Node3,Node4,p1,2024-09-21 15:29:00,0.14012792459181972
period1,sc01,t0125,Node2,Node3,p1,2024-09-21 16:29:00,0.14012792459181972
period1,sc01,t0125,Node2,Node4,p1,2024-09-21 16:29:00,-0.0
period1,sc01,t0125,Node3,Node4,p1,2024-09-21 16:29:00,0.14012792459181972
period1,sc01,t0126,Node2,Node3,p1,2024-09-21 17:29:00,0.14012792459181972
period1,sc01,t0126,Node2,Node4,p1,2024-09-21 17:29:00,-0.0
period1,sc01,t0126,Node3,Node4,p1,2024-09-21 17:29:00,0.14012792459181972
period1,sc01,t0127,Node2,Node3,p1,2024-09-21 18:29:00,0.14012792459181972
period1,sc01,t0127,Node2,Node4,p1,2024-09-21 18:29:00,-0.0
period1,sc01,t0127,Node3,Node4,p1,2024-09-21 18:29:00,0.14012792459181972
period1,sc01,t0128,Node2,Node3,p1,2024-09-21 19:29:00,0.14012792459181972
period1,sc01,t0128,Node2,Node4,p1,2024-09-21 19:29:00,-0.0
period1,sc01,t0128,Node3,Node4,p1,2024-09-21 19:29:00,0.14012792459181972
period1,sc01,t0129,Node2,Node3,p1,2024-09-21 20:29:00,0.14012792459181972
period1,sc01,t0129,Node2,Node4,p1,2024-09-21 20:29:00,-0.0
period1,sc01,t0129,Node3,Node4,p1,2024-09-21 20:29:00,0.2601279245918197
period1,sc01,t0130,Node2,Node3,p1,2024-09-21 21:29:00,0.14012792459181972
period1,sc01,t0130,Node2,Node4,p1,2024-09-21 21:29:00,-0.0
period1,sc01,t0130,Node3,Node4,p1,2024-09-21 21:29:00,0.224137350614395
period1,sc01,t0131,Node2,Node3,p1,2024-09-21 22:29:00,0.14012792459181972
period1,sc01,t0131,Node2,Node4,p1,2024-09-21 22:29:00,-0.0
period1,sc01,t0131,Node3,Node4,p1,2024-09-21 22:29:00,0.14012792459181972
period1,sc01,t0132,Node2,Node3,p1,2024-09-21 23:29:00,0.14012792459181972
period1,sc01,t0132,Node2,Node4,p1,2024-09-21 23:29:00,-0.0
period1,sc01,t0132,Node3,Node4,p1,2024-09-21 23:29:00,0.14012792459181972
period1,sc01,t0133,Node2,Node3,p1,2024-09-22 00:29:00,0.14012792459181972
period1,sc01,t0133,Node2,Node4,p1,2024-09-22 00:29:00,-0.0
period1,sc01,t0133,Node3,Node4,p1,2024-09-22 00:29:00,0.14012792459181972
period1,sc01,t0134,Node2,Node3,p1,2024-09-22 01:29:00,0.14012792459181972
period1,sc01,t0134,Node2,Node4,p1,2024-09-22 01:29:00,-0.0
period1,sc01,t0134,Node3,Node4,p1,2024-09-22 01:29:00,0.14012792459181972
period1,sc01,t0135,Node2,Node3,p1,2024-09-22 02:29:00,0.14012792459181972
period1,sc01,t0135,Node2,Node4,p1,2024-09-22 02:29:00,-0.0
period1,sc01,t0135,Node3,Node4,p1,2024-09-22 02:29:00,0.14012792459181972
period1,sc01,t0136,Node2,Node3,p1,2024-09-22 03:29:00,0.14012792459181972
period1,sc01,t0136,Node2,Node4,p1,2024-09-22 03:29:00,-0.0
period1,sc01,t0136,Node3,Node4,p1,2024-09-22 03:29:00,0.14012792459181972
period1,sc01,t0137,Node2,Node3,p1,2024-09-22 04:29:00,0.14012792459181972
period1,sc01,t0137,Node2,Node4,p1,2024-09-22 04:29:00,-0.0
period1,sc01,t0137,Node3,Node4,p1,2024-09-22 04:29:00,0.14012792459181972
period1,sc01,t0138,Node2,Node3,p1,2024-09-22 05:29:00,0.14012792459181972
period1,sc01,t0138,Node2,Node4,p1,2024-09-22 05:29:00,-0.0
period1,sc01,t0138,Node3,Node4,p1,2024-09-22 05:29:00,0.14012792459181972
period1,sc01,t0139,Node2,Node3,p1,2024-09-22 06:29:00,0.14012792459181972
period1,sc01,t0139,Node2,Node4,p1,2024-09-22 06:29:00,-0.0
period1,sc01,t0139,Node3,Node4,p1,2024-09-22 06:29:00,0.14012792459181972
period1,sc01,t0140,Node2,Node3,p1,2024-09-22 07:29:00,0.14012792459181972
period1,sc01,t0140,Node2,Node4,p1,2024-09-22 07:29:00,-0.0
period1,sc01,t0140,Node3,Node4,p1,2024-09-22 07:29:00,0.14012792459181972
period1,sc01,t0141,Node2,Node3,p1,2024-09-22 08:29:00,0.14012792459181972
period1,sc01,t0141,Node2,Node4,p1,2024-09-22 08:29:00,-0.0
period1,sc01,t0141,Node3,Node4,p1,2024-09-22 08:29:00,0.14012792459181972
period1,sc01,t0142,Node2,Node3,p1,2024-09-22 09:29:00,0.14012792459181972
period1,sc01,t0142,Node2,Node4,p1,2024-09-22 09:29:00,-0.0
period1,sc01,t0142,Node3,Node4,p1,2024-09-22 09:29:00,0.14012792459181972
period1,sc01,t0143,Node2,Node3,p1,2024-09-22 10:29:00,0.14012792459181972
period1,sc01,t0143,Node2,Node4,p1,2024-09-22 10:29:00,-0.0
period1,sc01,t0143,Node3,Node4,p1,2024-09-22 10:29:00,0.14012792459181972
period1,sc01,t0144,Node2,Node3,p1,2024-09-22 11:29:00,0.14012792459181972
period1,sc01,t0144,Node2,Node4,p1,2024-09-22 11:29:00,-0.0
period1,sc01,t0144,Node3,Node4,p1,2024-09-22 11:29:00,0.14012792459181972
period1,sc01,t0145,Node2,Node3,p1,2024-09-22 12:29:00,0.14012792459181972
period1,sc01,t0145,Node2,Node4,p1,2024-09-22 12:29:00,-0.0
period1,sc01,t0145,Node3,Node4,p1,2024-09-22 12:29:00,0.14012792459181972
period1,sc01,t0146,Node2,Node3,p1,2024-09-22 13:29:00,0.14012792459181972
period1,sc01,t0146,Node2,Node4,p1,2024-09-22 13:29:00,-0.0
period1,sc01,t0146,Node3,Node4,p1,2024-09-22 13:29:00,0.14012792459181972
period1,sc01,t0147,Node2,Node3,p1,2024-09-22 14:29:00,0.14012792459181972
period1,sc01,t0147,Node2,Node4,p1,2024-09-22 14:29:00,-0.0
period1,sc01,t0147,Node3,Node4,p1,2024-09-22 14:29:00,0.14012792459181972
period1,sc01,t0148,Node2,Node3,p1,2024-09-22 15:29:00,0.14012792459181972
period1,sc01,t0148,Node2,Node4,p1,2024-09-22 15:29:00,-0.0
period1,sc01,t0148,Node3,Node4,p1,2024-09-22 15:29:00,0.14012792459181972
period1,sc01,t0149,Node2,Node3,p1,2024-09-22 16:29:00,0.14012792459181972
period1,sc01,t0149,Node2,Node4,p1,2024-09-22 16:29:00,-0.0
period1,sc01,t0149,Node3,Node4,p1,2024-09-22 16:29:00,0.14012792459181972
period1,sc01,t0150,Node2,Node3,p1,2024-09-22 17:29:00,0.14
period1,sc01,t0150,Node2,Node4,p1,2024-09-22 17:29:00,-0.0
period1,sc01,t0150,Node3,Node4,p1,2024-09-22 17:29:00,0.14
period1,sc01,t0151,Node2,Node3,p1,2024-09-22 18:29:00,-0.0
period1,sc01,t0151,Node2,Node4,p1,2024-09-22 18:29:00,-0.0
period1,sc01,t0151,Node3,Node4,p1,2024-09-22 18:29:00,0.020000000000000035
period1,sc01,t0152,Node2,Node3,p1,2024-09-22 19:29:00,-0.0
period1,sc01,t0152,Node2,Node4,p1,2024-09-22 19:29:00,-0.0
period1,sc01,t0152,Node3,Node4,p1,2024-09-22 19:29:00,0.0
period1,sc01,t0153,Node2,Node3,p1,2024-09-22 20:29:00,0.0
period1,sc01,t0153,Node2,Node4,p1,2024-09-22 20:29:00,-0.0
period1,sc01,t0153,Node3,Node4,p1,2024-09-22 20:29:00,0.0
period1,sc01,t0154,Node2,Node3,p1,2024-09-22 21:29:00,0.0
period1,sc01,t0154,Node2,Node4,p1,2024-09-22 21:29:00,-0.0
period1,sc01,t0154,Node3,Node4,p1,2024-09-22 21:29:00,0.0
period1,sc01,t0155,Node2,Node3,p1,2024-09-22 22:29:00,0.0
period1,sc01,t0155,Node2,Node4,p1,2024-09-22 22:29:00,-0.0
period1,sc01,t0155,Node3,Node4,p1,2024-09-22 22:29:00,0.0
period1,sc01,t0156,Node2,Node3,p1,2024-09-22 23:29:00,0.0
period1,sc01,t0156,Node2,Node4,p1,2024-09-22 23:29:00,-0.0
period1,sc01,t0156,Node3,Node4,p1,2024-09-22 23:29:00,0.0
period1,sc01,t0157,Node2,Node3,p1,2024-09-23 00:29:00,0.0
period1,sc01,t0157,Node2,Node4,p1,2024-09-23 00:29:00,-0.0
period1,sc01,t0157,Node3,Node4,p1,2024-09-23 00:29:00,0.0
period1,sc01,t0158,Node2,Node3,p1,2024-09-23 01:29:00,0.0
period1,sc01,t0158,Node2,Node4,p1,2024-09-23 01:29:00,-0.0
period1,sc01,t0158,Node3,Node4,p1,2024-09-23 01:29:00,0.0
period1,sc01,t0159,Node2,Node3,p1,2024-09-23 02:29:00,0.0
period1,sc01,t0159,Node2,Node4,p1,2024-09-23 02:29:00,-0.0
period1,sc01,t0159,Node3,Node4,p1,2024-09-23 02:29:00,0.0
period1,sc01,t0160,Node2,Node3,p1,2024-09-23 03:29:00,0.0
period1,sc01,t0160,Node2,Node4,p1,2024-09-23 03:29:00,-0.0
period1,sc01,t0160,Node3,Node4,p1,2024-09-23 03:29:00,0.0
period1,sc01,t0161,Node2,Node3,p1,2024-09-23 04:29:00,0.0
period1,sc01,t0161,Node2,Node4,p1,2024-09-23 04:29:00,-0.0
period1,sc01,t0161,Node3,Node4,p1,2024-09-23 04:29:00,0.0
period1,sc01,t0162,Node2,Node3,p1,2024-09-23 05:29:00,0.0
period1,sc01,t0162,Node2,Node4,p1,2024-09-23 05:29:00,-0.0
period1,sc01,t0162,Node3,Node4,p1,2024-09-23 05:29:00,0.0
period1,sc01,t0163,Node2,Node3,p1,2024-09-23 06:29:00,0.0
period1,sc01,t0163,Node2,Node4,p1,2024-09-23 06:29:00,-0.0
period1,sc01,t0163,Node3,Node4,p1,2024-09-23 06:29:00,0.0
period1,sc01,t0164,Node2,Node3,p1,2024-09-23 07:29:00,0.0
period1,sc01,t0164,Node2,Node4,p1,2024-09-23 07:29:00,-0.0
period1,sc01,t0164,Node3,Node4,p1,2024-09-23 07:29:00,0.0
period1,sc01,t0165,Node2,Node3,p1,2024-09-23 08:29:00,0.0
period1,sc01,t0165,Node2,Node4,p1,2024-09-23 08:29:00,-0.0
period1,sc01,t0165,Node3,Node4,p1,2024-09-23 08:29:00,0.0
period1,sc01,t0166,Node2,Node3,p1,2024-09-23 09:29:00,0.0
period1,sc01,t0166,Node2,Node4,p1,2024-09-23 09:29:00,-0.0
period1,sc01,t0166,Node3,Node4,p1,2024-09-23 09:29:00,0.0
period1,sc01,t0167,Node2,Node3,p1,2024-09-23 10:29:00,0.0
period1,sc01,t0167,Node2,Node4,p1,2024-09-23 10:29:00,-0.0
period1,sc01,t0167,Node3,Node4,p1,2024-09-23 10:29:00,0.0
period1,sc01,t0168,Node2,Node3,p1,2024-09-23 11:29:00,-0.0
period1,sc01,t0168,Node2,Node4,p1,2024-09-23 11:29:00,-0.0
period1,sc01,t0168,Node3,Node4,p1,2024-09-23 11:29:00,0.12
