,,,SolarPV_01,Wind_01,BESS_01,AEL_01,PEMEL_01
period1,sc01,t1843, 0.50713204125 , 5.3568932038835 ,,,
period1,sc01,t1844, 0.0150427671 , 5.88446601941747 ,,,
period1,sc01,t1845, 0.000012247595 , 6.18883495145631 ,,,
period1,sc01,t1846, 8.43723166666667E-06 , 6.33087378640777 ,,,
period1,sc01,t1847, 5.44337583333333E-06 , 6.59466019417476 ,,,
period1,sc01,t1848, 0.0000047175925 , 6.51349514563107 ,,,
period1,sc01,t1849, 3.62891666666667E-06 , 6.49320388349514 ,,,
period1,sc01,t1850, 0.000004808315 , 6.65553398058253 ,,,
period1,sc01,t1851, 3.99180916666667E-06 , 6.79757281553398 ,,,
period1,sc01,t1852, 4.08253166666667E-06 , 5.96563106796117 ,,,
period1,sc01,t1853, 0.000004173255 , 5.0931067961165 ,,,
period1,sc01,t1854, 0.000004808315 , 4.68728155339806 ,,,
period1,sc01,t1855, 2.25900066666667E-05 , 4.30174757281553 ,,,
period1,sc01,t1856, 0.064713564875 , 3.32776699029126 ,,,
period1,sc01,t1857, 0.8449860035 , 2.57699029126214 ,,,
period1,sc01,t1858, 2.005195138 , 2.69873786407767 ,,,
period1,sc01,t1859, 2.98575384 , 2.71902912621359 ,,,
period1,sc01,t1860, 3.890467275 , 2.69873786407767 ,,,
period1,sc01,t1861, 4.216568995 , 2.84077669902913 ,,,
period1,sc01,t1862, 3.9833067625 , 3.18572815533981 ,,,
period1,sc01,t1863, 3.4064233125 , 3.89592233009709 ,,,
period1,sc01,t1864, 2.780693735 , 5.19456310679612 ,,,
period1,sc01,t1865, 1.8577749315 , 6.6352427184466 ,,,
period1,sc01,t1866, 1.1089624795 , 6.47291262135922 ,,,
period1,sc01,t1867, 0.3518679315 , 6.83815533980583 ,,,
period1,sc01,t1868, 3.12631175833333E-04 , 8.42087378640777 ,,,
period1,sc01,t1869, 5.17120583333333E-06 , 10.0238834951456 ,,,
period1,sc01,t1870, 5.08048333333333E-06 , 11.8298058252427 ,,,
period1,sc01,t1871, 0.0000044454225 , 12.9052427184466 ,,,
period1,sc01,t1872, 4.08253166666667E-06 , 12.4791262135922 ,,,
period1,sc01,t1873, 3.53819333333333E-06 , 12.1747572815534 ,,,
period1,sc01,t1874, 3.17530166666667E-06 , 11.9515533980583 ,,,
period1,sc01,t1875, 3.71963916666667E-06 , 11.8095145631068 ,,,
period1,sc01,t1876, 3.62891666666667E-06 , 11.4442718446602 ,,,
period1,sc01,t1877, 3.99180916666667E-06 , 11.0790291262136 ,,,
period1,sc01,t1878, 4.89903833333333E-06 , 10.8355339805825 ,,,
period1,sc01,t1879, 2.29528983333333E-05 , 10.4905825242718 ,,,
period1,sc01,t1880, 0.0830332438 , 9.00932038834951 ,,,
period1,sc01,t1881, 0.82593419025 , 9.27310679611651 ,,,
period1,sc01,t1882, 1.3420967915 , 9.65864077669903 ,,,
period1,sc01,t1883, 1.61937415375 , 10.3079611650485 ,,,
period1,sc01,t1884, 3.410908655 , 11.1196116504854 ,,,
period1,sc01,t1885, 3.8117288575 , 12.1341747572816 ,,,
period1,sc01,t1886, 3.6221850925 , 13.1081553398058 ,,,
period1,sc01,t1887, 3.185310695 , 13.8995145631068 ,,,
period1,sc01,t1888, 2.69254372 , 14.3865048543689 ,,,
period1,sc01,t1889, 1.73943323525 , 14.6097087378641 ,,,
period1,sc01,t1890, 0.9591689615 , 14.7111650485437 ,,,
period1,sc01,t1891, 0.26493723125 , 14.4270873786408 ,,,
period1,sc01,t1892, 2.63459354166667E-04 , 14.8532038834951 ,,,
period1,sc01,t1893, 0.0000044454225 , 15.4619417475728 ,,,
period1,sc01,t1894, 6.80421916666667E-06 , 15.9692233009709 ,,,
period1,sc01,t1895, 6.80421916666667E-06 , 16.4765048543689 ,,,
period1,sc01,t1896, 4.08253166666667E-06 , 16.6997087378641 ,,,
period1,sc01,t1897, 3.08457916666667E-06 , 16.6388349514563 ,,,
period1,sc01,t1898, 3.26602583333333E-06 , 16.2330097087379 ,,,
period1,sc01,t1899, 3.26602583333333E-06 , 15.5836893203883 ,,,
period1,sc01,t1900, 3.99180916666667E-06 , 14.6908737864078 ,,,
period1,sc01,t1901, 3.62891666666667E-06 , 14.1633009708738 ,,,
period1,sc01,t1902, 7.25783333333333E-06 , 14.102427184466 ,,,
period1,sc01,t1903, 0.0000293035025 , 14.1633009708738 ,,,
period1,sc01,t1904, 0.085047292575 , 12.6617475728155 ,,,
period1,sc01,t1905, 0.763833446 , 14.7923300970874 ,,,
period1,sc01,t1906, 1.83356824275 , 15.7460194174757 ,,,
period1,sc01,t1907, 2.923506125 , 15.948932038835 ,,,
period1,sc01,t1908, 3.67219338 , 16.0503883495146 ,,,
period1,sc01,t1909, 4.147337425 , 16.2330097087379 ,,,
period1,sc01,t1910, 3.88683655 , 16.5170873786408 ,,,
period1,sc01,t1911, 3.539045705 , 16.6388349514563 ,,,
period1,sc01,t1912, 2.9878604275 , 16.4156310679612 ,,,
period1,sc01,t1913, 2.05297980625 , 16.0503883495146 ,,,
period1,sc01,t1914, 1.13732790675 , 15.3807766990291 ,,,
period1,sc01,t1915, 0.3511194675 , 14.4067961165049 ,,,
period1,sc01,t1916, 0.00034039239 , 13.9400970873786 ,,,
period1,sc01,t1917, 0.0000097073525 , 13.8995145631068 ,,,
period1,sc01,t1918, 5.71554416666667E-06 , 14.6097087378641 ,,,
period1,sc01,t1919, 0.00000498976 , 15.3401941747573 ,,,
period1,sc01,t1920, 3.62891666666667E-06 , 15.9692233009709 ,,,
period1,sc01,t1921, 0.00000498976 , 16.8823300970874 ,,,
period1,sc01,t1922, 4.08253166666667E-06 , 17.3896116504854 ,,,
period1,sc01,t1923, 3.99180916666667E-06 , 17.6331067961165 ,,,
period1,sc01,t1924, 0.000004173255 , 17.511359223301 ,,,
period1,sc01,t1925, 0.0000059877125 , 16.8620388349515 ,,,
period1,sc01,t1926, 5.44337583333333E-06 , 16.4156310679612 ,,,
period1,sc01,t1927, 2.78519366666667E-05 , 16.2127184466019 ,,,
period1,sc01,t1928, 0.088539217725 , 15.1372815533981 ,,,
period1,sc01,t1929, 0.76510719575 , 17.2272815533981 ,,,
period1,sc01,t1930, 2.00796581525 , 17.6939805825243 ,,,
period1,sc01,t1931, 3.2902290275 , 17.4707766990291 ,,,
period1,sc01,t1932, 4.223147315 , 17.247572815534 ,,,
period1,sc01,t1933, 4.53304138 , 17.2272815533981 ,,,
period1,sc01,t1934, 4.4264056575 , 17.3084466019417 ,,,
period1,sc01,t1935, 4.362995785 , 17.3490291262136 ,,,
period1,sc01,t1936, 3.85192274 , 17.5316504854369 ,,,
period1,sc01,t1937, 2.85664787 , 17.6736893203883 ,,,
period1,sc01,t1938, 1.60400206225 , 17.3084466019417 ,,,
period1,sc01,t1939, 0.55670758 , 16.1518446601942 ,,,
period1,sc01,t1940, 0.020967880925 , 15.7663106796117 ,,,
period1,sc01,t1941, 1.17032558333333E-05 , 15.8880582524272 ,,,
period1,sc01,t1942, 0.0000090722925 , 16.2127184466019 ,,,
period1,sc01,t1943, 0.0000059877125 , 16.5170873786408 ,,,
period1,sc01,t1944, 4.26397666666667E-06 , 16.7605825242718 ,,,
period1,sc01,t1945, 3.81036333333333E-06 , 16.9634951456311 ,,,
period1,sc01,t1946, 4.53614666666667E-06 , 16.9432038834951 ,,,
period1,sc01,t1947, 0.0000120661475 , 16.8214563106796 ,,,
period1,sc01,t1948, 3.99180916666667E-06 , 16.5779611650485 ,,,
period1,sc01,t1949, 0.0000046268675 , 16.4765048543689 ,,,
period1,sc01,t1950, 0.00000807434 , 16.5170873786408 ,,,
period1,sc01,t1951, 2.75797683333333E-05 , 16.4156310679612 ,,,
period1,sc01,t1952, 0.090379078475 , 15.6242718446602 ,,,
period1,sc01,t1953, 0.828302059 , 18.2215533980583 ,,,
period1,sc01,t1954, 1.879069415 , 19.4999029126214 ,,,
period1,sc01,t1955, 2.852995365 , 19.844854368932 ,,,
period1,sc01,t1956, 3.6030080825 , 19.9260194174757 ,,,
period1,sc01,t1957, 4.0119987925 , 19.9666019417476 ,,,
period1,sc01,t1958, 3.9471464225 , 19.9666019417476 ,,,
period1,sc01,t1959, 3.730565415 , 19.9463106796117 ,,,
period1,sc01,t1960, 3.1372402475 , 19.8854368932039 ,,,
period1,sc01,t1961, 2.33390150775 , 19.7028155339806 ,,,
period1,sc01,t1962, 1.3927610045 , 19.2361165048544 ,,,
period1,sc01,t1963, 0.466508133 , 18.3027184466019 ,,,
period1,sc01,t1964, 0.024731974775 , 17.7345631067961 ,,,
period1,sc01,t1965, 0.0000081650625 , 17.5925242718447 ,,,
period1,sc01,t1966, 0.000006350605 , 17.7142718446602 ,,,
period1,sc01,t1967, 3.44747166666667E-06 , 17.8766019417476 ,,,
period1,sc01,t1968, 3.62891666666667E-06 , 17.9577669902913 ,,,
period1,sc01,t1969, 3.26602583333333E-06 , 17.8157281553398 ,,,
period1,sc01,t1970, 3.71963916666667E-06 , 17.7345631067961 ,,,
period1,sc01,t1971, 3.81036333333333E-06 , 17.6939805825243 ,,,
period1,sc01,t1972, 3.26602583333333E-06 , 17.3896116504854 ,,,
period1,sc01,t1973, 4.89903833333333E-06 , 16.8620388349515 ,,,
period1,sc01,t1974, 5.62482166666667E-06 , 16.4967961165049 ,,,
period1,sc01,t1975, 0.000031843745 , 16.2735922330097 ,,,
period1,sc01,t1976, 0.093862838575 , 15.8880582524272 ,,,
period1,sc01,t1977, 0.8146718475 , 17.775145631068 ,,,
period1,sc01,t1978, 1.89412579025 , 18.4650485436893 ,,,
period1,sc01,t1979, 2.78323307 , 18.5259223300971 ,,,
period1,sc01,t1980, 3.394573085 , 18.4041747572816 ,,,
period1,sc01,t1981, 3.7472221425 , 18.3230097087379 ,,,
period1,sc01,t1982, 3.90790785 , 18.1606796116505 ,,,
period1,sc01,t1983, 4.0042909725 , 17.8766019417476 ,,,
period1,sc01,t1984, 3.656960095 , 17.5519417475728 ,,,
period1,sc01,t1985, 2.98131477 , 17.1258252427184 ,,,
period1,sc01,t1986, 1.95031230825 , 16.3547572815534 ,,,
period1,sc01,t1987, 0.7222188435 , 15.3199029126214 ,,,
period1,sc01,t1988, 0.038182554675 , 14.8532038834951 ,,,
period1,sc01,t1989, 8.61867666666667E-06 , 15.0966990291262 ,,,
period1,sc01,t1990, 0.0000090722925 , 15.5025242718447 ,,,
period1,sc01,t1991, 5.35265333333333E-06 , 15.2996116504854 ,,,
period1,sc01,t1992, 0.000003901085 , 14.6502912621359 ,,,
period1,sc01,t1993, 3.62891666666667E-06 , 13.2096116504854 ,,,
period1,sc01,t1994, 3.53819333333333E-06 , 11.5254368932039 ,,,
period1,sc01,t1995, 0.000003901085 , 10.3688349514563 ,,,
period1,sc01,t1996, 4.89903833333333E-06 , 10.4702912621359 ,,,
period1,sc01,t1997, 1.65115716666667E-05 , 10.713786407767 ,,,
period1,sc01,t1998, 0.0000268539825 , 11.0181553398058 ,,,
period1,sc01,t1999, 6.35060433333333E-05 , 11.0181553398058 ,,,
period1,sc01,t2000, 0.242551351075 , 9.57747572815534 ,,,
period1,sc01,t2001, 2.36892418375 , 11.6471844660194 ,,,
period1,sc01,t2002, 5.0513405025 , 15.3807766990291 ,,,
period1,sc01,t2003, 6.9070768875 , 16.7808737864078 ,,,
period1,sc01,t2004, 8.00408572 , 17.1461165048544 ,,,
period1,sc01,t2005, 8.526396615 , 17.3896116504854 ,,,
period1,sc01,t2006, 8.2388203825 , 17.5925242718447 ,,,
period1,sc01,t2007, 7.7275840375 , 17.6736893203883 ,,,
period1,sc01,t2008, 6.805073485 , 17.7142718446602 ,,,
period1,sc01,t2009, 5.43266526 , 17.7142718446602 ,,,
period1,sc01,t2010, 3.7849474525 , 16.9432038834951 ,,,
period1,sc01,t2011, 1.61822015825 , 15.3604854368932 ,,,
period1,sc01,t2012, 0.086484343575 , 15.3401941747573 ,,,
period1,sc01,t2013, 9.52590583333333E-06 , 16.6388349514563 ,,,
period1,sc01,t2014, 4.53614666666667E-06 , 17.5519417475728 ,,,
period1,sc01,t2015, 4.53614666666667E-06 , 17.8563106796116 ,,,
period1,sc01,t2016, 5.26192916666667E-06 , 18.018640776699 ,,,
period1,sc01,t2017, 4.53614666666667E-06 , 18.3230097087379 ,,,
period1,sc01,t2018, 3.26602583333333E-06 , 18.3838834951456 ,,,
period1,sc01,t2019, 3.53819333333333E-06 , 18.3230097087379 ,,,
period1,sc01,t2020, 5.08048333333333E-06 , 17.9983495145631 ,,,
period1,sc01,t2021, 1.27919316666667E-05 , 17.5925242718447 ,,,
period1,sc01,t2022, 1.66930166666667E-05 , 17.247572815534 ,,,
period1,sc01,t2023, 6.30524283333333E-05 , 17.1461165048544 ,,,
period1,sc01,t2024, 0.39131879275 , 16.9026213592233 ,,,
period1,sc01,t2025, 2.2325758025 , 17.6128155339806 ,,,
period1,sc01,t2026, 4.258531975 , 19.2361165048544 ,,,
period1,sc01,t2027, 5.7161943375 , 19.7636893203884 ,,,
period1,sc01,t2028, 7.0276122675 , 19.865145631068 ,,,
period1,sc01,t2029, 7.7879728425 , 19.844854368932 ,,,
period1,sc01,t2030, 7.54738655 , 19.7636893203884 ,,,
period1,sc01,t2031, 6.9026106025 , 19.6419417475728 ,,,
period1,sc01,t2032, 5.7229740625 , 19.4999029126214 ,,,
period1,sc01,t2033, 4.3892491825 , 19.2766990291262 ,,,
period1,sc01,t2034, 2.76144324 , 19.1143689320388 ,,,
period1,sc01,t2035, 1.073983351 , 19.1346601941748 ,,,
period1,sc01,t2036, 0.06345886695 , 19.2158252427184 ,,,
period1,sc01,t2037, 8.98156916666667E-06 , 19.3172815533981 ,,,
period1,sc01,t2038, 0.0000043547 , 19.4999029126214 ,,,
period1,sc01,t2039, 0.0000043547 , 19.601359223301 ,,,
period1,sc01,t2040, 3.17530166666667E-06 , 19.5404854368932 ,,,
period1,sc01,t2041, 3.62891666666667E-06 , 19.4593203883495 ,,,
period1,sc01,t2042, 4.08253166666667E-06 , 19.3578640776699 ,,,
period1,sc01,t2043, 0.0000043547 , 19.3781553398058 ,,,
period1,sc01,t2044, 5.89698916666667E-06 , 19.6825242718447 ,,,
period1,sc01,t2045, 1.65115716666667E-05 , 19.9260194174757 ,,,
period1,sc01,t2046, 2.42230191666667E-05 , 19.9868932038835 ,,,
period1,sc01,t2047, 0.0000903600275 , 19.9868932038835 ,,,
period1,sc01,t2048, 0.466037281 , 20.0071844660194 ,,,
period1,sc01,t2049, 3.26007545 , 20.0883495145631 ,,,
period1,sc01,t2050, 6.1646223 , 20.0883495145631 ,,,
period1,sc01,t2051, 7.9418570525 , 20.0477669902913 ,,,
period1,sc01,t2052, 8.9367155075 , 19.8854368932039 ,,,
period1,sc01,t2053, 9.190912955 , 19.6622330097087 ,,,
period1,sc01,t2054, 9.0221764925 , 19.3781553398058 ,,,
period1,sc01,t2055, 8.6458052075 , 19.0534951456311 ,,,
period1,sc01,t2056, 7.9901887825 , 18.7288349514563 ,,,
period1,sc01,t2057, 6.554332575 , 18.3635922330097 ,,,
period1,sc01,t2058, 4.653560425 , 18.018640776699 ,,,
period1,sc01,t2059, 1.96318861175 , 17.491067961165 ,,,
period1,sc01,t2060, 0.12127567555 , 16.8620388349515 ,,,
period1,sc01,t2061, 0.00001179398 , 16.6997087378641 ,,,
period1,sc01,t2062, 0.0000047175925 , 16.9432038834951 ,,,
period1,sc01,t2063, 0.0000047175925 , 17.3287378640777 ,,,
period1,sc01,t2064, 3.71963916666667E-06 , 17.5722330097087 ,,,
period1,sc01,t2065, 3.62891666666667E-06 , 17.7345631067961 ,,,
period1,sc01,t2066, 0.0000046268675 , 17.8766019417476 ,,,
period1,sc01,t2067, 0.000002630965 , 18.1200970873786 ,,,
period1,sc01,t2068, 0.00000653205 , 18.2215533980583 ,,,
period1,sc01,t2069, 1.66930166666667E-05 , 18.0998058252427 ,,,
period1,sc01,t2070, 0.00002640037 , 18.018640776699 ,,,
period1,sc01,t2071, 9.69827991666667E-05 , 17.7142718446602 ,,,
period1,sc01,t2072, 0.56597492625 , 17.4707766990291 ,,,
period1,sc01,t2073, 3.586705175 , 19.3781553398058 ,,,
period1,sc01,t2074, 6.3821940025 , 19.7433980582524 ,,,
period1,sc01,t2075, 8.20838375 , 19.844854368932 ,,,
period1,sc01,t2076, 9.3175939025 , 19.8854368932039 ,,,
period1,sc01,t2077, 9.933030055 , 19.9260194174757 ,,,
period1,sc01,t2078, 10.0896658975 , 19.9260194174757 ,,,
period1,sc01,t2079, 9.76343898 , 19.9057281553398 ,,,
period1,sc01,t2080, 8.91149907 , 19.844854368932 ,,,
period1,sc01,t2081, 7.48746315 , 19.7028155339806 ,,,
period1,sc01,t2082, 5.2843441775 , 19.3578640776699 ,,,
period1,sc01,t2083, 2.1396002335 , 18.7085436893204 ,,,
period1,sc01,t2084, 0.119016674875 , 18.3838834951456 ,,,
period1,sc01,t2085, 0.0000109774725 , 18.4853398058252 ,,,
period1,sc01,t2086, 4.89903833333333E-06 , 18.5056310679612 ,,,
period1,sc01,t2087, 5.53409833333333E-06 , 18.6273786407767 ,,,
period1,sc01,t2088, 0.00000498976 , 18.6679611650485 ,,,
period1,sc01,t2089, 3.62891666666667E-06 , 18.5665048543689 ,,,
period1,sc01,t2090, 4.08253166666667E-06 , 18.4244660194175 ,,,
period1,sc01,t2091, 0.000020049765 , 18.3027184466019 ,,,
period1,sc01,t2092, 0.000015060005 , 18.1403883495146 ,,,
period1,sc01,t2093, 3.20251908333333E-05 , 17.8968932038835 ,,,
period1,sc01,t2094, 0.014893074275 , 17.7142718446602 ,,,
period1,sc01,t2095, 0.029712663 , 17.5722330097087 ,,,
period1,sc01,t2096, 0.6596635765 , 17.7345631067961 ,,,
period1,sc01,t2097, 3.39606185 , 18.7085436893204 ,,,
period1,sc01,t2098, 5.8725062975 , 18.7897087378641 ,,,
period1,sc01,t2099, 7.7718958325 , 18.6070873786408 ,,,
period1,sc01,t2100, 8.68438241 , 18.3635922330097 ,,,
period1,sc01,t2101, 9.00559053 , 18.1200970873786 ,,,
period1,sc01,t2102, 9.0451529775 , 17.9780582524272 ,,,
period1,sc01,t2103, 8.6205806075 , 17.9374757281553 ,,,
period1,sc01,t2104, 7.5388731075 , 17.8157281553398 ,,,
period1,sc01,t2105, 6.1557087725 , 17.754854368932 ,,,
period1,sc01,t2106, 3.86940686 , 17.775145631068 ,,,
period1,sc01,t2107, 1.31573452575 , 17.2272815533981 ,,,
period1,sc01,t2108, 0.06688547155 , 16.8823300970874 ,,,
period1,sc01,t2109, 8.80012333333333E-06 , 17.1866990291262 ,,,
period1,sc01,t2110, 4.53614666666667E-06 , 17.6939805825243 ,,,
period1,sc01,t2111, 3.35674833333333E-06 , 18.0592233009709 ,,,
period1,sc01,t2112, 0.0000044454225 , 18.1200970873786 ,,,
period1,sc01,t2113, 0.000004173255 , 18.0795145631068 ,,,
period1,sc01,t2114, 0.000004173255 , 18.038932038835 ,,,
period1,sc01,t2115, 0.000004808315 , 17.8968932038835 ,,,
period1,sc01,t2116, 6.07843583333333E-06 , 17.511359223301 ,,,
period1,sc01,t2117, 1.03424141666667E-05 , 17.0243689320388 ,,,
period1,sc01,t2118, 0.0000308457925 , 16.6185436893204 ,,,
period1,sc01,t2119, 0.01723372555 , 16.2127184466019 ,,,
period1,sc01,t2120, 0.441264481 , 15.9895145631068 ,,,
period1,sc01,t2121, 3.0064931025 , 17.4504854368932 ,,,
period1,sc01,t2122, 5.6175250025 , 17.9171844660194 ,,,
period1,sc01,t2123, 7.364698715 , 17.9983495145631 ,,,
period1,sc01,t2124, 8.4846976375 , 17.9577669902913 ,,,
period1,sc01,t2125, 9.0909208775 , 17.8563106796116 ,,,
period1,sc01,t2126, 9.201636405 , 17.6736893203883 ,,,
period1,sc01,t2127, 8.9074927475 , 17.3896116504854 ,,,
period1,sc01,t2128, 8.1134730625 , 16.8011650485437 ,,,
period1,sc01,t2129, 6.7750696025 , 16.1112621359223 ,,,
period1,sc01,t2130, 4.9322530675 , 15.3401941747573 ,,,
period1,sc01,t2131, 2.15988224975 , 13.838640776699 ,,,
period1,sc01,t2132, 0.161992121325 , 12.9255339805825 ,,,
period1,sc01,t2133, 1.16125333333333E-05 , 12.7834951456311 ,,,
period1,sc01,t2134, 0.0000047175925 , 13.1893203883495 ,,,
period1,sc01,t2135, 3.53819333333333E-06 , 13.6357281553398 ,,,
period1,sc01,t2136, 3.99180916666667E-06 , 13.5545631067961 ,,,
period1,sc01,t2137, 2.90313416666667E-06 , 12.8443689320388 ,,,
period1,sc01,t2138, 2.90313416666667E-06 , 11.7080582524272 ,,,
period1,sc01,t2139, 0.000003901085 , 10.0847572815534 ,,,
period1,sc01,t2140, 0.0000075300025 , 8.40058252427184 ,,,
period1,sc01,t2141, 0.0000154228975 , 7.50776699029126 ,,,
period1,sc01,t2142, 0.00003792218 , 7.06135922330097 ,,,
period1,sc01,t2143, 0.018681663325 , 6.55407766990291 ,,,
period1,sc01,t2144, 0.779268136 , 5.29601941747573 ,,,
period1,sc01,t2145, 3.965585855 , 5.11339805825243 ,,,
period1,sc01,t2146, 6.657971715 , 4.07854368932039 ,,,
period1,sc01,t2147, 8.3295423975 , 2.59728155339806 ,,,
period1,sc01,t2148, 9.345967495 , 1.5421359223301 ,,,
period1,sc01,t2149, 9.82184912 , 1.09572815533981 ,,,
period1,sc01,t2150, 9.8625955025 , 1.40009708737864 ,,,
period1,sc01,t2151, 9.5261486575 , 2.41466019417476 ,,,
period1,sc01,t2152, 8.7623097675 , 3.40893203883495 ,,,
period1,sc01,t2153, 7.336039345 , 3.53067961165049 ,,,
period1,sc01,t2154, 5.225191015 , 3.10456310679612 ,,,
period1,sc01,t2155, 2.24579776025 , 2.98281553398058 ,,,
period1,sc01,t2156, 0.167212317975 , 2.88135922330097 ,,,
period1,sc01,t2157, 0.00001088675 , 2.75961165048544 ,,,
period1,sc01,t2158, 4.53614666666667E-06 , 3.02339805825243 ,,,
period1,sc01,t2159, 4.53614666666667E-06 , 3.6321359223301 ,,,
period1,sc01,t2160, 3.35674833333333E-06 , 4.11912621359223 ,,,
period1,sc01,t2161, 0.000004173255 , 4.60611650485437 ,,,
period1,sc01,t2162, 3.44747166666667E-06 , 5.0931067961165 ,,,
period1,sc01,t2163, 0.000004173255 , 5.05252427184466 ,,,
period1,sc01,t2164, 7.34855666666667E-06 , 5.0931067961165 ,,,
period1,sc01,t2165, 0.0000216827775 , 5.13368932038835 ,,,
period1,sc01,t2166, 7.66608658333333E-05 , 5.25543689320388 ,,,
period1,sc01,t2167, 0.020616783175 , 5.15398058252427 ,,,
period1,sc01,t2168, 0.74316767225 , 4.38291262135922 ,,,
period1,sc01,t2169, 3.76020459 , 4.07854368932039 ,,,
period1,sc01,t2170, 6.46635675 , 4.07854368932039 ,,,
period1,sc01,t2171, 8.19048321 , 4.34233009708738 ,,,
period1,sc01,t2172, 9.3207973275 , 5.13368932038835 ,,,
period1,sc01,t2173, 10.01084583 , 6.29029126213592 ,,,
period1,sc01,t2174, 10.1705381225 , 6.98019417475728 ,,,
period1,sc01,t2175, 9.85085142 , 7.04106796116505 ,,,
period1,sc01,t2176, 9.01197561 , 6.49320388349514 ,,,
period1,sc01,t2177, 7.5930319725 , 5.55980582524272 ,,,
period1,sc01,t2178, 5.3975146675 , 4.46407766990291 ,,,
period1,sc01,t2179, 2.37825140625 , 3.61184466019417 ,,,
period1,sc01,t2180, 0.195602240825 , 2.71902912621359 ,,,
period1,sc01,t2181, 1.27919316666667E-05 , 1.74504854368932 ,,,
period1,sc01,t2182, 5.26192916666667E-06 , 1.09572815533981 ,,,
period1,sc01,t2183, 0.000004808315 , 0.710194174757282 ,,,
period1,sc01,t2184, 0.0000047175925 , 0.486990291262136 ,,,
period1,sc01,t2185, 3.62891666666667E-06 , 0.34495145631068 ,,,
period1,sc01,t2186, 3.99180916666667E-06 , 0.243495145631068 ,,,
period1,sc01,t2187, 3.44747166666667E-06 , 0.182621359223301 ,,,
period1,sc01,t2188, 8.34650833333333E-06 , 0.142038834951456 ,,,
period1,sc01,t2189, 0.000026581815 , 0.202912621359223 ,,,
period1,sc01,t2190, 9.39889433333333E-05 , 0.365242718446602 ,,,
period1,sc01,t2191, 0.02280502 , 0.750776699029126 ,,,
period1,sc01,t2192, 0.8850900695 , 0.831941747572816 ,,,
period1,sc01,t2193, 3.91542243 , 0.750776699029126 ,,,
period1,sc01,t2194, 6.4974465825 , 0.710194174757282 ,,,
period1,sc01,t2195, 8.270979845 , 0.60873786407767 ,,,
period1,sc01,t2196, 9.3796129975 , 0.446407766990291 ,,,
period1,sc01,t2197, 9.9425995175 , 0.223203883495146 ,,,
period1,sc01,t2198, 10.02028192 , 0.121747572815534 ,,,
period1,sc01,t2199, 9.6593725425 , 0.101456310679612 ,,,
period1,sc01,t2200, 8.7999534275 , 0.162330097087379 ,,,
period1,sc01,t2201, 7.3897518475 , 0.385533980582524 ,,,
period1,sc01,t2202, 5.084819985 , 0.892815533980582 ,,,
period1,sc01,t2203, 1.9479526045 , 2.15087378640777 ,,,
period1,sc01,t2204, 0.127619929175 , 3.16543689320388 ,,,
period1,sc01,t2205, 0.0000097073525 , 3.46980582524272 ,,,
period1,sc01,t2206, 0.000004808315 , 3.73359223300971 ,,,
period1,sc01,t2207, 0.0000043547 , 3.93650485436893 ,,,
period1,sc01,t2208, 3.81036333333333E-06 , 3.8147572815534 ,,,
period1,sc01,t2209, 3.71963916666667E-06 , 3.38864077669903 ,,,
period1,sc01,t2210, 0.0000044454225 , 2.65815533980583 ,,,
period1,sc01,t2211, 0.0000046268675 , 1.88708737864078 ,,,
period1,sc01,t2212, 7.71144833333333E-06 , 1.25805825242718 ,,,
period1,sc01,t2213, 0.000022862175 , 0.87252427184466 ,,,
period1,sc01,t2214, 0.0000958034025 , 0.791359223300971 ,,,
period1,sc01,t2215, 0.024459806 , 0.973980582524272 ,,,
period1,sc01,t2216, 0.8238112745 , 1.09572815533981 ,,,
period1,sc01,t2217, 3.518434365 , 1.1768932038835 ,,,
period1,sc01,t2218, 5.9554905525 , 1.46097087378641 ,,,
period1,sc01,t2219, 7.6718357125 , 1.92766990291262 ,,,
period1,sc01,t2220, 8.6991856675 , 2.80019417475728 ,,,
period1,sc01,t2221, 9.1789048675 , 4.30174757281553 ,,,
period1,sc01,t2222, 9.0951721525 , 6.73669902912621 ,,,
period1,sc01,t2223, 8.5366927575 , 9.53689320388349 ,,,
period1,sc01,t2224, 7.5229566825 , 11.3022330097087 ,,,
period1,sc01,t2225, 5.779215015 , 11.8298058252427 ,,,
period1,sc01,t2226, 3.431571705 , 11.4645631067961 ,,,
period1,sc01,t2227, 1.27852633475 , 10.5108737864078 ,,,
period1,sc01,t2228, 0.1145803242 , 10.4702912621359 ,,,
period1,sc01,t2229, 0.0000081650625 , 9.51660194174757 ,,,
period1,sc01,t2230, 4.26397666666667E-06 , 8.38029126213592 ,,,
period1,sc01,t2231, 3.71963916666667E-06 , 8.11650485436893 ,,,
period1,sc01,t2232, 3.99180916666667E-06 , 8.76582524271845 ,,,
period1,sc01,t2233, 0.000004173255 , 9.7195145631068 ,,,
period1,sc01,t2234, 4.26397666666667E-06 , 9.92242718446602 ,,,
period1,sc01,t2235, 0.0000044454225 , 9.6383495145631 ,,,
period1,sc01,t2236, 3.99180916666667E-06 , 9.07019417475728 ,,,
period1,sc01,t2237, 0.0000153321725 , 8.44116504854369 ,,,
period1,sc01,t2238, 8.59146041666667E-05 , 7.20339805825243 ,,,
period1,sc01,t2239, 0.021098521925 , 4.93077669902913 ,,,
period1,sc01,t2240, 0.640015714 , 2.11029126213592 ,,,
period1,sc01,t2241, 3.01120434 , 1.01456310679612 ,,,
