,,,SolarPV_01,Wind_01,BESS_01,AEL_01,PEMEL_01
period1,sc01,t4055, 1.95961491666667E-05 , 3.71330097087379 ,,,
period1,sc01,t4056, 0.000018507475 , 3.67271844660194 ,,,
period1,sc01,t4057, 0.0000175095225 , 3.67271844660194 ,,,
period1,sc01,t4058, 0.000015060005 , 3.79446601941748 ,,,
period1,sc01,t4059, 1.85981983333333E-05 , 3.75388349514563 ,,,
period1,sc01,t4060, 0.00003293242 , 3.57126213592233 ,,,
period1,sc01,t4061, 0.0000717618275 , 3.10456310679612 ,,,
period1,sc01,t4062, 0.0227424212 , 2.55669902912621 ,,,
period1,sc01,t4063, 0.7833914925 , 1.98854368932039 ,,,
period1,sc01,t4064, 2.76579794 , 1.9073786407767 ,,,
period1,sc01,t4065, 5.0258219625 , 2.33349514563107 ,,,
period1,sc01,t4066, 6.9061243 , 2.92194174757282 ,,,
period1,sc01,t4067, 8.1866075275 , 3.57126213592233 ,,,
period1,sc01,t4068, 8.9667574925 , 4.40320388349515 ,,,
period1,sc01,t4069, 9.3871928975 , 5.05252427184466 ,,,
period1,sc01,t4070, 9.4281760725 , 5.62067961165049 ,,,
period1,sc01,t4071, 9.1342501425 , 6.35116504854369 ,,,
period1,sc01,t4072, 8.4479657425 , 7.32514563106796 ,,,
period1,sc01,t4073, 7.344182635 , 8.01504854368932 ,,,
period1,sc01,t4074, 5.7226338525 , 8.62378640776699 ,,,
period1,sc01,t4075, 3.6390323375 , 9.25281553398058 ,,,
period1,sc01,t4076, 1.5395715535 , 9.13106796116505 ,,,
period1,sc01,t4077, 0.1794898505 , 8.52233009708738 ,,,
period1,sc01,t4078, 0.0000184167525 , 8.13679611650486 ,,,
period1,sc01,t4079, 0.000013517715 , 8.13679611650486 ,,,
period1,sc01,t4080, 1.32455466666667E-05 , 8.68466019417476 ,,,
period1,sc01,t4081, 1.32455466666667E-05 , 8.9078640776699 ,,,
period1,sc01,t4082, 0.0000137898825 , 8.96873786407767 ,,,
period1,sc01,t4083, 1.89610908333333E-05 , 9.07019417475728 ,,,
period1,sc01,t4084, 0.0000311179625 , 8.13679611650486 ,,,
period1,sc01,t4085, 7.19432733333333E-05 , 6.59466019417476 ,,,
period1,sc01,t4086, 0.023580700925 , 5.05252427184466 ,,,
period1,sc01,t4087, 0.80112328675 , 3.55097087378641 ,,,
period1,sc01,t4088, 2.81705276 , 3.67271844660194 ,,,
period1,sc01,t4089, 5.1057688125 , 3.97708737864078 ,,,
period1,sc01,t4090, 6.9914954725 , 5.05252427184466 ,,,
period1,sc01,t4091, 8.3032590575 , 6.18883495145631 ,,,
period1,sc01,t4092, 9.097771365 , 6.89902912621359 ,,,
period1,sc01,t4093, 9.470846685 , 7.4468932038835 ,,,
period1,sc01,t4094, 9.503795435 , 8.80640776699029 ,,,
period1,sc01,t4095, 9.1889179625 , 10.4094174757282 ,,,
period1,sc01,t4096, 8.4815051 , 10.5311650485437 ,,,
period1,sc01,t4097, 7.32102107 , 10.6934951456311 ,,,
period1,sc01,t4098, 5.6920965175 , 11.0993203883495 ,,,
period1,sc01,t4099, 3.6383900225 , 11.0790291262136 ,,,
period1,sc01,t4100, 1.5376201035 , 9.76009708737864 ,,,
period1,sc01,t4101, 0.17987088685 , 8.13679611650486 ,,,
period1,sc01,t4102, 1.95054283333333E-05 , 7.58893203883495 ,,,
period1,sc01,t4103, 1.44249441666667E-05 , 8.15708737864078 ,,,
period1,sc01,t4104, 0.00001333627 , 8.9078640776699 ,,,
period1,sc01,t4105, 1.77816916666667E-05 , 9.0904854368932 ,,,
period1,sc01,t4106, 1.59672333333333E-05 , 8.46145631067961 ,,,
period1,sc01,t4107, 2.12291633333333E-05 , 7.83242718446602 ,,,
period1,sc01,t4108, 3.21159133333333E-05 , 7.67009708737864 ,,,
period1,sc01,t4109, 6.78607433333333E-05 , 7.30485436893204 ,,,
period1,sc01,t4110, 0.02335752255 , 6.37145631067961 ,,,
period1,sc01,t4111, 0.73860068075 , 4.32203883495146 ,,,
period1,sc01,t4112, 2.6572298225 , 2.84077669902913 ,,,
period1,sc01,t4113, 4.90674541 , 2.00883495145631 ,,,
period1,sc01,t4114, 6.7551005775 , 2.33349514563107 ,,,
period1,sc01,t4115, 8.0121936225 , 2.96252427184466 ,,,
period1,sc01,t4116, 8.8027349925 , 3.77417475728155 ,,,
period1,sc01,t4117, 9.145057965 , 4.46407766990291 ,,,
period1,sc01,t4118, 9.0677321025 , 5.03223300970874 ,,,
period1,sc01,t4119, 8.643592475 , 5.3568932038835 ,,,
period1,sc01,t4120, 7.90209048 , 5.47864077669903 ,,,
period1,sc01,t4121, 6.7407872275 , 5.37718446601942 ,,,
period1,sc01,t4122, 5.0983032225 , 5.5395145631068 ,,,
period1,sc01,t4123, 3.095609315 , 6.14825242718447 ,,,
period1,sc01,t4124, 1.1878614795 , 6.85844660194175 ,,,
period1,sc01,t4125, 0.112993580375 , 5.49893203883495 ,,,
period1,sc01,t4126, 0.000017237355 , 3.38864077669903 ,,,
period1,sc01,t4127, 0.000015060005 , 1.88708737864078 ,,,
period1,sc01,t4128, 1.38806066666667E-05 , 0.933398058252427 ,,,
period1,sc01,t4129, 0.000014152775 , 0.34495145631068 ,,,
period1,sc01,t4130, 0.00001551362 , 0.243495145631068 ,,,
period1,sc01,t4131, 1.88703666666667E-05 , 0.547864077669903 ,,,
period1,sc01,t4132, 2.83055516666667E-05 , 1.25805825242718 ,,,
period1,sc01,t4133, 6.20544766666667E-05 , 2.00883495145631 ,,,
period1,sc01,t4134, 0.019794833575 , 2.51611650485437 ,,,
period1,sc01,t4135, 0.56117931225 , 2.29291262135922 ,,,
period1,sc01,t4136, 2.183925637 , 2.8204854368932 ,,,
period1,sc01,t4137, 4.1948063775 , 3.59155339805825 ,,,
period1,sc01,t4138, 6.0846972225 , 4.05825242718447 ,,,
period1,sc01,t4139, 7.47910213 , 4.28145631067961 ,,,
period1,sc01,t4140, 8.4077174275 , 4.46407766990291 ,,,
period1,sc01,t4141, 8.8188936475 , 4.64669902912621 ,,,
period1,sc01,t4142, 8.697228775 , 4.86990291262136 ,,,
period1,sc01,t4143, 8.210762505 , 5.05252427184466 ,,,
period1,sc01,t4144, 7.1757700525 , 4.97135922330097 ,,,
period1,sc01,t4145, 5.7391681 , 4.68728155339806 ,,,
period1,sc01,t4146, 4.228128 , 4.13941747572815 ,,,
period1,sc01,t4147, 2.5575888425 , 3.22631067961165 ,,,
period1,sc01,t4148, 0.98341375425 , 2.02912621359223 ,,,
period1,sc01,t4149, 0.108404815125 , 1.21747572815534 ,,,
period1,sc01,t4150, 1.77816916666667E-05 , 0.771067961165049 ,,,
period1,sc01,t4151, 1.58765108333333E-05 , 0.446407766990291 ,,,
period1,sc01,t4152, 0.000018779645 , 0.324660194174757 ,,,
period1,sc01,t4153, 0.000021592055 , 0.913106796116505 ,,,
period1,sc01,t4154, 2.09569941666667E-05 , 1.44067961165049 ,,,
period1,sc01,t4155, 0.000023769405 , 1.3595145631068 ,,,
period1,sc01,t4156, 0.000035563385 , 1.03485436893204 ,,,
period1,sc01,t4157, 0.000070400985 , 1.03485436893204 ,,,
period1,sc01,t4158, 0.014718886275 , 1.3595145631068 ,,,
period1,sc01,t4159, 0.5629075845 , 1.76533980582524 ,,,
period1,sc01,t4160, 2.28832684975 , 2.92194174757282 ,,,
period1,sc01,t4161, 4.444962125 , 3.36834951456311 ,,,
period1,sc01,t4162, 6.42309008 , 3.22631067961165 ,,,
period1,sc01,t4163, 7.7899079575 , 2.69873786407767 ,,,
period1,sc01,t4164, 8.6531755375 , 2.11029126213592 ,,,
period1,sc01,t4165, 8.9238636925 , 1.88708737864078 ,,,
period1,sc01,t4166, 8.75081608 , 1.92766990291262 ,,,
period1,sc01,t4167, 7.713741535 , 1.96825242718447 ,,,
period1,sc01,t4168, 6.66806101 , 1.94796116504854 ,,,
period1,sc01,t4169, 5.7172367475 , 1.88708737864078 ,,,
period1,sc01,t4170, 4.38184347 , 1.7247572815534 ,,,
period1,sc01,t4171, 2.8231194025 , 1.66388349514563 ,,,
period1,sc01,t4172, 1.118983732 , 1.80592233009709 ,,,
period1,sc01,t4173, 0.1215042973 , 1.56242718446602 ,,,
period1,sc01,t4174, 1.93239816666667E-05 , 1.21747572815534 ,,,
period1,sc01,t4175, 2.15013316666667E-05 , 0.973980582524272 ,,,
period1,sc01,t4176, 0.0000216827775 , 0.649320388349515 ,,,
period1,sc01,t4177, 2.23178383333333E-05 , 0.486990291262136 ,,,
period1,sc01,t4178, 2.24085608333333E-05 , 0.527572815533981 ,,,
period1,sc01,t4179, 0.00002485808 , 0.669611650485437 ,,,
period1,sc01,t4180, 2.83055516666667E-05 , 0.730485436893204 ,,,
period1,sc01,t4181, 6.84958033333333E-05 , 0.710194174757282 ,,,
period1,sc01,t4182, 0.018229863225 , 0.710194174757282 ,,,
period1,sc01,t4183, 0.70477010425 , 0.750776699029126 ,,,
period1,sc01,t4184, 2.630747805 , 1.07543689320388 ,,,
period1,sc01,t4185, 4.8814391575 , 1.37980582524272 ,,,
period1,sc01,t4186, 6.743721205 , 1.44067961165049 ,,,
period1,sc01,t4187, 8.0267818675 , 1.37980582524272 ,,,
period1,sc01,t4188, 8.8351557325 , 1.5421359223301 ,,,
period1,sc01,t4189, 9.1927745925 , 1.86679611650485 ,,,
period1,sc01,t4190, 9.11271615 , 2.29291262135922 ,,,
period1,sc01,t4191, 8.7611040575 , 2.75961165048544 ,,,
period1,sc01,t4192, 7.98281301 , 3.14514563106796 ,,,
period1,sc01,t4193, 6.7630996175 , 3.38864077669903 ,,,
period1,sc01,t4194, 5.045167715 , 3.57126213592233 ,,,
period1,sc01,t4195, 3.14495079 , 3.83504854368932 ,,,
period1,sc01,t4196, 1.3136823735 , 4.24087378640777 ,,,
period1,sc01,t4197, 0.1681866822 , 3.87563106796117 ,,,
period1,sc01,t4198, 2.69447066666667E-05 , 3.24660194174757 ,,,
period1,sc01,t4199, 0.00002395085 , 3.14514563106796 ,,,
period1,sc01,t4200, 2.23178383333333E-05 , 3.06398058252427 ,,,
period1,sc01,t4201, 2.15013316666667E-05 , 2.84077669902913 ,,,
period1,sc01,t4202, 2.23178383333333E-05 , 2.11029126213592 ,,,
period1,sc01,t4203, 2.57653083333333E-05 , 1.1768932038835 ,,,
period1,sc01,t4204, 0.0000386479625 , 0.507281553398058 ,,,
period1,sc01,t4205, 7.22154433333333E-05 , 0.26378640776699 ,,,
period1,sc01,t4206, 0.018869459775 , 0.243495145631068 ,,,
period1,sc01,t4207, 0.70521918275 , 0.223203883495146 ,,,
period1,sc01,t4208, 2.64575519 , 0.223203883495146 ,,,
period1,sc01,t4209, 4.8671775175 , 0.26378640776699 ,,,
period1,sc01,t4210, 6.7306679925 , 0.34495145631068 ,,,
period1,sc01,t4211, 8.0120902 , 0.385533980582524 ,,,
period1,sc01,t4212, 8.79373437 , 0.629029126213592 ,,,
period1,sc01,t4213, 9.17361663 , 1.3595145631068 ,,,
period1,sc01,t4214, 9.17061189 , 1.88708737864078 ,,,
period1,sc01,t4215, 8.8234361475 , 2.25233009708738 ,,,
period1,sc01,t4216, 8.14627484 , 2.47553398058252 ,,,
period1,sc01,t4217, 7.038186025 , 2.41466019417476 ,,,
period1,sc01,t4218, 5.46648767 , 2.33349514563107 ,,,
period1,sc01,t4219, 3.460503245 , 2.71902912621359 ,,,
period1,sc01,t4220, 1.47861663825 , 3.6321359223301 ,,,
period1,sc01,t4221, 0.166210736975 , 3.34805825242718 ,,,
period1,sc01,t4222, 1.80538608333333E-05 , 2.2726213592233 ,,,
period1,sc01,t4223, 2.07755483333333E-05 , 1.48126213592233 ,,,
period1,sc01,t4224, 0.000022227115 , 0.95368932038835 ,,,
period1,sc01,t4225, 0.000021592055 , 0.588446601941748 ,,,
period1,sc01,t4226, 0.0000944425575 , 0.365242718446602 ,,,
period1,sc01,t4227, 0.0000249488025 , 0.26378640776699 ,,,
period1,sc01,t4228, 3.68335041666667E-05 , 0.223203883495146 ,,,
period1,sc01,t4229, 7.20339983333333E-05 , 0.202912621359223 ,,,
period1,sc01,t4230, 0.019917309475 , 0.162330097087379 ,,,
period1,sc01,t4231, 0.697916895 , 0.182621359223301 ,,,
period1,sc01,t4232, 2.62783832 , 0.365242718446602 ,,,
period1,sc01,t4233, 4.8390869775 , 0.669611650485437 ,,,
period1,sc01,t4234, 6.6295028625 , 1.01456310679612 ,,,
period1,sc01,t4235, 7.934481285 , 1.37980582524272 ,,,
period1,sc01,t4236, 8.77068984 , 1.88708737864078 ,,,
period1,sc01,t4237, 9.16095534 , 2.59728155339806 ,,,
period1,sc01,t4238, 9.206973635 , 3.28718446601942 ,,,
period1,sc01,t4239, 8.878852425 , 3.40893203883495 ,,,
period1,sc01,t4240, 8.2383141475 , 3.04368932038835 ,,,
period1,sc01,t4241, 7.15257039 , 2.49582524271845 ,,,
period1,sc01,t4242, 5.5683794875 , 2.39436893203884 ,,,
period1,sc01,t4243, 3.5440400025 , 2.92194174757282 ,,,
period1,sc01,t4244, 1.48300127725 , 3.9973786407767 ,,,
period1,sc01,t4245, 0.166659815475 , 4.01766990291262 ,,,
period1,sc01,t4246, 0.00002485808 , 2.80019417475728 ,,,
period1,sc01,t4247, 1.91425366666667E-05 , 1.76533980582524 ,,,
period1,sc01,t4248, 2.02312108333333E-05 , 1.23776699029126 ,,,
period1,sc01,t4249, 1.92332583333333E-05 , 1.1768932038835 ,,,
period1,sc01,t4250, 1.94147041666667E-05 , 1.33922330097087 ,,,
period1,sc01,t4251, 0.000024404465 , 1.58271844660194 ,,,
period1,sc01,t4252, 3.47468783333333E-05 , 1.7247572815534 ,,,
period1,sc01,t4253, 7.01288158333333E-05 , 1.60300970873786 ,,,
period1,sc01,t4254, 0.016044348125 , 1.15660194174757 ,,,
period1,sc01,t4255, 0.66911327575 , 0.304368932038835 ,,,
period1,sc01,t4256, 2.59742074 , 0.142038834951456 ,,,
period1,sc01,t4257, 4.807403815 , 0.568155339805825 ,,,
period1,sc01,t4258, 6.6353299975 , 1.23776699029126 ,,,
period1,sc01,t4259, 7.9300313225 , 1.86679611650485 ,,,
period1,sc01,t4260, 8.7318187 , 1.94796116504854 ,,,
period1,sc01,t4261, 9.1312835 , 2.02912621359223 ,,,
period1,sc01,t4262, 9.1750591275 , 2.09 ,,,
period1,sc01,t4263, 8.877137765 , 2.06970873786408 ,,,
period1,sc01,t4264, 8.20872124 , 2.21174757281553 ,,,
period1,sc01,t4265, 7.1191480625 , 1.66388349514563 ,,,
period1,sc01,t4266, 5.54720748 , 2.6378640776699 ,,,
period1,sc01,t4267, 3.5428479 , 3.14514563106796 ,,,
period1,sc01,t4268, 1.49266054675 , 3.89592233009709 ,,,
period1,sc01,t4269, 0.1708376058 , 3.73359223300971 ,,,
period1,sc01,t4270, 2.72168766666667E-05 , 2.67844660194175 ,,,
period1,sc01,t4271, 2.46766333333333E-05 , 1.7247572815534 ,,,
period1,sc01,t4272, 1.81445833333333E-05 , 1.11601941747573 ,,,
period1,sc01,t4273, 1.81445833333333E-05 , 0.649320388349515 ,,,
period1,sc01,t4274, 0.0000174188 , 0.324660194174757 ,,,
period1,sc01,t4275, 2.15013316666667E-05 , 0.324660194174757 ,,,
period1,sc01,t4276, 3.28416958333333E-05 , 0.547864077669903 ,,,
period1,sc01,t4277, 0.0000704917075 , 0.811650485436893 ,,,
period1,sc01,t4278, 0.01800396315 , 1.01456310679612 ,,,
period1,sc01,t4279, 0.67275489375 , 1.03485436893204 ,,,
period1,sc01,t4280, 2.5756445175 , 2.25233009708738 ,,,
period1,sc01,t4281, 4.7630430275 , 4.11912621359223 ,,,
period1,sc01,t4282, 6.562056725 , 5.64097087378641 ,,,
period1,sc01,t4283, 7.840332665 , 6.55407766990291 ,,,
period1,sc01,t4284, 8.61377911 , 7.20339805825243 ,,,
period1,sc01,t4285, 9.00795023 , 7.69038834951456 ,,,
period1,sc01,t4286, 9.1248439925 , 7.64980582524272 ,,,
period1,sc01,t4287, 8.788484235 , 6.59466019417476 ,,,
period1,sc01,t4288, 8.147129455 , 5.27572815533981 ,,,
period1,sc01,t4289, 7.07212819 , 4.7278640776699 ,,,
period1,sc01,t4290, 5.49568049 , 4.82932038834951 ,,,
period1,sc01,t4291, 3.4990178475 , 5.15398058252427 ,,,
period1,sc01,t4292, 1.46606149375 , 4.20029126213592 ,,,
period1,sc01,t4293, 0.16741644455 , 2.92194174757282 ,,,
period1,sc01,t4294, 2.51302483333333E-05 , 1.74504854368932 ,,,
period1,sc01,t4295, 0.00001986832 , 1.21747572815534 ,,,
period1,sc01,t4296, 0.0000203219325 , 1.37980582524272 ,,,
period1,sc01,t4297, 2.05941033333333E-05 , 1.70446601941748 ,,,
period1,sc01,t4298, 0.0000204126575 , 2.25233009708738 ,,,
period1,sc01,t4299, 2.83055516666667E-05 , 2.86106796116505 ,,,
period1,sc01,t4300, 3.51097691666667E-05 , 3.14514563106796 ,,,
period1,sc01,t4301, 0.00006405038 , 3.22631067961165 ,,,
period1,sc01,t4302, 0.0176610305 , 3.2668932038835 ,,,
period1,sc01,t4303, 0.62181851125 , 2.31320388349515 ,,,
period1,sc01,t4304, 2.4751108235 , 2.53640776699029 ,,,
period1,sc01,t4305, 4.6439583125 , 3.46980582524272 ,,,
period1,sc01,t4306, 6.488062205 , 4.18 ,,,
period1,sc01,t4307, 7.8034619675 , 4.66699029126214 ,,,
period1,sc01,t4308, 8.61004768 , 5.37718446601942 ,,,
period1,sc01,t4309, 8.9880165925 , 6.29029126213592 ,,,
period1,sc01,t4310, 9.0185158275 , 6.85844660194175 ,,,
period1,sc01,t4311, 8.71825381 , 6.31058252427184 ,,,
period1,sc01,t4312, 8.0341222625 , 4.84961165048544 ,,,
period1,sc01,t4313, 6.94733065 , 3.53067961165049 ,,,
period1,sc01,t4314, 5.359854675 , 2.77990291262136 ,,,
period1,sc01,t4315, 3.3657095875 , 2.67844660194175 ,,,
period1,sc01,t4316, 1.36005720725 , 3.46980582524272 ,,,
period1,sc01,t4317, 0.13531413995 , 3.91621359223301 ,,,
period1,sc01,t4318, 2.72168766666667E-05 , 3.59155339805825 ,,,
period1,sc01,t4319, 0.0000227714525 , 3.02339805825243 ,,,
period1,sc01,t4320, 2.64910916666667E-05 , 2.19145631067961 ,,,
period1,sc01,t4321, 0.0000204126575 , 1.76533980582524 ,,,
period1,sc01,t4322, 0.0000201404875 , 1.78563106796116 ,,,
period1,sc01,t4323, 0.0000204126575 , 1.88708737864078 ,,,
period1,sc01,t4324, 0.00002984784 , 1.84650485436893 ,,,
period1,sc01,t4325, 6.07843558333333E-05 , 1.82621359223301 ,,,
period1,sc01,t4326, 0.01412555835 , 1.7247572815534 ,,,
period1,sc01,t4327, 0.56865851025 , 1.56242718446602 ,,,
period1,sc01,t4328, 2.416733347 , 1.60300970873786 ,,,
period1,sc01,t4329, 4.5767571225 , 1.86679611650485 ,,,
period1,sc01,t4330, 6.39206012 , 2.15087378640777 ,,,
period1,sc01,t4331, 7.7538592075 , 2.39436893203884 ,,,
period1,sc01,t4332, 8.64203023 , 2.55669902912621 ,,,
period1,sc01,t4333, 9.10977945 , 2.75961165048544 ,,,
period1,sc01,t4334, 9.213840455 , 3.10456310679612 ,,,
period1,sc01,t4335, 8.941334205 , 3.55097087378641 ,,,
period1,sc01,t4336, 8.2159146625 , 3.87563106796117 ,,,
period1,sc01,t4337, 7.04096759 , 4.32203883495146 ,,,
period1,sc01,t4338, 5.3632077925 , 5.05252427184466 ,,,
period1,sc01,t4339, 3.3244188675 , 6.00621359223301 ,,,
period1,sc01,t4340, 1.377342645 , 7.04106796116505 ,,,
period1,sc01,t4341, 0.146146456375 , 6.33087378640777 ,,,
period1,sc01,t4342, 1.93239816666667E-05 , 5.0931067961165 ,,,
period1,sc01,t4343, 2.05941033333333E-05 , 4.32203883495146 ,,,
period1,sc01,t4344, 0.000018507475 , 3.6321359223301 ,,,
period1,sc01,t4345, 1.94147041666667E-05 , 3.16543689320388 ,,,
period1,sc01,t4346, 1.86889208333333E-05 , 2.71902912621359 ,,,
period1,sc01,t4347, 1.95961491666667E-05 , 2.39436893203884 ,,,
period1,sc01,t4348, 2.61281991666667E-05 , 2.37407766990291 ,,,
period1,sc01,t4349, 5.67018241666667E-05 , 2.37407766990291 ,,,
period1,sc01,t4350, 0.029922232925 , 2.35378640776699 ,,,
period1,sc01,t4351, 0.552124258 , 1.84650485436893 ,,,
period1,sc01,t4352, 2.3179088725 , 1.62330097087379 ,,,
period1,sc01,t4353, 4.47974257 , 1.70446601941748 ,,,
period1,sc01,t4354, 6.4173173825 , 1.88708737864078 ,,,
period1,sc01,t4355, 7.80827935 , 2.43495145631068 ,,,
period1,sc01,t4356, 8.6723824875 , 3.42922330097087 ,,,
period1,sc01,t4357, 9.0229467325 , 4.74815533980583 ,,,
period1,sc01,t4358, 8.98566233 , 5.92504854368932 ,,,
period1,sc01,t4359, 8.499563495 , 6.73669902912621 ,,,
period1,sc01,t4360, 7.567075235 , 7.34543689320388 ,,,
period1,sc01,t4361, 6.3104775375 , 7.69038834951456 ,,,
period1,sc01,t4362, 4.591873375 , 7.73097087378641 ,,,
period1,sc01,t4363, 2.54929586 , 7.4468932038835 ,,,
period1,sc01,t4364, 0.91097604 , 6.55407766990291 ,,,
period1,sc01,t4365, 0.069032883025 , 5.31631067961165 ,,,
period1,sc01,t4366, 2.86684433333333E-05 , 4.62640776699029 ,,,
period1,sc01,t4367, 2.64910916666667E-05 , 4.80902912621359 ,,,
period1,sc01,t4368, 2.05941033333333E-05 , 4.97135922330097 ,,,
period1,sc01,t4369, 1.92332583333333E-05 , 4.86990291262136 ,,,
period1,sc01,t4370, 1.81445833333333E-05 , 4.7278640776699 ,,,
period1,sc01,t4371, 1.93239816666667E-05 , 4.48436893203883 ,,,
period1,sc01,t4372, 0.00002204567 , 3.93650485436893 ,,,
period1,sc01,t4373, 0.00004536146 , 3.24660194174757 ,,,
period1,sc01,t4374, 0.02672152835 , 2.65815533980583 ,,,
period1,sc01,t4375, 0.40278798375 , 1.64359223300971 ,,,
period1,sc01,t4376, 1.8381923895 , 1.09572815533981 ,,,
period1,sc01,t4377, 3.6293376875 , 1.1768932038835 ,,,
period1,sc01,t4378, 5.4028437325 , 1.07543689320388 ,,,
period1,sc01,t4379, 6.76427539 , 0.913106796116505 ,,,
period1,sc01,t4380, 7.45026585 , 1.1768932038835 ,,,
period1,sc01,t4381, 7.9517177275 , 1.70446601941748 ,,,
period1,sc01,t4382, 8.255014425 , 2.47553398058252 ,,,
period1,sc01,t4383, 8.0566714425 , 2.88135922330097 ,,,
period1,sc01,t4384, 7.5879478575 , 3.02339805825243 ,,,
period1,sc01,t4385, 6.6303982975 , 2.96252427184466 ,,,
period1,sc01,t4386, 5.064312065 , 2.67844660194175 ,,,
period1,sc01,t4387, 3.2203306475 , 2.6378640776699 ,,,
period1,sc01,t4388, 1.3275194325 , 3.2668932038835 ,,,
period1,sc01,t4389, 0.141993161125 , 3.14514563106796 ,,,
period1,sc01,t4390, 1.63301258333333E-05 , 2.71902912621359 ,,,
period1,sc01,t4391, 0.00001333627 , 2.59728155339806 ,,,
period1,sc01,t4392, 0.0000136084375 , 2.39436893203884 ,,,
period1,sc01,t4393, 1.23383166666667E-05 , 2.00883495145631 ,,,
period1,sc01,t4394, 0.0000137898825 , 1.68417475728155 ,,,
period1,sc01,t4395, 1.45156658333333E-05 , 1.7247572815534 ,,,
period1,sc01,t4396, 0.00002113844 , 1.94796116504854 ,,,
period1,sc01,t4397, 6.20544766666667E-05 , 1.96825242718447 ,,,
period1,sc01,t4398, 0.027736717875 , 1.86679611650485 ,,,
period1,sc01,t4399, 0.521829154 , 1.78563106796116 ,,,
period1,sc01,t4400, 2.23918678125 , 2.04941747572816 ,,,
period1,sc01,t4401, 4.32449207 , 2.35378640776699 ,,,
period1,sc01,t4402, 6.1107165575 , 2.65815533980583 ,,,
period1,sc01,t4403, 7.401667395 , 3.02339805825243 ,,,
period1,sc01,t4404, 8.4793250225 , 3.69300970873786 ,,,
period1,sc01,t4405, 8.9738420425 , 4.40320388349515 ,,,
period1,sc01,t4406, 9.054450265 , 4.80902912621359 ,,,
period1,sc01,t4407, 8.7707578825 , 4.74815533980583 ,,,
period1,sc01,t4408, 8.13328967 , 4.52495145631068 ,,,
period1,sc01,t4409, 6.984789235 , 4.24087378640777 ,,,
period1,sc01,t4410, 5.280375955 , 4.13941747572815 ,,,
period1,sc01,t4411, 3.2291897425 , 4.44378640776699 ,,,
period1,sc01,t4412, 1.352041837 , 5.11339805825243 ,,,
period1,sc01,t4413, 0.171567018075 , 5.19456310679612 ,,,
period1,sc01,t4414, 1.89610908333333E-05 , 4.46407766990291 ,,,
period1,sc01,t4415, 1.40620533333333E-05 , 3.46980582524272 ,,,
period1,sc01,t4416, 0.000014152775 , 2.49582524271845 ,,,
period1,sc01,t4417, 0.0000130641 , 1.74504854368932 ,,,
period1,sc01,t4418, 1.31548233333333E-05 , 1.25805825242718 ,,,
period1,sc01,t4419, 0.000013517715 , 0.933398058252427 ,,,
period1,sc01,t4420, 3.51097691666667E-05 , 0.933398058252427 ,,,
period1,sc01,t4421, 6.57741158333333E-05 , 0.913106796116505 ,,,
period1,sc01,t4422, 0.027557086425 , 0.892815533980582 ,,,
period1,sc01,t4423, 0.50789955675 , 0.994271844660194 ,,,
period1,sc01,t4424, 2.23107343075 , 1.15660194174757 ,,,
period1,sc01,t4425, 4.333049055 , 1.23776699029126 ,,,
period1,sc01,t4426, 6.171578935 , 1.3595145631068 ,,,
period1,sc01,t4427, 7.5474056025 , 1.48126213592233 ,,,
period1,sc01,t4428, 8.34790562 , 1.76533980582524 ,,,
period1,sc01,t4429, 8.75820546 , 2.17116504854369 ,,,
period1,sc01,t4430, 8.8357164 , 2.41466019417476 ,,,
period1,sc01,t4431, 8.52615438 , 2.61757281553398 ,,,
period1,sc01,t4432, 7.8364869225 , 2.90165048543689 ,,,
period1,sc01,t4433, 6.703723285 , 3.20601941747573 ,,,
period1,sc01,t4434, 5.0777626475 , 3.30747572815534 ,,,
period1,sc01,t4435, 3.0996537425 , 3.42922330097087 ,,,
period1,sc01,t4436, 1.24382481925 , 3.9973786407767 ,,,
period1,sc01,t4437, 0.112696916425 , 4.07854368932039 ,,,
period1,sc01,t4438, 1.57857883333333E-05 , 3.6321359223301 ,,,
period1,sc01,t4439, 0.0000130641 , 3.32776699029126 ,,,
period1,sc01,t4440, 0.0000137898825 , 3.06398058252427 ,,,
period1,sc01,t4441, 1.34269916666667E-05 , 2.69873786407767 ,,,
period1,sc01,t4442, 0.0000136084375 , 2.25233009708738 ,,,
period1,sc01,t4443, 1.52414491666667E-05 , 1.82621359223301 ,,,
period1,sc01,t4444, 2.57653083333333E-05 , 1.78563106796116 ,,,
period1,sc01,t4445, 5.92420658333333E-05 , 1.94796116504854 ,,,
period1,sc01,t4446, 0.028022495025 , 2.04941747572816 ,,,
period1,sc01,t4447, 0.49505863525 , 1.66388349514563 ,,,
period1,sc01,t4448, 2.2346034595 , 1.03485436893204 ,,,
period1,sc01,t4449, 4.40248203 , 0.34495145631068 ,,,
period1,sc01,t4450, 6.2511148075 , 0.121747572815534 ,,,
period1,sc01,t4451, 7.562979095 , 0.486990291262136 ,,,
period1,sc01,t4452, 8.345238365 , 1.1768932038835 ,,,
period1,sc01,t4453, 8.789542975 , 1.92766990291262 ,,,
period1,sc01,t4454, 8.84398489 , 2.57699029126214 ,,,
period1,sc01,t4455, 8.483342235 , 2.86106796116505 ,,,
period1,sc01,t4456, 7.64788486 , 2.86106796116505 ,,,
period1,sc01,t4457, 6.4783757225 , 3.02339805825243 ,,,
period1,sc01,t4458, 4.7619951825 , 3.18572815533981 ,,,
